@date,"@dlog(impu1,0,12)","@dlog(impu2,0,12)","@dlog(impu3,0,12)","@dlog(impu1(-1),0,12)","@dlog(impu2(-1),0,12)","@dlog(impu3(-1),0,12)","@dlog(impu1(-2),0,12)","@dlog(impu2(-2),0,12)","@dlog(impu3(-2),0,12)"
1998-05-01,0.1050559737098257,0.1050559737098266,-0.0165601955422776,0.1159110110175412,0.115911011017542,-0.0389356002113867,0.1050652988061564,0.1050652988061564,-0.057076362117411
1998-06-01,0.1119997039016293,0.1119997039016285,-0.016984112063362,0.1050559737098257,0.1050559737098266,-0.0165601955422776,0.1159110110175412,0.115911011017542,-0.0389356002113867
1998-07-01,0.1093262791672149,0.1093262791672149,-0.0091068341795725,0.1119997039016293,0.1119997039016285,-0.016984112063362,0.1050559737098257,0.1050559737098266,-0.0165601955422776
1998-08-01,0.1102149822529856,0.1102149822529856,-0.019453204236373,0.1093262791672149,0.1093262791672149,-0.0091068341795725,0.1119997039016293,0.1119997039016285,-0.016984112063362
1998-09-01,0.1158183377328754,0.1158183377328745,-0.0074042989926148,0.1102149822529856,0.1102149822529856,-0.019453204236373,0.1093262791672149,0.1093262791672149,-0.0091068341795725
1998-10-01,0.1162829404855134,0.1162829404855125,-0.0044795041154621,0.1158183377328754,0.1158183377328745,-0.0074042989926148,0.1102149822529856,0.1102149822529856,-0.019453204236373
1998-11-01,0.1228868430333385,0.1228868430333403,-0.0085659003571105,0.1162829404855134,0.1162829404855125,-0.0044795041154621,0.1158183377328754,0.1158183377328745,-0.0074042989926148
1998-12-01,0.1152525064630243,0.1152525064630243,-0.011327525187653,0.1228868430333385,0.1228868430333403,-0.0085659003571105,0.1162829404855134,0.1162829404855125,-0.0044795041154621
1999-01-01,0.3381708601154667,0.3381708601154676,0.0561221544477685,0.1152525064630243,0.1152525064630243,-0.011327525187653,0.1228868430333385,0.1228868430333403,-0.0085659003571105
1999-02-01,0.1525250014366808,0.1525250014366808,-0.1196628520452449,0.3381708601154667,0.3381708601154676,0.0561221544477685,0.1152525064630243,0.1152525064630243,-0.011327525187653
1999-03-01,0.1369432541520971,0.136943254152098,0.1001537832467613,0.1525250014366808,0.1525250014366808,-0.1196628520452449,0.3381708601154667,0.3381708601154676,0.0561221544477685
1999-04-01,0.1412238972079826,0.1412238972079817,0.0975675341767035,0.1369432541520971,0.136943254152098,0.1001537832467613,0.1525250014366808,0.1525250014366808,-0.1196628520452449
1999-05-01,0.1262607426068278,0.1262607426068287,0.0742320166920284,0.1412238972079826,0.1412238972079817,0.0975675341767035,0.1369432541520971,0.136943254152098,0.1001537832467613
1999-06-01,0.1222680916511453,0.1222680916511453,0.0782555436755929,0.1262607426068278,0.1262607426068287,0.0742320166920284,0.1412238972079826,0.1412238972079817,0.0975675341767035
1999-07-01,0.1266350692709874,0.1266350692709874,0.0665606231412594,0.1222680916511453,0.1222680916511453,0.0782555436755929,0.1262607426068278,0.1262607426068287,0.0742320166920284
1999-08-01,0.1232659240839435,0.1232659240839435,0.0765516377584765,0.1266350692709874,0.1266350692709874,0.0665606231412594,0.1222680916511453,0.1222680916511453,0.0782555436755929
1999-09-01,0.1129949625139215,0.1129949625139232,0.0758249010252693,0.1232659240839435,0.1232659240839435,0.0765516377584765,0.1266350692709874,0.1266350692709874,0.0665606231412594
1999-10-01,0.120609224643525,0.1206092246435268,0.0762756152839365,0.1129949625139215,0.1129949625139232,0.0758249010252693,0.1232659240839435,0.1232659240839435,0.0765516377584765
1999-11-01,0.1157744842939187,0.1157744842939187,0.0830863811535813,0.120609224643525,0.1206092246435268,0.0762756152839365,0.1129949625139215,0.1129949625139232,0.0758249010252693
1999-12-01,0.1255041935130325,0.1255041935130325,0.0872988493412893,0.1157744842939187,0.1157744842939187,0.0830863811535813,0.120609224643525,0.1206092246435268,0.0762756152839365
2000-01-01,0.1068662730220833,0.1068662730220833,-0.0087959148627128,0.1255041935130325,0.1255041935130325,0.0872988493412893,0.1157744842939187,0.1157744842939187,0.0830863811535813
2000-02-01,0.1405257170290372,0.1405257170290381,0.1268904156769474,0.1068662730220833,0.1068662730220833,-0.0087959148627128,0.1255041935130325,0.1255041935130325,0.0872988493412893
2000-03-01,0.1477680726332622,0.1477680726332613,0.0947055067706408,0.1405257170290372,0.1405257170290381,0.1268904156769474,0.1068662730220833,0.1068662730220833,-0.0087959148627128
2000-04-01,0.1276487000573762,0.1276487000573771,0.1146317090773072,0.1477680726332622,0.1477680726332613,0.0947055067706408,0.1405257170290372,0.1405257170290381,0.1268904156769474
2000-05-01,0.1185709681841036,0.1185709681841036,0.11989139275087,0.1276487000573762,0.1276487000573771,0.1146317090773072,0.1477680726332622,0.1477680726332613,0.0947055067706408
2000-06-01,0.1249613711992623,0.1249613711992623,0.1362324709847415,0.1185709681841036,0.1185709681841036,0.11989139275087,0.1276487000573762,0.1276487000573771,0.1146317090773072
2000-07-01,0.1167384912748765,0.1167384912748765,0.1358629410816396,0.1249613711992623,0.1249613711992623,0.1362324709847415,0.1185709681841036,0.1185709681841036,0.11989139275087
2000-08-01,0.0943512516569295,0.0943512516569278,0.1232142617942067,0.1167384912748765,0.1167384912748765,0.1358629410816396,0.1249613711992623,0.1249613711992623,0.1362324709847415
2000-09-01,0.0895354390279514,0.0895354390279514,0.1204267380776062,0.0943512516569295,0.0943512516569278,0.1232142617942067,0.1167384912748765,0.1167384912748765,0.1358629410816396
2000-10-01,0.0821287596453252,0.0821287596453235,0.1273998321796039,0.0895354390279514,0.0895354390279514,0.1204267380776062,0.0943512516569295,0.0943512516569278,0.1232142617942067
2000-11-01,0.0769722237538665,0.0769722237538665,0.1222170548444445,0.0821287596453252,0.0821287596453235,0.1273998321796039,0.0895354390279514,0.0895354390279514,0.1204267380776062
2000-12-01,0.0704566438761187,0.0704566438761187,0.1142353122267625,0.0769722237538665,0.0769722237538665,0.1222170548444445,0.0821287596453252,0.0821287596453235,0.1273998321796039
2001-01-01,-0.0288353038041293,-0.0288353038041302,0.1902980595543715,0.0704566438761187,0.0704566438761187,0.1142353122267625,0.0769722237538665,0.0769722237538665,0.1222170548444445
2001-02-01,0.0585461075297715,0.0585461075297715,0.0688728391566044,-0.0288353038041293,-0.0288353038041302,0.1902980595543715,0.0704566438761187,0.0704566438761187,0.1142353122267625
2001-03-01,0.0555976711237171,0.0555976711237171,0.072444147841276,0.0585461075297715,0.0585461075297715,0.0688728391566044,-0.0288353038041293,-0.0288353038041302,0.1902980595543715
2001-04-01,0.0356797296804316,0.0356797296804298,0.0579890364373181,0.0555976711237171,0.0555976711237171,0.072444147841276,0.0585461075297715,0.0585461075297715,0.0688728391566044
2001-05-01,0.0457980746866155,0.0457980746866137,0.0580947871846442,0.0356797296804316,0.0356797296804298,0.0579890364373181,0.0555976711237171,0.0555976711237171,0.072444147841276
2001-06-01,0.0146916980628279,0.0146916980628279,0.0484884547239703,0.0457980746866155,0.0457980746866137,0.0580947871846442,0.0356797296804316,0.0356797296804298,0.0579890364373181
2001-07-01,0.0043814212839929,0.0043814212839929,0.0668307517205102,0.0146916980628279,0.0146916980628279,0.0484884547239703,0.0457980746866155,0.0457980746866137,0.0580947871846442
2001-08-01,0.015530704896248,0.015530704896248,0.0603427059309575,0.0043814212839929,0.0043814212839929,0.0668307517205102,0.0146916980628279,0.0146916980628279,0.0484884547239703
2001-09-01,0.0301307062505369,0.0301307062505351,0.0651339583850258,0.015530704896248,0.015530704896248,0.0603427059309575,0.0043814212839929,0.0043814212839929,0.0668307517205102
2001-10-01,0.0291062844235963,0.0291062844235963,0.0567995297784911,0.0301307062505369,0.0301307062505351,0.0651339583850258,0.015530704896248,0.015530704896248,0.0603427059309575
2001-11-01,0.0321993549678598,0.0321993549678598,0.0614336842173859,0.0291062844235963,0.0291062844235963,0.0567995297784911,0.0301307062505369,0.0301307062505351,0.0651339583850258
2001-12-01,0.0362963107173222,0.0362963107173222,0.057686398507025,0.0321993549678598,0.0321993549678598,0.0614336842173859,0.0291062844235963,0.0291062844235963,0.0567995297784911
2002-01-01,-0.4045854646636275,-0.404585464663628,-0.2877950766690134,0.0362963107173222,0.0362963107173222,0.057686398507025,0.0321993549678598,0.0321993549678598,0.0614336842173859
2002-02-01,-0.0823024412509507,-0.0823024412509516,-0.189678593831168,-0.4045854646636275,-0.404585464663628,-0.2877950766690134,0.0362963107173222,0.0362963107173222,0.057686398507025
2002-03-01,-0.1464028060356685,-0.1464028060356676,-0.2081888966332164,-0.0823024412509507,-0.0823024412509516,-0.189678593831168,-0.4045854646636275,-0.404585464663628,-0.2877950766690134
2002-04-01,-0.1452886841142984,-0.1452886841142984,-0.2102926195533774,-0.1464028060356685,-0.1464028060356676,-0.2081888966332164,-0.0823024412509507,-0.0823024412509516,-0.189678593831168
2002-05-01,-0.1979390008683896,-0.1979390008683888,-0.2371047641048971,-0.1452886841142984,-0.1452886841142984,-0.2102926195533774,-0.1464028060356685,-0.1464028060356676,-0.2081888966332164
2002-06-01,-0.2271186644522504,-0.2271186644522496,-0.2285364837455112,-0.1979390008683896,-0.1979390008683888,-0.2371047641048971,-0.1452886841142984,-0.1452886841142984,-0.2102926195533774
2002-07-01,-0.2286368922721209,-0.2286368922721226,-0.2634160488031342,-0.2271186644522504,-0.2271186644522496,-0.2285364837455112,-0.1979390008683896,-0.1979390008683888,-0.2371047641048971
2002-08-01,-0.2887241156471826,-0.2887241156471809,-0.2727104719275654,-0.2286368922721209,-0.2286368922721226,-0.2634160488031342,-0.2271186644522504,-0.2271186644522496,-0.2285364837455112
2002-09-01,-0.3012717466963863,-0.3012717466963845,-0.2863161167669723,-0.2887241156471826,-0.2887241156471809,-0.2727104719275654,-0.2286368922721209,-0.2286368922721226,-0.2634160488031342
2002-10-01,-0.3038701078915284,-0.3038701078915266,-0.2820493746410752,-0.3012717466963863,-0.3012717466963845,-0.2863161167669723,-0.2887241156471826,-0.2887241156471809,-0.2727104719275654
2002-11-01,-0.321428447246955,-0.321428447246955,-0.2854630767554251,-0.3038701078915284,-0.3038701078915266,-0.2820493746410752,-0.3012717466963863,-0.3012717466963845,-0.2863161167669723
2002-12-01,-0.335133910681991,-0.335133910681991,-0.2797358144520565,-0.321428447246955,-0.321428447246955,-0.2854630767554251,-0.3038701078915284,-0.3038701078915266,-0.2820493746410752
2003-01-01,-5.1542901680472335,-5.154290168047233,0.0108515681632486,-0.335133910681991,-0.335133910681991,-0.2797358144520565,-0.321428447246955,-0.321428447246955,-0.2854630767554251
2003-02-01,-0.0321878450529187,-0.0321878450529187,-0.1606365712750408,-5.1542901680472335,-5.154290168047233,0.0108515681632486,-0.335133910681991,-0.335133910681991,-0.2797358144520565
2003-03-01,-0.0763419279080554,-0.0763419279080563,-0.1164625548095514,-0.0321878450529187,-0.0321878450529187,-0.1606365712750408,-5.1542901680472335,-5.154290168047233,0.0108515681632486
2003-04-01,-0.0271672777251659,-0.0271672777251659,-0.1022480023800316,-0.0763419279080554,-0.0763419279080563,-0.1164625548095514,-0.0321878450529187,-0.0321878450529187,-0.1606365712750408
2003-05-01,-0.0244514786702385,-0.0244514786702385,-0.0727842300049221,-0.0271672777251659,-0.0271672777251659,-0.1022480023800316,-0.0763419279080554,-0.0763419279080563,-0.1164625548095514
2003-06-01,-0.0385951624931255,-0.0385951624931255,-0.0479912532108501,-0.0244514786702385,-0.0244514786702385,-0.0727842300049221,-0.0271672777251659,-0.0271672777251659,-0.1022480023800316
2003-07-01,-0.0157111140411014,-0.0157111140410997,-0.0434689660327149,-0.0385951624931255,-0.0385951624931255,-0.0479912532108501,-0.0244514786702385,-0.0244514786702385,-0.0727842300049221
2003-08-01,-0.0130056961462603,-0.0130056961462603,-0.0304093719572708,-0.0157111140411014,-0.0157111140410997,-0.0434689660327149,-0.0385951624931255,-0.0385951624931255,-0.0479912532108501
2003-09-01,-0.004873852110359,-0.004873852110359,-0.0159061802829505,-0.0130056961462603,-0.0130056961462603,-0.0304093719572708,-0.0157111140411014,-0.0157111140410997,-0.0434689660327149
2003-10-01,0.0262659252331793,0.0262659252331793,-0.0110544276231383,-0.004873852110359,-0.004873852110359,-0.0159061802829505,-0.0130056961462603,-0.0130056961462603,-0.0304093719572708
2003-11-01,0.0331324545835265,0.0331324545835265,-0.0063520028206411,0.0262659252331793,0.0262659252331793,-0.0110544276231383,-0.004873852110359,-0.004873852110359,-0.0159061802829505
2003-12-01,0.0274737424243838,0.0274737424243838,-0.0042301451017969,0.0331324545835265,0.0331324545835265,-0.0063520028206411,0.0262659252331793,0.0262659252331793,-0.0110544276231383
2004-01-01,2.139339683260905,2.139339683260905,-0.0201201638333374,0.0274737424243838,0.0274737424243838,-0.0042301451017969,0.0331324545835265,0.0331324545835265,-0.0063520028206411
2004-02-01,0.0340328009898271,0.0340328009898271,0.0536270904915161,2.139339683260905,2.139339683260905,-0.0201201638333374,0.0274737424243838,0.0274737424243838,-0.0042301451017969
2004-03-01,0.0338698928541631,0.0338698928541631,0.0602010629047757,0.0340328009898271,0.0340328009898271,0.0536270904915161,2.139339683260905,2.139339683260905,-0.0201201638333374
2004-04-01,0.0487929340471122,0.0487929340471131,0.0262599022344849,0.0338698928541631,0.0338698928541631,0.0602010629047757,0.0340328009898271,0.0340328009898271,0.0536270904915161
2004-05-01,0.0475498416398778,0.0475498416398778,0.0208585693007838,0.0487929340471122,0.0487929340471131,0.0262599022344849,0.0338698928541631,0.0338698928541631,0.0602010629047757
2004-06-01,0.0206230866731189,0.020623086673118,0.0207120004561627,0.0475498416398778,0.0475498416398778,0.0208585693007838,0.0487929340471122,0.0487929340471131,0.0262599022344849
2004-07-01,0.0356784809410868,0.0356784809410859,0.0298672793223548,0.0206230866731189,0.020623086673118,0.0207120004561627,0.0475498416398778,0.0475498416398778,0.0208585693007838
2004-08-01,0.0450817826645053,0.0450817826645053,0.0243255629262781,0.0356784809410868,0.0356784809410859,0.0298672793223548,0.0206230866731189,0.020623086673118,0.0207120004561627
2004-09-01,0.0561254956805061,0.0561254956805061,0.0208289031651371,0.0450817826645053,0.0450817826645053,0.0243255629262781,0.0356784809410868,0.0356784809410859,0.0298672793223548
2004-10-01,0.0592991707366881,0.0592991707366881,0.0703537186012637,0.0561254956805061,0.0561254956805061,0.0208289031651371,0.0450817826645053,0.0450817826645053,0.0243255629262781
2004-11-01,0.0654166428663565,0.0654166428663565,0.0569638371253375,0.0592991707366881,0.0592991707366881,0.0703537186012637,0.0561254956805061,0.0561254956805061,0.0208289031651371
2004-12-01,0.0563744909163155,0.0563744909163155,0.0491719239274992,0.0654166428663565,0.0654166428663565,0.0569638371253375,0.0592991707366881,0.0592991707366881,0.0703537186012637
2005-01-01,2.3896691417616216,2.3896691417616225,0.2157707870302152,0.0563744909163155,0.0563744909163155,0.0491719239274992,0.0654166428663565,0.0654166428663565,0.0569638371253375
2005-02-01,0.1367625301987036,0.1367625301987045,0.1622980869243466,2.3896691417616216,2.3896691417616225,0.2157707870302152,0.0563744909163155,0.0563744909163155,0.0491719239274992
2005-03-01,0.1710971866316111,0.1710971866316128,0.1225406504493449,0.1367625301987036,0.1367625301987045,0.1622980869243466,2.3896691417616216,2.3896691417616225,0.2157707870302152
2005-04-01,0.1410759476594112,0.1410759476594121,0.1232028966322147,0.1710971866316111,0.1710971866316128,0.1225406504493449,0.1367625301987036,0.1367625301987045,0.1622980869243466
2005-05-01,0.1625290829770591,0.16252908297706,0.1076878643191943,0.1410759476594112,0.1410759476594121,0.1232028966322147,0.1710971866316111,0.1710971866316128,0.1225406504493449
2005-06-01,0.1728062185612451,0.1728062185612451,0.0734968383367569,0.1625290829770591,0.16252908297706,0.1076878643191943,0.1410759476594112,0.1410759476594121,0.1232028966322147
2005-07-01,0.1725871701947863,0.1725871701947872,0.0604687439115014,0.1728062185612451,0.1728062185612451,0.0734968383367569,0.1625290829770591,0.16252908297706,0.1076878643191943
2005-08-01,0.1263040217527464,0.1263040217527464,0.0630674752270747,0.1725871701947863,0.1725871701947872,0.0604687439115014,0.1728062185612451,0.1728062185612451,0.0734968383367569
2005-09-01,0.1132761943061702,0.1132761943061684,0.0663364312165448,0.1263040217527464,0.1263040217527464,0.0630674752270747,0.1725871701947863,0.1725871701947872,0.0604687439115014
2005-10-01,0.09823792760249,0.09823792760249,0.0277246715670624,0.1132761943061702,0.1132761943061684,0.0663364312165448,0.1263040217527464,0.1263040217527464,0.0630674752270747
2005-11-01,0.0709836633476967,0.0709836633476967,0.0299864262156255,0.09823792760249,0.09823792760249,0.0277246715670624,0.1132761943061702,0.1132761943061684,0.0663364312165448
2005-12-01,0.0760010652782039,0.0760010652782039,0.0563304590976621,0.0709836633476967,0.0709836633476967,0.0299864262156255,0.09823792760249,0.09823792760249,0.0277246715670624
2006-01-01,-0.1331888682163091,-0.13318886821631,-0.1323883485429897,0.0760010652782039,0.0760010652782039,0.0563304590976621,0.0709836633476967,0.0709836633476967,0.0299864262156255
2006-02-01,0.1145111256629363,0.1145111256629363,0.0548772206954844,-0.1331888682163091,-0.13318886821631,-0.1323883485429897,0.0760010652782039,0.0760010652782039,0.0563304590976621
2006-03-01,0.0842013056358244,0.0842013056358226,0.0511185550576973,0.1145111256629363,0.1145111256629363,0.0548772206954844,-0.1331888682163091,-0.13318886821631,-0.1323883485429897
2006-04-01,0.1200149139858943,0.1200149139858926,0.064585282886469,0.0842013056358244,0.0842013056358226,0.0511185550576973,0.1145111256629363,0.1145111256629363,0.0548772206954844
2006-05-01,0.073291333564116,0.073291333564116,0.0727021816080526,0.1200149139858943,0.1200149139858926,0.064585282886469,0.0842013056358244,0.0842013056358226,0.0511185550576973
2006-06-01,0.115909942083487,0.1159099420834852,0.0577218839803084,0.073291333564116,0.073291333564116,0.0727021816080526,0.1200149139858943,0.1200149139858926,0.064585282886469
2006-07-01,0.0614320000548715,0.0614320000548698,0.0957635753454679,0.115909942083487,0.1159099420834852,0.0577218839803084,0.073291333564116,0.073291333564116,0.0727021816080526
2006-08-01,0.056558007202085,0.056558007202085,0.1113934324592529,0.0614320000548715,0.0614320000548698,0.0957635753454679,0.115909942083487,0.1159099420834852,0.0577218839803084
2006-09-01,0.0519390017070762,0.0519390017070762,0.1127083349056343,0.056558007202085,0.056558007202085,0.1113934324592529,0.0614320000548715,0.0614320000548698,0.0957635753454679
2006-10-01,0.0583743490003261,0.0583743490003243,0.1147601322252356,0.0519390017070762,0.0519390017070762,0.1127083349056343,0.056558007202085,0.056558007202085,0.1113934324592529
2006-11-01,0.0792487317212309,0.0792487317212309,0.1284404424625105,0.0583743490003261,0.0583743490003243,0.1147601322252356,0.0519390017070762,0.0519390017070762,0.1127083349056343
2006-12-01,0.0798709757776396,0.0798709757776396,0.112495916889193,0.0792487317212309,0.0792487317212309,0.1284404424625105,0.0583743490003261,0.0583743490003243,0.1147601322252356
2007-01-01,0.3279559715897208,0.3279559715897208,0.0607907127763063,0.0798709757776396,0.0798709757776396,0.112495916889193,0.0792487317212309,0.0792487317212309,0.1284404424625105
2007-02-01,0.1411816489625152,0.1411816489625152,0.0787900249430224,0.3279559715897208,0.3279559715897208,0.0607907127763063,0.0798709757776396,0.0798709757776396,0.112495916889193
2007-03-01,0.0959181147088425,0.0959181147088425,0.0934447609812343,0.1411816489625152,0.1411816489625152,0.0787900249430224,0.3279559715897208,0.3279559715897208,0.0607907127763063
2007-04-01,0.0790151703617709,0.0790151703617709,0.0943245322195087,0.0959181147088425,0.0959181147088425,0.0934447609812343,0.1411816489625152,0.1411816489625152,0.0787900249430224
2007-05-01,0.0834439803912108,0.0834439803912108,0.0874626692175946,0.0790151703617709,0.0790151703617709,0.0943245322195087,0.0959181147088425,0.0959181147088425,0.0934447609812343
2007-06-01,0.0668213372684771,0.0668213372684771,0.0936360760929391,0.0834439803912108,0.0834439803912108,0.0874626692175946,0.0790151703617709,0.0790151703617709,0.0943245322195087
2007-07-01,-0.0254934853586767,-0.025493485358675,0.1277920070613776,0.0668213372684771,0.0668213372684771,0.0936360760929391,0.0834439803912108,0.0834439803912108,0.0874626692175946
2007-08-01,-0.0321468436739316,-0.0321468436739316,0.1296925322526432,-0.0254934853586767,-0.025493485358675,0.1277920070613776,0.0668213372684771,0.0668213372684771,0.0936360760929391
2007-09-01,-0.0157337097815943,-0.0157337097815926,0.1117955329624944,-0.0321468436739316,-0.0321468436739316,0.1296925322526432,-0.0254934853586767,-0.025493485358675,0.1277920070613776
2007-10-01,-0.0050120972624796,-0.0050120972624778,0.0885950048897576,-0.0157337097815943,-0.0157337097815926,0.1117955329624944,-0.0321468436739316,-0.0321468436739316,0.1296925322526432
2007-11-01,-0.0069420261090193,-0.0069420261090193,0.0871894018302246,-0.0050120972624796,-0.0050120972624778,0.0885950048897576,-0.0157337097815943,-0.0157337097815926,0.1117955329624944
2007-12-01,0.0023995026501975,0.0023995026501957,0.0728035619476035,-0.0069420261090193,-0.0069420261090193,0.0871894018302246,-0.0050120972624796,-0.0050120972624778,0.0885950048897576
2008-01-01,-0.749067970479544,-0.7490679704795444,0.2132812644152828,0.0023995026501975,0.0023995026501957,0.0728035619476035,-0.0069420261090193,-0.0069420261090193,0.0871894018302246
2008-02-01,-0.0985609160447484,-0.0985609160447484,0.0680310242469044,-0.749067970479544,-0.7490679704795444,0.2132812644152828,0.0023995026501975,0.0023995026501957,0.0728035619476035
2008-03-01,-0.0750639696306247,-0.0750639696306247,0.0299821882409112,-0.0985609160447484,-0.0985609160447484,0.0680310242469044,-0.749067970479544,-0.7490679704795444,0.2132812644152828
2008-04-01,-0.1353707490559106,-0.1353707490559106,0.0648723126999319,-0.0750639696306247,-0.0750639696306247,0.0299821882409112,-0.0985609160447484,-0.0985609160447484,0.0680310242469044
2008-05-01,-0.2395781253594631,-0.2395781253594631,0.0585612316818187,-0.1353707490559106,-0.1353707490559106,0.0648723126999319,-0.0750639696306247,-0.0750639696306247,0.0299821882409112
2008-06-01,-0.1997728066777924,-0.1997728066777924,0.0446885206034428,-0.2395781253594631,-0.2395781253594631,0.0585612316818187,-0.1353707490559106,-0.1353707490559106,0.0648723126999319
2008-07-01,-0.1281961975046037,-0.1281961975046055,0.06322492530282,-0.1997728066777924,-0.1997728066777924,0.0446885206034428,-0.2395781253594631,-0.2395781253594631,0.0585612316818187
2008-08-01,-0.2469963241823833,-0.2469963241823833,0.0359512976647202,-0.1281961975046037,-0.1281961975046055,0.06322492530282,-0.1997728066777924,-0.1997728066777924,0.0446885206034428
