@date,"@dlog(con1,0,12)","@dlog(con2,0,12)","@dlog(con3,0,12)","@dlog(con5,0,12)","@dlog(con6,0,12)","@dlog(con7,0,12)","@dlog(con8,0,12)",con9,con10,con11,"@dlog(con12,0,12)","@dlog(con13,0,12)",con14,"@dlog(con15,0,12)","@dlog(con16,0,12)","@dlog(con1(-1),0,12)","@dlog(con2(-1),0,12)","@dlog(con3(-1),0,12)","@dlog(con5(-1),0,12)","@dlog(con6(-1),0,12)","@dlog(con7(-1),0,12)","@dlog(con8(-1),0,12)",con9(-1),con10(-1),con11(-1),"@dlog(con12(-1),0,12)","@dlog(con13(-1),0,12)",con14(-1),"@dlog(con15(-1),0,12)","@dlog(con16(-1),0,12)","@dlog(con1(-2),0,12)","@dlog(con2(-2),0,12)","@dlog(con3(-2),0,12)","@dlog(con5(-2),0,12)","@dlog(con6(-2),0,12)","@dlog(con7(-2),0,12)","@dlog(con8(-2),0,12)",con9(-2),con10(-2),con11(-2),"@dlog(con12(-2),0,12)","@dlog(con13(-2),0,12)",con14(-2),"@dlog(con15(-2),0,12)","@dlog(con16(-2),0,12)"
2004-05-01,0.0691012637522403,0.1697942782883679,0.0337532041607584,0.0135987993378199,-0.0085980814928436,0.0422189027104735,0.0534724753191939,13.64815,24.98316,9.41043,0.0339644622532304,0.0661620608932329,10.5,-0.1535461640657596,-0.2538555173977488,0.0515225159974672,0.0578223167196245,0.2048624807812853,0.0330447947774574,-0.0021469053925429,0.0433017643271114,0.0437822713340292,17.47863,21.58992,14.00715,0.0348383406236942,0.0308758167153557,15.0,-0.1482969912853295,-0.1407486639043345,0.0540139852076508,0.3172846741580173,-0.004083197987077,0.0190203246790297,0.0641302959424745,0.039466013322241,0.0340453302924856,9.40022,17.93641,-11.50893,0.0352516256038173,0.0168980144002564,7.3,-0.0937337149598338,-0.2000152695432553
2004-06-01,0.0612422305327005,0.1756271900759038,0.0458266528654149,0.0164223645958339,0.0755506819095437,0.0468013218284184,0.0293694293559978,18.60449,17.57074,11.69203,0.0347093537904124,0.065565380413898,14.8,-0.0646705644705409,-0.577498920669337,0.0691012637522403,0.1697942782883679,0.0337532041607584,0.0135987993378199,-0.0085980814928436,0.0422189027104735,0.0534724753191939,13.64815,24.98316,9.41043,0.0339644622532304,0.0661620608932329,10.5,-0.1535461640657596,-0.2538555173977488,0.0515225159974672,0.0578223167196245,0.2048624807812853,0.0330447947774574,-0.0021469053925429,0.0433017643271114,0.0437822713340292,17.47863,21.58992,14.00715,0.0348383406236942,0.0308758167153557,15.0,-0.1482969912853295,-0.1407486639043345
2004-07-01,0.062504443356036,-0.1783049244263761,-0.0154546455734152,0.0198138381213528,-0.012015260730255,0.0448752771657039,0.0217604564919904,8.87415,14.39524,26.84866,0.0341821943837254,0.0661952069879454,5.9,-0.1035908258036189,-0.0064353841316977,0.0612422305327005,0.1756271900759038,0.0458266528654149,0.0164223645958339,0.0755506819095437,0.0468013218284184,0.0293694293559978,18.60449,17.57074,11.69203,0.0347093537904124,0.065565380413898,14.8,-0.0646705644705409,-0.577498920669337,0.0691012637522403,0.1697942782883679,0.0337532041607584,0.0135987993378199,-0.0085980814928436,0.0422189027104735,0.0534724753191939,13.64815,24.98316,9.41043,0.0339644622532304,0.0661620608932329,10.5,-0.1535461640657596,-0.2538555173977488
2004-08-01,0.0798062754643167,0.1367606064402018,0.2135207989081422,0.0201812478597993,0.083611075071202,0.0493980753466596,0.0326774920089913,22.55338,35.30334,25.13957,0.0341821943837254,0.070948480357126,23.6,-0.1029101474534073,0.13279812077687,0.062504443356036,-0.1783049244263761,-0.0154546455734152,0.0198138381213528,-0.012015260730255,0.0448752771657039,0.0217604564919904,8.87415,14.39524,26.84866,0.0341821943837254,0.0661952069879454,5.9,-0.1035908258036189,-0.0064353841316977,0.0612422305327005,0.1756271900759038,0.0458266528654149,0.0164223645958339,0.0755506819095437,0.0468013218284184,0.0293694293559978,18.60449,17.57074,11.69203,0.0347093537904124,0.065565380413898,14.8,-0.0646705644705409,-0.577498920669337
2004-09-01,0.0586457074151054,0.1992634035508018,0.1953291513946489,0.0191597132927636,0.047591460222863,0.0486641734799357,0.0171102833151657,12.75555,22.51339,1.30446,0.0347093537904124,0.0774021188478393,12.4,-0.0866492059219385,-0.2484135444402842,0.0798062754643167,0.1367606064402018,0.2135207989081422,0.0201812478597993,0.083611075071202,0.0493980753466596,0.0326774920089913,22.55338,35.30334,25.13957,0.0341821943837254,0.070948480357126,23.6,-0.1029101474534073,0.13279812077687,0.062504443356036,-0.1783049244263761,-0.0154546455734152,0.0198138381213528,-0.012015260730255,0.0448752771657039,0.0217604564919904,8.87415,14.39524,26.84866,0.0341821943837254,0.0661952069879454,5.9,-0.1035908258036189,-0.0064353841316977
2004-10-01,0.046931659652512,0.0943038731805199,0.1733473134815017,0.0120483385161751,-0.0650050869693838,0.0513055908156534,0.0084956606651536,16.99028,20.60979,23.58126,0.0341821943837254,0.1041649766102459,21.2,-0.1669224740128507,-0.4081001240411628,0.0586457074151054,0.1992634035508018,0.1953291513946489,0.0191597132927636,0.047591460222863,0.0486641734799357,0.0171102833151657,12.75555,22.51339,1.30446,0.0347093537904124,0.0774021188478393,12.4,-0.0866492059219385,-0.2484135444402842,0.0798062754643167,0.1367606064402018,0.2135207989081422,0.0201812478597993,0.083611075071202,0.0493980753466596,0.0326774920089913,22.55338,35.30334,25.13957,0.0341821943837254,0.070948480357126,23.6,-0.1029101474534073,0.13279812077687
2004-11-01,0.0476232673520371,-0.010385012624102,0.152528860100638,0.0209508272090879,0.1333599107752885,0.0511959240548618,0.007388833328096,12.34266,33.47418,-8.39617,0.0341821943837254,0.0856496115891971,15.3,-0.0822459429763293,-0.1196669778905041,0.046931659652512,0.0943038731805199,0.1733473134815017,0.0120483385161751,-0.0650050869693838,0.0513055908156534,0.0084956606651536,16.99028,20.60979,23.58126,0.0341821943837254,0.1041649766102459,21.2,-0.1669224740128507,-0.4081001240411628,0.0586457074151054,0.1992634035508018,0.1953291513946489,0.0191597132927636,0.047591460222863,0.0486641734799357,0.0171102833151657,12.75555,22.51339,1.30446,0.0347093537904124,0.0774021188478393,12.4,-0.0866492059219385,-0.2484135444402842
2004-12-01,0.0440541494578363,0.1130802689599299,0.2636487995745913,0.0165978914090381,0.0566906106171582,0.1037726846773114,-0.0582775934007342,22.03218,28.11755,15.85657,0.0341821943837254,0.0983553147038529,23.2,-0.0744513079916684,-0.0457723415013275,0.0476232673520371,-0.010385012624102,0.152528860100638,0.0209508272090879,0.1333599107752885,0.0511959240548618,0.007388833328096,12.34266,33.47418,-8.39617,0.0341821943837254,0.0856496115891971,15.3,-0.0822459429763293,-0.1196669778905041,0.046931659652512,0.0943038731805199,0.1733473134815017,0.0120483385161751,-0.0650050869693838,0.0513055908156534,0.0084956606651536,16.99028,20.60979,23.58126,0.0341821943837254,0.1041649766102459,21.2,-0.1669224740128507,-0.4081001240411628
2005-01-01,0.0621691991827839,0.1529175418431521,0.0808338512423265,0.0454957402201348,0.0017847412322655,0.051841468481907,0.0177290230463631,18.64364,27.04655,12.06804,0.042484808246896,0.0714747914206883,20.1,-0.066121422999064,0.0127705388872798,0.0440541494578363,0.1130802689599299,0.2636487995745913,0.0165978914090381,0.0566906106171582,0.1037726846773114,-0.0582775934007342,22.03218,28.11755,15.85657,0.0341821943837254,0.0983553147038529,23.2,-0.0744513079916684,-0.0457723415013275,0.0476232673520371,-0.010385012624102,0.152528860100638,0.0209508272090879,0.1333599107752885,0.0511959240548618,0.007388833328096,12.34266,33.47418,-8.39617,0.0341821943837254,0.0856496115891971,15.3,-0.0822459429763293,-0.1196669778905041
2005-02-01,0.0357780863263084,0.0943969828325634,0.0509747283689492,0.0147586587452881,0.0288501914727437,0.0504396255651489,0.0153385985907901,29.45335,56.17488,-1.42172,0.042484808246896,0.0660523834992341,31.3,-0.0723243086427647,-0.3807963298395242,0.0621691991827839,0.1529175418431521,0.0808338512423265,0.0454957402201348,0.0017847412322655,0.051841468481907,0.0177290230463631,18.64364,27.04655,12.06804,0.042484808246896,0.0714747914206883,20.1,-0.066121422999064,0.0127705388872798,0.0440541494578363,0.1130802689599299,0.2636487995745913,0.0165978914090381,0.0566906106171582,0.1037726846773114,-0.0582775934007342,22.03218,28.11755,15.85657,0.0341821943837254,0.0983553147038529,23.2,-0.0744513079916684,-0.0457723415013275
2005-03-01,0.0459318930779257,0.0248618256931827,0.1390272681967435,-0.0033873731881621,0.0082401513912273,0.0499284027409432,0.0352315158646128,25.36237,46.311,-8.07857,0.042484808246896,0.0550081904924057,23.8,0.0133992417993704,0.1298093563449498,0.0357780863263084,0.0943969828325634,0.0509747283689492,0.0147586587452881,0.0288501914727437,0.0504396255651489,0.0153385985907901,29.45335,56.17488,-1.42172,0.042484808246896,0.0660523834992341,31.3,-0.0723243086427647,-0.3807963298395242,0.0621691991827839,0.1529175418431521,0.0808338512423265,0.0454957402201348,0.0017847412322655,0.051841468481907,0.0177290230463631,18.64364,27.04655,12.06804,0.042484808246896,0.0714747914206883,20.1,-0.066121422999064,0.0127705388872798
2005-04-01,0.0558977886644989,0.0525840979766485,0.0911139018728111,-0.0023929181076134,0.1864631585269762,0.0662360323961346,-0.0120382654755744,23.31139,32.6499,38.10874,0.1242949398909578,0.0362400618337703,21.1,0.0170155872706141,-0.0873151560361416,0.0459318930779257,0.0248618256931827,0.1390272681967435,-0.0033873731881621,0.0082401513912273,0.0499284027409432,0.0352315158646128,25.36237,46.311,-8.07857,0.042484808246896,0.0550081904924057,23.8,0.0133992417993704,0.1298093563449498,0.0357780863263084,0.0943969828325634,0.0509747283689492,0.0147586587452881,0.0288501914727437,0.0504396255651489,0.0153385985907901,29.45335,56.17488,-1.42172,0.042484808246896,0.0660523834992341,31.3,-0.0723243086427647,-0.3807963298395242
2005-05-01,0.0359490865288432,0.0600352815307392,0.0059501040384137,0.0875948318926154,0.1375073794633099,0.0780906873105955,-0.0551660304071708,18.71178,36.75224,54.55343,0.1241951658079063,0.0111166935563602,15.2,0.0371981930139737,-0.1622243132799798,0.0558977886644989,0.0525840979766485,0.0911139018728111,-0.0023929181076134,0.1864631585269762,0.0662360323961346,-0.0120382654755744,23.31139,32.6499,38.10874,0.1242949398909578,0.0362400618337703,21.1,0.0170155872706141,-0.0873151560361416,0.0459318930779257,0.0248618256931827,0.1390272681967435,-0.0033873731881621,0.0082401513912273,0.0499284027409432,0.0352315158646128,25.36237,46.311,-8.07857,0.042484808246896,0.0550081904924057,23.8,0.0133992417993704,0.1298093563449498
2005-06-01,0.047758041709085,0.0134990005841402,-0.0070847201873629,0.085570721448108,0.0656627551817159,0.0862037724544615,-0.0563422440811844,17.45414,30.11585,41.44832,0.1235682422720412,0.0149493356341201,13.8,-0.004896001837487,0.2073685082571552,0.0359490865288432,0.0600352815307392,0.0059501040384137,0.0875948318926154,0.1375073794633099,0.0780906873105955,-0.0551660304071708,18.71178,36.75224,54.55343,0.1241951658079063,0.0111166935563602,15.2,0.0371981930139737,-0.1622243132799798,0.0558977886644989,0.0525840979766485,0.0911139018728111,-0.0023929181076134,0.1864631585269762,0.0662360323961346,-0.0120382654755744,23.31139,32.6499,38.10874,0.1242949398909578,0.0362400618337703,21.1,0.0170155872706141,-0.0873151560361416
2005-07-01,0.0371474570745542,0.1332190477746237,0.2043976041495927,0.1884685445763789,0.0191608649176142,0.0947463552030676,-0.0295781356859503,20.58571,30.50375,46.44016,0.0746819315119893,0.0106157086522937,17.0,0.0498130618573142,-0.0517231935834106,0.047758041709085,0.0134990005841402,-0.0070847201873629,0.085570721448108,0.0656627551817159,0.0862037724544615,-0.0563422440811844,17.45414,30.11585,41.44832,0.1235682422720412,0.0149493356341201,13.8,-0.004896001837487,0.2073685082571552,0.0359490865288432,0.0600352815307392,0.0059501040384137,0.0875948318926154,0.1375073794633099,0.0780906873105955,-0.0551660304071708,18.71178,36.75224,54.55343,0.1241951658079063,0.0111166935563602,15.2,0.0371981930139737,-0.1622243132799798
2005-08-01,0.0366552763466367,0.0347549704613392,-0.103731898738939,0.1262759027127442,0.1463896989187265,0.1043581827052744,-0.0463020069710538,19.64794,22.71474,42.69417,0.0746819315119893,0.0042075405038026,20.5,0.0521777745374123,0.3135212707421066,0.0371474570745542,0.1332190477746237,0.2043976041495927,0.1884685445763789,0.0191608649176142,0.0947463552030676,-0.0295781356859503,20.58571,30.50375,46.44016,0.0746819315119893,0.0106157086522937,17.0,0.0498130618573142,-0.0517231935834106,0.047758041709085,0.0134990005841402,-0.0070847201873629,0.085570721448108,0.0656627551817159,0.0862037724544615,-0.0563422440811844,17.45414,30.11585,41.44832,0.1235682422720412,0.0149493356341201,13.8,-0.004896001837487,0.2073685082571552
2005-09-01,0.0739114723057108,-0.0783638967050315,-0.1046030225385443,0.2055945766247315,0.0722867977571528,0.1065165656076381,-0.0509081134288678,21.66845,32.00387,36.54252,0.0741547721053024,0.0044406598728246,21.0,0.072306090917757,0.2095584603274551,0.0366552763466367,0.0347549704613392,-0.103731898738939,0.1262759027127442,0.1463896989187265,0.1043581827052744,-0.0463020069710538,19.64794,22.71474,42.69417,0.0746819315119893,0.0042075405038026,20.5,0.0521777745374123,0.3135212707421066,0.0371474570745542,0.1332190477746237,0.2043976041495927,0.1884685445763789,0.0191608649176142,0.0947463552030676,-0.0295781356859503,20.58571,30.50375,46.44016,0.0746819315119893,0.0106157086522937,17.0,0.0498130618573142,-0.0517231935834106
2005-10-01,0.0513272703647311,-0.1627290272948069,0.0893191170368741,0.1619744154630851,0.0631908395290512,0.1091703743451093,-0.0331852526183862,14.42919,22.89978,43.43395,0.1622552455464037,-0.0097106592102873,17.4,0.0913604994640113,0.9148017078741236,0.0739114723057108,-0.0783638967050315,-0.1046030225385443,0.2055945766247315,0.0722867977571528,0.1065165656076381,-0.0509081134288678,21.66845,32.00387,36.54252,0.0741547721053024,0.0044406598728246,21.0,0.072306090917757,0.2095584603274551,0.0366552763466367,0.0347549704613392,-0.103731898738939,0.1262759027127442,0.1463896989187265,0.1043581827052744,-0.0463020069710538,19.64794,22.71474,42.69417,0.0746819315119893,0.0042075405038026,20.5,0.0521777745374123,0.3135212707421066
2005-11-01,0.050957155797433,0.0145313736942647,-0.0007088966826831,0.0720739445963962,0.0248759613561055,0.1110640338858886,-0.0321813064978186,32.72448,54.16282,29.61217,0.1622552455464037,-0.0017687142510123,35.2,0.0549572430746412,0.5961451711667628,0.0513272703647311,-0.1627290272948069,0.0893191170368741,0.1619744154630851,0.0631908395290512,0.1091703743451093,-0.0331852526183862,14.42919,22.89978,43.43395,0.1622552455464037,-0.0097106592102873,17.4,0.0913604994640113,0.9148017078741236,0.0739114723057108,-0.0783638967050315,-0.1046030225385443,0.2055945766247315,0.0722867977571528,0.1065165656076381,-0.0509081134288678,21.66845,32.00387,36.54252,0.0741547721053024,0.0044406598728246,21.0,0.072306090917757,0.2095584603274551
2005-12-01,0.0655276911750766,0.1515389666463882,0.1849169168324138,0.0693281300201356,0.0870735874607309,0.1198077620880679,-0.0305322633887579,20.30357,31.28571,39.36983,0.1622552455464037,0.0034437986119941,20.9,0.104302149108773,0.3376049180791866,0.050957155797433,0.0145313736942647,-0.0007088966826831,0.0720739445963962,0.0248759613561055,0.1110640338858886,-0.0321813064978186,32.72448,54.16282,29.61217,0.1622552455464037,-0.0017687142510123,35.2,0.0549572430746412,0.5961451711667628,0.0513272703647311,-0.1627290272948069,0.0893191170368741,0.1619744154630851,0.0631908395290512,0.1091703743451093,-0.0331852526183862,14.42919,22.89978,43.43395,0.1622552455464037,-0.0097106592102873,17.4,0.0913604994640113,0.9148017078741236
2006-01-01,0.0569009734837688,-0.0244376770237426,-0.0225693753397138,0.0301483031092146,0.143722477105376,0.1117271989815718,-0.0638318826476389,20.28787,36.81432,24.51823,0.0337012494006705,0.037216468492641,21.8,0.0409897501654095,0.8555070965861784,0.0655276911750766,0.1515389666463882,0.1849169168324138,0.0693281300201356,0.0870735874607309,0.1198077620880679,-0.0305322633887579,20.30357,31.28571,39.36983,0.1622552455464037,0.0034437986119941,20.9,0.104302149108773,0.3376049180791866,0.050957155797433,0.0145313736942647,-0.0007088966826831,0.0720739445963962,0.0248759613561055,0.1110640338858886,-0.0321813064978186,32.72448,54.16282,29.61217,0.1622552455464037,-0.0017687142510123,35.2,0.0549572430746412,0.5961451711667628
2006-02-01,0.0496789453360904,0.0397653193821199,0.1337663017622023,-0.0114069677933761,0.1217351151099492,0.1124779463551233,-0.0543806543108402,6.88047,20.98954,-1.43767,0.0337012494006705,0.0405533419349026,9.0,0.0673069817898728,0.7496387897941753,0.0569009734837688,-0.0244376770237426,-0.0225693753397138,0.0301483031092146,0.143722477105376,0.1117271989815718,-0.0638318826476389,20.28787,36.81432,24.51823,0.0337012494006705,0.037216468492641,21.8,0.0409897501654095,0.8555070965861784,0.0655276911750766,0.1515389666463882,0.1849169168324138,0.0693281300201356,0.0870735874607309,0.1198077620880679,-0.0305322633887579,20.30357,31.28571,39.36983,0.1622552455464037,0.0034437986119941,20.9,0.104302149108773,0.3376049180791866
2006-03-01,0.0547510884637914,-0.1144184032204638,0.0749902229971919,0.0168232758849899,0.1990349571475569,0.1192507032507483,-0.0828206895243441,19.18993,30.47844,14.91024,0.0337012494006705,0.0480023430389691,17.8,0.0201905376565383,0.5903142804327998,0.0496789453360904,0.0397653193821199,0.1337663017622023,-0.0114069677933761,0.1217351151099492,0.1124779463551233,-0.0543806543108402,6.88047,20.98954,-1.43767,0.0337012494006705,0.0405533419349026,9.0,0.0673069817898728,0.7496387897941753,0.0569009734837688,-0.0244376770237426,-0.0225693753397138,0.0301483031092146,0.143722477105376,0.1117271989815718,-0.0638318826476389,20.28787,36.81432,24.51823,0.0337012494006705,0.037216468492641,21.8,0.0409897501654095,0.8555070965861784
2006-04-01,0.0353610690294408,0.1088684703986988,-0.0279195050771647,0.0540924397251432,-0.0928685791314034,0.1108815232611979,-0.0673575781840094,14.54823,19.21622,49.12195,0.0293974657886897,0.0544388200155285,11.6,0.0038391073897292,0.6763796503448951,0.0547510884637914,-0.1144184032204638,0.0749902229971919,0.0168232758849899,0.1990349571475569,0.1192507032507483,-0.0828206895243441,19.18993,30.47844,14.91024,0.0337012494006705,0.0480023430389691,17.8,0.0201905376565383,0.5903142804327998,0.0496789453360904,0.0397653193821199,0.1337663017622023,-0.0114069677933761,0.1217351151099492,0.1124779463551233,-0.0543806543108402,6.88047,20.98954,-1.43767,0.0337012494006705,0.0405533419349026,9.0,0.0673069817898728,0.7496387897941753
2006-05-01,0.0507765314393759,0.0263220950218237,0.0963703252438126,0.0399783757125424,0.0948387729670336,0.0989581888835653,-0.0435791489011423,14.06288,17.794,31.88811,0.0293974657886897,0.0626560307492454,10.3,0.0283167850817402,0.9203349433480564,0.0353610690294408,0.1088684703986988,-0.0279195050771647,0.0540924397251432,-0.0928685791314034,0.1108815232611979,-0.0673575781840094,14.54823,19.21622,49.12195,0.0293974657886897,0.0544388200155285,11.6,0.0038391073897292,0.6763796503448951,0.0547510884637914,-0.1144184032204638,0.0749902229971919,0.0168232758849899,0.1990349571475569,0.1192507032507483,-0.0828206895243441,19.18993,30.47844,14.91024,0.0337012494006705,0.0480023430389691,17.8,0.0201905376565383,0.5903142804327998
2006-06-01,0.053763015743705,0.069408668626048,0.2783168582527331,0.0477755602635978,0.1021936706884965,0.0844880517102062,-0.0233336009018021,19.0885,22.33097,51.57657,0.0293974657886897,0.0690652789657857,15.2,0.0780635482247156,0.6416017189961312,0.0507765314393759,0.0263220950218237,0.0963703252438126,0.0399783757125424,0.0948387729670336,0.0989581888835653,-0.0435791489011423,14.06288,17.794,31.88811,0.0293974657886897,0.0626560307492454,10.3,0.0283167850817402,0.9203349433480564,0.0353610690294408,0.1088684703986988,-0.0279195050771647,0.0540924397251432,-0.0928685791314034,0.1108815232611979,-0.0673575781840094,14.54823,19.21622,49.12195,0.0293974657886897,0.0544388200155285,11.6,0.0038391073897292,0.6763796503448951
2006-07-01,0.0589257065509789,-0.1812842021507599,-0.0259388355575396,0.1068913767180506,0.0894824056169696,0.0794811624681877,-0.0227681339389516,22.53301,32.30338,47.9547,0.032273458104405,0.074713564938353,19.6,-0.0478257745320016,0.4537821102942913,0.053763015743705,0.069408668626048,0.2783168582527331,0.0477755602635978,0.1021936706884965,0.0844880517102062,-0.0233336009018021,19.0885,22.33097,51.57657,0.0293974657886897,0.0690652789657857,15.2,0.0780635482247156,0.6416017189961312,0.0507765314393759,0.0263220950218237,0.0963703252438126,0.0399783757125424,0.0948387729670336,0.0989581888835653,-0.0435791489011423,14.06288,17.794,31.88811,0.0293974657886897,0.0626560307492454,10.3,0.0283167850817402,0.9203349433480564
2006-08-01,0.0646994875845834,0.0877776111704271,0.1683477410299598,0.0188208447366813,0.0609908925193387,0.074386128580949,-0.0080287483409158,2.65288,-1.53092,38.57283,0.032273458104405,0.0773434287665466,2.9,-0.0227883038467693,0.1314069485293991,0.0589257065509789,-0.1812842021507599,-0.0259388355575396,0.1068913767180506,0.0894824056169696,0.0794811624681877,-0.0227681339389516,22.53301,32.30338,47.9547,0.032273458104405,0.074713564938353,19.6,-0.0478257745320016,0.4537821102942913,0.053763015743705,0.069408668626048,0.2783168582527331,0.0477755602635978,0.1021936706884965,0.0844880517102062,-0.0233336009018021,19.0885,22.33097,51.57657,0.0293974657886897,0.0690652789657857,15.2,0.0780635482247156,0.6416017189961312
2006-09-01,0.1188730936666857,0.1152536650070263,0.3086873529727736,0.0102477412604757,0.016874226971959,0.0741746226766837,-0.0138186245437355,14.66303,21.44314,51.26952,0.032273458104405,0.0737110881567115,13.1,-0.0230425634829591,0.5129617670392989,0.0646994875845834,0.0877776111704271,0.1683477410299598,0.0188208447366813,0.0609908925193387,0.074386128580949,-0.0080287483409158,2.65288,-1.53092,38.57283,0.032273458104405,0.0773434287665466,2.9,-0.0227883038467693,0.1314069485293991,0.0589257065509789,-0.1812842021507599,-0.0259388355575396,0.1068913767180506,0.0894824056169696,0.0794811624681877,-0.0227681339389516,22.53301,32.30338,47.9547,0.032273458104405,0.074713564938353,19.6,-0.0478257745320016,0.4537821102942913
2006-10-01,0.0508322870599444,0.216924554212893,0.0280720187786869,0.0291991546922618,0.1235381080129158,0.0680499086964836,-0.0330765739315879,6.39336,12.751,10.59392,0.0240629315340514,0.0775427562055695,9.1,-0.0286963721836865,-0.4078231410656201,0.1188730936666857,0.1152536650070263,0.3086873529727736,0.0102477412604757,0.016874226971959,0.0741746226766837,-0.0138186245437355,14.66303,21.44314,51.26952,0.032273458104405,0.0737110881567115,13.1,-0.0230425634829591,0.5129617670392989,0.0646994875845834,0.0877776111704271,0.1683477410299598,0.0188208447366813,0.0609908925193387,0.074386128580949,-0.0080287483409158,2.65288,-1.53092,38.57283,0.032273458104405,0.0773434287665466,2.9,-0.0227883038467693,0.1314069485293991
2006-11-01,0.0272152755856556,0.2973754893276368,0.1153419402118647,0.0421669846355881,0.0689508612589175,0.0633940197135904,-0.0321734773698079,14.33845,18.90179,12.32294,0.0240629315340514,0.0709192982653554,15.5,-0.0165674357661336,0.3221439650145248,0.0508322870599444,0.216924554212893,0.0280720187786869,0.0291991546922618,0.1235381080129158,0.0680499086964836,-0.0330765739315879,6.39336,12.751,10.59392,0.0240629315340514,0.0775427562055695,9.1,-0.0286963721836865,-0.4078231410656201,0.1188730936666857,0.1152536650070263,0.3086873529727736,0.0102477412604757,0.016874226971959,0.0741746226766837,-0.0138186245437355,14.66303,21.44314,51.26952,0.032273458104405,0.0737110881567115,13.1,-0.0230425634829591,0.5129617670392989
2006-12-01,0.0193742866853723,0.0536017155802692,0.013903829099199,0.0555929114921838,0.0521849585211917,0.0674353842601371,-0.0345708923814971,17.01434,32.14087,9.21701,0.0240629315340514,0.0700282301480461,16.7,-0.0381868548188277,-0.1583504981551753,0.0272152755856556,0.2973754893276368,0.1153419402118647,0.0421669846355881,0.0689508612589175,0.0633940197135904,-0.0321734773698079,14.33845,18.90179,12.32294,0.0240629315340514,0.0709192982653554,15.5,-0.0165674357661336,0.3221439650145248,0.0508322870599444,0.216924554212893,0.0280720187786869,0.0291991546922618,0.1235381080129158,0.0680499086964836,-0.0330765739315879,6.39336,12.751,10.59392,0.0240629315340514,0.0775427562055695,9.1,-0.0286963721836865,-0.4078231410656201
2007-01-01,0.0233051740068832,0.096143137198128,-0.0474702307717311,-0.033501599664591,0.1377373265799537,0.0618183964322387,-0.0461134459008878,9.90207,8.8027,19.84899,0.046814040629135,0.0685565102623542,11.4,0.0324279151227688,0.0776649512387779,0.0193742866853723,0.0536017155802692,0.013903829099199,0.0555929114921838,0.0521849585211917,0.0674353842601371,-0.0345708923814971,17.01434,32.14087,9.21701,0.0240629315340514,0.0700282301480461,16.7,-0.0381868548188277,-0.1583504981551753,0.0272152755856556,0.2973754893276368,0.1153419402118647,0.0421669846355881,0.0689508612589175,0.0633940197135904,-0.0321734773698079,14.33845,18.90179,12.32294,0.0240629315340514,0.0709192982653554,15.5,-0.0165674357661336,0.3221439650145248
2007-02-01,0.0221967630730253,-0.0801482283487455,0.0458306515046853,0.0047687262520828,0.0383813290915426,0.0528588832282563,-0.0446912675312853,11.4933,13.66081,15.81535,0.046814040629135,0.0725369243410485,13.6,-0.030031904463299,0.1122680716014139,0.0233051740068832,0.096143137198128,-0.0474702307717311,-0.033501599664591,0.1377373265799537,0.0618183964322387,-0.0461134459008878,9.90207,8.8027,19.84899,0.046814040629135,0.0685565102623542,11.4,0.0324279151227688,0.0776649512387779,0.0193742866853723,0.0536017155802692,0.013903829099199,0.0555929114921838,0.0521849585211917,0.0674353842601371,-0.0345708923814971,17.01434,32.14087,9.21701,0.0240629315340514,0.0700282301480461,16.7,-0.0381868548188277,-0.1583504981551753
2007-03-01,0.0637040970357833,-0.1206832608002326,-0.0064506062871725,0.046563346007324,-0.0064898273214346,0.0520806371465498,-0.0355061290170803,13.08221,9.3254,5.21633,0.046814040629135,0.0722330745876727,11.3,0.0246442952502716,0.1619372412960018,0.0221967630730253,-0.0801482283487455,0.0458306515046853,0.0047687262520828,0.0383813290915426,0.0528588832282563,-0.0446912675312853,11.4933,13.66081,15.81535,0.046814040629135,0.0725369243410485,13.6,-0.030031904463299,0.1122680716014139,0.0233051740068832,0.096143137198128,-0.0474702307717311,-0.033501599664591,0.1377373265799537,0.0618183964322387,-0.0461134459008878,9.90207,8.8027,19.84899,0.046814040629135,0.0685565102623542,11.4,0.0324279151227688,0.0776649512387779
2007-04-01,0.0305872930591109,-0.1309762545345591,0.1512472952762777,-0.0507439553718613,0.0274337001497801,0.0343811389576593,-0.0119810461188469,21.04121,24.40876,28.22843,0.0420094080775426,0.0756673558297462,18.7,-0.0455914088373896,0.0606783004751818,0.0637040970357833,-0.1206832608002326,-0.0064506062871725,0.046563346007324,-0.0064898273214346,0.0520806371465498,-0.0355061290170803,13.08221,9.3254,5.21633,0.046814040629135,0.0722330745876727,11.3,0.0246442952502716,0.1619372412960018,0.0221967630730253,-0.0801482283487455,0.0458306515046853,0.0047687262520828,0.0383813290915426,0.0528588832282563,-0.0446912675312853,11.4933,13.66081,15.81535,0.046814040629135,0.0725369243410485,13.6,-0.030031904463299,0.1122680716014139
