@date,"@dlog(ind1,0,12)","@dlog(ind2,0,12)","@dlog(ind3,0,12)","@dlog(ind4,0,12)","@dlog(ind5,0,12)","@dlog(ind6,0,12)",ind7,ind8,ind9,"@dlog(ind10,0,12)","@dlog(ind11,1,12)","@dlog(ind12,0,12)","@dlog(ind13,0,12)","@dlog(ind1(-1),0,12)","@dlog(ind2(-1),0,12)","@dlog(ind3(-1),0,12)","@dlog(ind4(-1),0,12)","@dlog(ind5(-1),0,12)","@dlog(ind6(-1),0,12)",ind7(-1),ind8(-1),ind9(-1),"@dlog(ind10(-1),0,12)","@dlog(ind11(-1),1,12)","@dlog(ind12(-1),0,12)","@dlog(ind13(-1),0,12)","@dlog(ind1(-2),0,12)","@dlog(ind2(-2),0,12)","@dlog(ind3(-2),0,12)","@dlog(ind4(-2),0,12)","@dlog(ind5(-2),0,12)","@dlog(ind6(-2),0,12)",ind7(-2),ind8(-2),ind9(-2),"@dlog(ind10(-2),0,12)","@dlog(ind11(-2),1,12)","@dlog(ind12(-2),0,12)","@dlog(ind13(-2),0,12)"
2004-07-01,0.0385644433185392,0.068771702180947,0.0236384031380225,0.0292817469381949,-0.0052729757416116,-0.0284214171228551,-0.74148188,-0.8,7.13404893,0.0404677694284485,0.0033136998827179,0.0384015577720582,0.0428513245514761,0.037565430830833,0.0598978588836898,0.0194444477460411,0.0245755325796626,-0.0049377860427792,-0.0250973861415682,-0.1432094999999999,-3.5,4.94536951,0.0384716912292928,-0.0313130647769104,0.0132351294971844,0.0235956263157799,0.0336055765501033,0.0710449515808102,0.0379721732062652,0.0423791811240601,-0.0039290787863208,-0.0221124566382533,-0.5779816000000009,-8.4,4.71139523,0.0373730787140278,-0.0102983153061155,0.0498687437935778,0.0464709526075619
2004-08-01,0.0187270860033352,0.0548833921068308,0.0240957581364247,0.0145573769859694,-0.0036121582091084,-0.0197805338491825,-2.20738385,-2.6,9.87538944,0.0424664241489818,-0.016773658231914,0.0285979631904629,0.0629765751642663,0.0385644433185392,0.068771702180947,0.0236384031380225,0.0292817469381949,-0.0052729757416116,-0.0284214171228551,-0.74148188,-0.8,7.13404893,0.0404677694284485,0.0033136998827179,0.0384015577720582,0.0428513245514761,0.037565430830833,0.0598978588836898,0.0194444477460411,0.0245755325796626,-0.0049377860427792,-0.0250973861415682,-0.1432094999999999,-3.5,4.94536951,0.0384716912292928,-0.0313130647769104,0.0132351294971844,0.0235956263157799
2004-09-01,0.0294361748178619,0.0672016566957935,0.0269196928969135,0.0593735610693553,-0.0051734850547786,-0.0291288035284624,-1.74150366666667,-4.4,7.14577674,0.0455299743311288,-0.0378880510060768,0.0403298508836726,0.0583345024368426,0.0187270860033352,0.0548833921068308,0.0240957581364247,0.0145573769859694,-0.0036121582091084,-0.0197805338491825,-2.20738385,-2.6,9.87538944,0.0424664241489818,-0.016773658231914,0.0285979631904629,0.0629765751642663,0.0385644433185392,0.068771702180947,0.0236384031380225,0.0292817469381949,-0.0052729757416116,-0.0284214171228551,-0.74148188,-0.8,7.13404893,0.0404677694284485,0.0033136998827179,0.0384015577720582,0.0428513245514761
2004-10-01,0.0294015035378087,0.0749198702580917,0.0054937941324419,0.0215200997876685,-0.0041795245269344,-0.0369081629885714,1.78586133333333,2.3,6.59713837,0.0517328783343709,0.0126139025517462,0.0174979486043955,0.0199697665318625,0.0294361748178619,0.0672016566957935,0.0269196928969135,0.0593735610693553,-0.0051734850547786,-0.0291288035284624,-1.74150366666667,-4.4,7.14577674,0.0455299743311288,-0.0378880510060768,0.0403298508836726,0.0583345024368426,0.0187270860033352,0.0548833921068308,0.0240957581364247,0.0145573769859694,-0.0036121582091084,-0.0197805338491825,-2.20738385,-2.6,9.87538944,0.0424664241489818,-0.016773658231914,0.0285979631904629,0.0629765751642663
2004-11-01,0.0185557423357334,0.0726298249144212,0.0050679599705647,0.0680006124867773,-0.0061921425180981,-0.0407759798344828,-1.35966173333333,-3.4,-2.21338902,0.0496173632438505,-0.0379133941893838,0.0006954011313782,0.052651861974116,0.0294015035378087,0.0749198702580917,0.0054937941324419,0.0215200997876685,-0.0041795245269344,-0.0369081629885714,1.78586133333333,2.3,6.59713837,0.0517328783343709,0.0126139025517462,0.0174979486043955,0.0199697665318625,0.0294361748178619,0.0672016566957935,0.0269196928969135,0.0593735610693553,-0.0051734850547786,-0.0291288035284624,-1.74150366666667,-4.4,7.14577674,0.0455299743311288,-0.0378880510060768,0.0403298508836726,0.0583345024368426
2004-12-01,0.0275812466148108,0.0376580112646047,0.0066651771596806,0.0494996946665802,0.0004747154612001,-0.0547096728634386,-3.42307726333333,-6.1,4.05984107,0.0476018870538741,0.0378802658338308,0.0244020672533329,0.0565825883701567,0.0185557423357334,0.0726298249144212,0.0050679599705647,0.0680006124867773,-0.0061921425180981,-0.0407759798344828,-1.35966173333333,-3.4,-2.21338902,0.0496173632438505,-0.0379133941893838,0.0006954011313782,0.052651861974116,0.0294015035378087,0.0749198702580917,0.0054937941324419,0.0215200997876685,-0.0041795245269344,-0.0369081629885714,1.78586133333333,2.3,6.59713837,0.0517328783343709,0.0126139025517462,0.0174979486043955,0.0199697665318625
2005-01-01,0.025637480505317,0.0650973427342966,0.0202952360871009,0.0984416351077266,-0.0046877326986809,-0.0298061520081285,-2.73721738666667,-5.9,4.8630821,0.0473018052002345,0.0127436204832966,0.0108953645545826,0.0646499249287924,0.0275812466148108,0.0376580112646047,0.0066651771596806,0.0494996946665802,0.0004747154612001,-0.0547096728634386,-3.42307726333333,-6.1,4.05984107,0.0476018870538741,0.0378802658338308,0.0244020672533329,0.0565825883701567,0.0185557423357334,0.0726298249144212,0.0050679599705647,0.0680006124867773,-0.0061921425180981,-0.0407759798344828,-1.35966173333333,-3.4,-2.21338902,0.0496173632438505,-0.0379133941893838,0.0006954011313782,0.052651861974116
2005-02-01,0.0089335702860893,0.0361962681289922,-0.0153386811649376,0.0743000967654774,-0.0090970330679818,-0.0234099077776583,-6.37758945,-13.1,-0.656093545,0.0480845694304772,-0.0386416996623584,-0.0198486268238511,0.0070076835217163,0.025637480505317,0.0650973427342966,0.0202952360871009,0.0984416351077266,-0.0046877326986809,-0.0298061520081285,-2.73721738666667,-5.9,4.8630821,0.0473018052002345,0.0127436204832966,0.0108953645545826,0.0646499249287924,0.0275812466148108,0.0376580112646047,0.0066651771596806,0.0494996946665802,0.0004747154612001,-0.0547096728634386,-3.42307726333333,-6.1,4.05984107,0.0476018870538741,0.0378802658338308,0.0244020672533329,0.0565825883701567
2005-03-01,0.0246174225645061,0.0609266199005213,0.0079730818557646,0.0212329767615155,-0.0086657744002405,-0.0035621406757631,-5.3541268133333295,-13.7,-3.8168008,0.0477202078096867,-0.0415511947110087,-0.0057195071119995,0.0405202780862046,0.0089335702860893,0.0361962681289922,-0.0153386811649376,0.0743000967654774,-0.0090970330679818,-0.0234099077776583,-6.37758945,-13.1,-0.656093545,0.0480845694304772,-0.0386416996623584,-0.0198486268238511,0.0070076835217163,0.025637480505317,0.0650973427342966,0.0202952360871009,0.0984416351077266,-0.0046877326986809,-0.0298061520081285,-2.73721738666667,-5.9,4.8630821,0.0473018052002345,0.0127436204832966,0.0108953645545826,0.0646499249287924
2005-04-01,0.0193512361186014,0.0584600742710108,0.0147352819231008,0.0422833263746635,-0.0065564089050003,-0.0232777355303994,-4.8462491,-13.4,-5.99190814,0.0463748568382778,-0.038264738994699,-0.0034930106729955,0.0065137719954062,0.0246174225645061,0.0609266199005213,0.0079730818557646,0.0212329767615155,-0.0086657744002405,-0.0035621406757631,-5.3541268133333295,-13.7,-3.8168008,0.0477202078096867,-0.0415511947110087,-0.0057195071119995,0.0405202780862046,0.0089335702860893,0.0361962681289922,-0.0153386811649376,0.0743000967654774,-0.0090970330679818,-0.0234099077776583,-6.37758945,-13.1,-0.656093545,0.0480845694304772,-0.0386416996623584,-0.0198486268238511,0.0070076835217163
2005-05-01,0.0105019374010639,0.0154686945707629,-0.0095821823609911,0.0363029992786492,-0.0073904225352663,-0.0229032314312549,-5.7323520333333295,-13.1,2.14735766,0.0390532545959354,-0.003412847064693,-0.0116624953112189,-0.0084980432399266,0.0193512361186014,0.0584600742710108,0.0147352819231008,0.0422833263746635,-0.0065564089050003,-0.0232777355303994,-4.8462491,-13.4,-5.99190814,0.0463748568382778,-0.038264738994699,-0.0034930106729955,0.0065137719954062,0.0246174225645061,0.0609266199005213,0.0079730818557646,0.0212329767615155,-0.0086657744002405,-0.0035621406757631,-5.3541268133333295,-13.7,-3.8168008,0.0477202078096867,-0.0415511947110087,-0.0057195071119995,0.0405202780862046
2005-06-01,0.0113542880505139,0.0338927738822771,0.0007375296370506,0.0560683756823072,-0.0045500410985415,-0.0251415407859614,-6.56297624,-12.0,2.27863061,0.0420708694390681,0.0524343790299259,0.0142242194299502,0.0166211018939641,0.0105019374010639,0.0154686945707629,-0.0095821823609911,0.0363029992786492,-0.0073904225352663,-0.0229032314312549,-5.7323520333333295,-13.1,2.14735766,0.0390532545959354,-0.003412847064693,-0.0116624953112189,-0.0084980432399266,0.0193512361186014,0.0584600742710108,0.0147352819231008,0.0422833263746635,-0.0065564089050003,-0.0232777355303994,-4.8462491,-13.4,-5.99190814,0.0463748568382778,-0.038264738994699,-0.0034930106729955,0.0065137719954062
2005-07-01,0.0060513986619934,0.0295947035973966,-9.798958051998595e-05,0.0421107636276705,-0.0029865975013558,-0.0076995559808343,-2.15293944666667,-2.9,7.0556198,0.0429087527851121,0.0259003552751138,-0.0214844535110003,0.0057414005873885,0.0113542880505139,0.0338927738822771,0.0007375296370506,0.0560683756823072,-0.0045500410985415,-0.0251415407859614,-6.56297624,-12.0,2.27863061,0.0420708694390681,0.0524343790299259,0.0142242194299502,0.0166211018939641,0.0105019374010639,0.0154686945707629,-0.0095821823609911,0.0363029992786492,-0.0073904225352663,-0.0229032314312549,-5.7323520333333295,-13.1,2.14735766,0.0390532545959354,-0.003412847064693,-0.0116624953112189,-0.0084980432399266
2005-08-01,0.0199185134192196,0.0613393753532633,0.0057109261307948,0.0292674975736018,-0.0013000882665092,-0.0145904674311765,-1.82657517333333,-3.2,0.719820695,0.0457153702161159,0.0053057688842397,-0.0183308716992494,-0.0259433623554441,0.0060513986619934,0.0295947035973966,-9.798958051998595e-05,0.0421107636276705,-0.0029865975013558,-0.0076995559808343,-2.15293944666667,-2.9,7.0556198,0.0429087527851121,0.0259003552751138,-0.0214844535110003,0.0057414005873885,0.0113542880505139,0.0338927738822771,0.0007375296370506,0.0560683756823072,-0.0045500410985415,-0.0251415407859614,-6.56297624,-12.0,2.27863061,0.0420708694390681,0.0524343790299259,0.0142242194299502,0.0166211018939641
2005-09-01,0.0211456240377607,0.0598020385585549,0.0078192073655038,0.0102176221092449,-0.0011344789315312,-0.0197207628880553,-1.77678120333333,-4.2,-3.89853533,0.0494863217107521,0.024245072285991,0.0186118408118343,0.0210313353578817,0.0199185134192196,0.0613393753532633,0.0057109261307948,0.0292674975736018,-0.0013000882665092,-0.0145904674311765,-1.82657517333333,-3.2,0.719820695,0.0457153702161159,0.0053057688842397,-0.0183308716992494,-0.0259433623554441,0.0060513986619934,0.0295947035973966,-9.798958051998595e-05,0.0421107636276705,-0.0029865975013558,-0.0076995559808343,-2.15293944666667,-2.9,7.0556198,0.0429087527851121,0.0259003552751138,-0.0214844535110003,0.0057414005873885
2005-10-01,0.0098695603562326,0.0421633823561959,0.0126133321648689,0.0050770896085099,-0.0034362706622159,-0.0074562592105404,-0.7533016,-6.5,-1.36869064,0.0472234878013821,-0.0025736157375568,-0.0082860374973021,-0.0154383771285386,0.0211456240377607,0.0598020385585549,0.0078192073655038,0.0102176221092449,-0.0011344789315312,-0.0197207628880553,-1.77678120333333,-4.2,-3.89853533,0.0494863217107521,0.024245072285991,0.0186118408118343,0.0210313353578817,0.0199185134192196,0.0613393753532633,0.0057109261307948,0.0292674975736018,-0.0013000882665092,-0.0145904674311765,-1.82657517333333,-3.2,0.719820695,0.0457153702161159,0.0053057688842397,-0.0183308716992494,-0.0259433623554441
2005-11-01,0.0294660311237908,0.0545510551296377,0.0138967966890781,0.0220158628589235,-0.0033181931977495,-0.0050302131782284,-3.9328145266666694,-7.3,3.53338771,0.0472714214766023,-0.0041295017561084,0.0173113025410254,0.0293799431287986,0.0098695603562326,0.0421633823561959,0.0126133321648689,0.0050770896085099,-0.0034362706622159,-0.0074562592105404,-0.7533016,-6.5,-1.36869064,0.0472234878013821,-0.0025736157375568,-0.0082860374973021,-0.0154383771285386,0.0211456240377607,0.0598020385585549,0.0078192073655038,0.0102176221092449,-0.0011344789315312,-0.0197207628880553,-1.77678120333333,-4.2,-3.89853533,0.0494863217107521,0.024245072285991,0.0186118408118343,0.0210313353578817
2005-12-01,0.031261149705843,0.0899580822714911,0.0273391254230332,0.0627682047286235,0.0001988290336027,-0.007483535899234,-1.07828424333333,0.6999999999999998,1.59155296,0.0503637331415092,-0.0096572448372653,0.0410833757295412,0.013900968957742,0.0294660311237908,0.0545510551296377,0.0138967966890781,0.0220158628589235,-0.0033181931977495,-0.0050302131782284,-3.9328145266666694,-7.3,3.53338771,0.0472714214766023,-0.0041295017561084,0.0173113025410254,0.0293799431287986,0.0098695603562326,0.0421633823561959,0.0126133321648689,0.0050770896085099,-0.0034362706622159,-0.0074562592105404,-0.7533016,-6.5,-1.36869064,0.0472234878013821,-0.0025736157375568,-0.0082860374973021,-0.0154383771285386
2006-01-01,0.0416097147127407,0.0706122130670969,0.0273565071730352,0.0441604158334261,-0.0045605090192166,-0.0208690632201067,-8.09369374093333,-11.6,-0.586142105,0.1450208922317415,-0.0216594231362474,0.020253907752453,0.0050970909612138,0.031261149705843,0.0899580822714911,0.0273391254230332,0.0627682047286235,0.0001988290336027,-0.007483535899234,-1.07828424333333,0.6999999999999998,1.59155296,0.0503637331415092,-0.0096572448372653,0.0410833757295412,0.013900968957742,0.0294660311237908,0.0545510551296377,0.0138967966890781,0.0220158628589235,-0.0033181931977495,-0.0050302131782284,-3.9328145266666694,-7.3,3.53338771,0.0472714214766023,-0.0041295017561084,0.0173113025410254,0.0293799431287986
2006-02-01,0.0306778778945115,0.0711874245825692,0.0385435593318348,0.012787885199935,-0.0023503706231009,-0.0196370198994042,-5.22494431333333,-9.0,6.25608993,0.1388687768490903,0.015798350174518,0.0441777644756271,0.0724628099000312,0.0416097147127407,0.0706122130670969,0.0273565071730352,0.0441604158334261,-0.0045605090192166,-0.0208690632201067,-8.09369374093333,-11.6,-0.586142105,0.1450208922317415,-0.0216594231362474,0.020253907752453,0.0050970909612138,0.031261149705843,0.0899580822714911,0.0273391254230332,0.0627682047286235,0.0001988290336027,-0.007483535899234,-1.07828424333333,0.6999999999999998,1.59155296,0.0503637331415092,-0.0096572448372653,0.0410833757295412,0.013900968957742
2006-03-01,0.0273801940340394,0.0739112126550773,0.0285142168026064,0.0436819010218236,0.0032050329154449,-0.0354141020680778,-3.55219474,-4.0,5.79002253,0.1264217963612024,0.0842350522701544,0.0408556348559407,0.0711585528941025,0.0306778778945115,0.0711874245825692,0.0385435593318348,0.012787885199935,-0.0023503706231009,-0.0196370198994042,-5.22494431333333,-9.0,6.25608993,0.1388687768490903,0.015798350174518,0.0441777644756271,0.0724628099000312,0.0416097147127407,0.0706122130670969,0.0273565071730352,0.0441604158334261,-0.0045605090192166,-0.0208690632201067,-8.09369374093333,-11.6,-0.586142105,0.1450208922317415,-0.0216594231362474,0.020253907752453,0.0050970909612138
2006-04-01,0.0142837768953674,0.0662096679082146,0.0192753974908299,-0.0195192677291053,0.0042979418408792,-0.0299517528220674,-3.5532935033333306,-2.6,7.76773896,0.1176701198006684,0.018165451685594,-0.0048840600872912,0.045407434970202,0.0273801940340394,0.0739112126550773,0.0285142168026064,0.0436819010218236,0.0032050329154449,-0.0354141020680778,-3.55219474,-4.0,5.79002253,0.1264217963612024,0.0842350522701544,0.0408556348559407,0.0711585528941025,0.0306778778945115,0.0711874245825692,0.0385435593318348,0.012787885199935,-0.0023503706231009,-0.0196370198994042,-5.22494431333333,-9.0,6.25608993,0.1388687768490903,0.015798350174518,0.0441777644756271,0.0724628099000312
2006-05-01,0.0341172783273089,0.1129647572418433,0.0344358554229842,0.0589762053019908,0.0027323406373627,-0.0351241087643598,-0.110067433333333,0.3,0.767089391,0.1195767111416969,0.0368443078243592,0.0250082439122767,0.0438814499486035,0.0142837768953674,0.0662096679082146,0.0192753974908299,-0.0195192677291053,0.0042979418408792,-0.0299517528220674,-3.5532935033333306,-2.6,7.76773896,0.1176701198006684,0.018165451685594,-0.0048840600872912,0.045407434970202,0.0273801940340394,0.0739112126550773,0.0285142168026064,0.0436819010218236,0.0032050329154449,-0.0354141020680778,-3.55219474,-4.0,5.79002253,0.1264217963612024,0.0842350522701544,0.0408556348559407,0.0711585528941025
2006-06-01,0.0404976933482315,0.1071397250371566,0.0427514195617417,0.0168767825854576,-0.0010115787294271,-0.0329184827670916,0.02970148,2.5,5.84862613,0.1228052453753099,-0.0132533038843711,0.0539579669953678,0.1116960329075436,0.0341172783273089,0.1129647572418433,0.0344358554229842,0.0589762053019908,0.0027323406373627,-0.0351241087643598,-0.110067433333333,0.3,0.767089391,0.1195767111416969,0.0368443078243592,0.0250082439122767,0.0438814499486035,0.0142837768953674,0.0662096679082146,0.0192753974908299,-0.0195192677291053,0.0042979418408792,-0.0299517528220674,-3.5532935033333306,-2.6,7.76773896,0.1176701198006684,0.018165451685594,-0.0048840600872912,0.045407434970202
2006-07-01,0.0277998730734099,0.0901752102552348,0.0381660894612521,0.067284746881298,0.0002179702973048,-0.0387245496747103,-0.835818756666667,3.2,7.84529215,0.1160086633973422,-0.0455293264052425,0.0438650062934353,0.0064005116345651,0.0404976933482315,0.1071397250371566,0.0427514195617417,0.0168767825854576,-0.0010115787294271,-0.0329184827670916,0.02970148,2.5,5.84862613,0.1228052453753099,-0.0132533038843711,0.0539579669953678,0.1116960329075436,0.0341172783273089,0.1129647572418433,0.0344358554229842,0.0589762053019908,0.0027323406373627,-0.0351241087643598,-0.110067433333333,0.3,0.767089391,0.1195767111416969,0.0368443078243592,0.0250082439122767,0.0438814499486035
2006-08-01,0.0271911546903824,0.0892944418963006,0.0349708590458961,0.052554499011781,0.001669969658308,-0.0434540754957328,-1.85376594766667,3.6,8.77473106,0.115246427177925,-0.015727391019118,0.041815470546898,0.0783785297321033,0.0277998730734099,0.0901752102552348,0.0381660894612521,0.067284746881298,0.0002179702973048,-0.0387245496747103,-0.835818756666667,3.2,7.84529215,0.1160086633973422,-0.0455293264052425,0.0438650062934353,0.0064005116345651,0.0404976933482315,0.1071397250371566,0.0427514195617417,0.0168767825854576,-0.0010115787294271,-0.0329184827670916,0.02970148,2.5,5.84862613,0.1228052453753099,-0.0132533038843711,0.0539579669953678,0.1116960329075436
2006-09-01,0.0250438387766847,0.0648788444479979,0.0333454456988677,0.0666487925995884,0.0045535381480652,-0.0470677914167296,1.0204765,3.2,11.5442377,0.1028980091930718,0.0049882439080257,0.0355558720423561,0.0251611738263006,0.0271911546903824,0.0892944418963006,0.0349708590458961,0.052554499011781,0.001669969658308,-0.0434540754957328,-1.85376594766667,3.6,8.77473106,0.115246427177925,-0.015727391019118,0.041815470546898,0.0783785297321033,0.0277998730734099,0.0901752102552348,0.0381660894612521,0.067284746881298,0.0002179702973048,-0.0387245496747103,-0.835818756666667,3.2,7.84529215,0.1160086633973422,-0.0455293264052425,0.0438650062934353,0.0064005116345651
2006-10-01,0.0437108298411761,0.08747974408515,0.0423155497834466,0.0613208500348516,0.0020451984955753,-0.0581925195186112,0.102995956666667,3.8,13.7763164,0.0980605823396949,0.0227560600612277,0.0717122764150284,0.0912906620005635,0.0250438387766847,0.0648788444479979,0.0333454456988677,0.0666487925995884,0.0045535381480652,-0.0470677914167296,1.0204765,3.2,11.5442377,0.1028980091930718,0.0049882439080257,0.0355558720423561,0.0251611738263006,0.0271911546903824,0.0892944418963006,0.0349708590458961,0.052554499011781,0.001669969658308,-0.0434540754957328,-1.85376594766667,3.6,8.77473106,0.115246427177925,-0.015727391019118,0.041815470546898,0.0783785297321033
2006-11-01,0.0351844156027327,0.0821476705137804,0.0412116989605468,-0.0037369739356352,0.0047575310678933,-0.0633350137034485,-1.34283538333333,5.0,11.8942992,0.0990513282800646,-0.0198994151037155,0.0711635426309795,0.0204601590208417,0.0437108298411761,0.08747974408515,0.0423155497834466,0.0613208500348516,0.0020451984955753,-0.0581925195186112,0.102995956666667,3.8,13.7763164,0.0980605823396949,0.0227560600612277,0.0717122764150284,0.0912906620005635,0.0250438387766847,0.0648788444479979,0.0333454456988677,0.0666487925995884,0.0045535381480652,-0.0470677914167296,1.0204765,3.2,11.5442377,0.1028980091930718,0.0049882439080257,0.0355558720423561,0.0251611738263006
2006-12-01,0.0336513067499879,0.0908266794393801,0.0325060827548968,0.0171029078023723,0.0081387855553112,-0.0657365178846367,3.14753177333333,12.3,17.054093,0.0999486850395694,0.0058093816805064,0.0789677972094349,0.0842350446629787,0.0351844156027327,0.0821476705137804,0.0412116989605468,-0.0037369739356352,0.0047575310678933,-0.0633350137034485,-1.34283538333333,5.0,11.8942992,0.0990513282800646,-0.0198994151037155,0.0711635426309795,0.0204601590208417,0.0437108298411761,0.08747974408515,0.0423155497834466,0.0613208500348516,0.0020451984955753,-0.0581925195186112,0.102995956666667,3.8,13.7763164,0.0980605823396949,0.0227560600612277,0.0717122764150284,0.0912906620005635
2007-01-01,0.0287389833632829,0.0761182224932559,0.0298250931909072,0.0298791395178437,0.0173823290422108,-0.0727647336565091,0.566802123333334,5.0,5.73420108,-0.0556949134773887,-0.008983032855574,0.0752773016682812,0.0657585678568839,0.0336513067499879,0.0908266794393801,0.0325060827548968,0.0171029078023723,0.0081387855553112,-0.0657365178846367,3.14753177333333,12.3,17.054093,0.0999486850395694,0.0058093816805064,0.0789677972094349,0.0842350446629787,0.0351844156027327,0.0821476705137804,0.0412116989605468,-0.0037369739356352,0.0047575310678933,-0.0633350137034485,-1.34283538333333,5.0,11.8942992,0.0990513282800646,-0.0198994151037155,0.0711635426309795,0.0204601590208417
2007-02-01,0.0334192167251279,0.0761560611464275,0.0199741798416699,-0.0032452599859444,0.0327815142253289,-0.0764590430815426,-0.144922463333333,3.2,13.7069811,-0.0500806906766433,-0.0024796681490575,0.0646880159950926,0.0210859005102932,0.0287389833632829,0.0761182224932559,0.0298250931909072,0.0298791395178437,0.0173823290422108,-0.0727647336565091,0.566802123333334,5.0,5.73420108,-0.0556949134773887,-0.008983032855574,0.0752773016682812,0.0657585678568839,0.0336513067499879,0.0908266794393801,0.0325060827548968,0.0171029078023723,0.0081387855553112,-0.0657365178846367,3.14753177333333,12.3,17.054093,0.0999486850395694,0.0058093816805064,0.0789677972094349,0.0842350446629787
2007-03-01,0.0486899317738256,0.0781667893175219,0.0416497999193738,0.0268463888836709,0.0356180226879816,-0.06934665492793,2.8448071,4.1,13.0048889,-0.0382220607028447,-0.0508217829383665,0.0801437894214478,0.0120372764220189,0.0334192167251279,0.0761560611464275,0.0199741798416699,-0.0032452599859444,0.0327815142253289,-0.0764590430815426,-0.144922463333333,3.2,13.7069811,-0.0500806906766433,-0.0024796681490575,0.0646880159950926,0.0210859005102932,0.0287389833632829,0.0761182224932559,0.0298250931909072,0.0298791395178437,0.0173823290422108,-0.0727647336565091,0.566802123333334,5.0,5.73420108,-0.0556949134773887,-0.008983032855574,0.0752773016682812,0.0657585678568839
2007-04-01,0.038421750224769,0.0685115712265202,0.0271057235087193,0.0811374930789208,0.0307254209200342,-0.0619383676170981,1.68345749333333,9.3,9.85788319,-0.0299950062937393,0.0170309133400325,0.085143812944243,0.0271751821032824,0.0486899317738256,0.0781667893175219,0.0416497999193738,0.0268463888836709,0.0356180226879816,-0.06934665492793,2.8448071,4.1,13.0048889,-0.0382220607028447,-0.0508217829383665,0.0801437894214478,0.0120372764220189,0.0334192167251279,0.0761560611464275,0.0199741798416699,-0.0032452599859444,0.0327815142253289,-0.0764590430815426,-0.144922463333333,3.2,13.7069811,-0.0500806906766433,-0.0024796681490575,0.0646880159950926,0.0210859005102932
2007-05-01,0.0313320927003379,0.0577692368047975,0.0369003654484583,0.0238337070002101,0.0340747087445745,-0.0559936138215695,-0.15201168,2.8,10.7383813,-0.0262815548055685,-0.0717973216545835,0.0674594090610121,0.0420775234624972,0.038421750224769,0.0685115712265202,0.0271057235087193,0.0811374930789208,0.0307254209200342,-0.0619383676170981,1.68345749333333,9.3,9.85788319,-0.0299950062937393,0.0170309133400325,0.085143812944243,0.0271751821032824,0.0486899317738256,0.0781667893175219,0.0416497999193738,0.0268463888836709,0.0356180226879816,-0.06934665492793,2.8448071,4.1,13.0048889,-0.0382220607028447,-0.0508217829383665,0.0801437894214478,0.0120372764220189
2007-06-01,0.0327937233742066,0.0566235463229407,0.0313009641547115,0.0109498310859281,0.0380313289380653,-0.0469446554049319,0.50599641,2.0,9.45012758,-0.0306896037183275,0.0294232392455957,0.0476793229027947,0.0274660123082206,0.0313320927003379,0.0577692368047975,0.0369003654484583,0.0238337070002101,0.0340747087445745,-0.0559936138215695,-0.15201168,2.8,10.7383813,-0.0262815548055685,-0.0717973216545835,0.0674594090610121,0.0420775234624972,0.038421750224769,0.0685115712265202,0.0271057235087193,0.0811374930789208,0.0307254209200342,-0.0619383676170981,1.68345749333333,9.3,9.85788319,-0.0299950062937393,0.0170309133400325,0.085143812944243,0.0271751821032824
2007-07-01,0.0356388906966511,0.0716452836437282,0.0212088037681281,-0.0081128202889173,0.0329672373208147,-0.0394631735616277,0.7600474643333329,7.9,9.36303269,-0.0270723790909741,-0.0208063310617721,0.0582547102400878,0.0945972544933137,0.0327937233742066,0.0566235463229407,0.0313009641547115,0.0109498310859281,0.0380313289380653,-0.0469446554049319,0.50599641,2.0,9.45012758,-0.0306896037183275,0.0294232392455957,0.0476793229027947,0.0274660123082206,0.0313320927003379,0.0577692368047975,0.0369003654484583,0.0238337070002101,0.0340747087445745,-0.0559936138215695,-0.15201168,2.8,10.7383813,-0.0262815548055685,-0.0717973216545835,0.0674594090610121,0.0420775234624972
2007-08-01,0.023532170974331,0.0512008037608158,0.0200442372903815,0.0244194044259291,0.0300246269758117,-0.0285251930712586,0.157546233333333,8.6,6.49796163,-0.0314727837929016,-0.0131878076972524,0.0454314240109967,0.0487755641408407,0.0356388906966511,0.0716452836437282,0.0212088037681281,-0.0081128202889173,0.0329672373208147,-0.0394631735616277,0.7600474643333329,7.9,9.36303269,-0.0270723790909741,-0.0208063310617721,0.0582547102400878,0.0945972544933137,0.0327937233742066,0.0566235463229407,0.0313009641547115,0.0109498310859281,0.0380313289380653,-0.0469446554049319,0.50599641,2.0,9.45012758,-0.0306896037183275,0.0294232392455957,0.0476793229027947,0.0274660123082206
2007-09-01,0.0266935241752355,0.0718536767681658,0.0195415647702228,0.002855918229228,0.0321019844400627,-0.0269012398374419,0.157116923333333,1.6,1.18668764,-0.0243027085018363,-0.0445557148266688,0.0407457197265763,0.0422295079727197,0.023532170974331,0.0512008037608158,0.0200442372903815,0.0244194044259291,0.0300246269758117,-0.0285251930712586,0.157546233333333,8.6,6.49796163,-0.0314727837929016,-0.0131878076972524,0.0454314240109967,0.0487755641408407,0.0356388906966511,0.0716452836437282,0.0212088037681281,-0.0081128202889173,0.0329672373208147,-0.0394631735616277,0.7600474643333329,7.9,9.36303269,-0.0270723790909741,-0.0208063310617721,0.0582547102400878,0.0945972544933137
