@date,"@dlog(cpu1,0,12)","@dlog(cpu2,0,12)","@dlog(cpu3,0,12)","@dlog(cpu4,0,12)","@dlog(cpu1(-1),0,12)","@dlog(cpu2(-1),0,12)","@dlog(cpu3(-1),0,12)","@dlog(cpu4(-1),0,12)","@dlog(cpu1(-2),0,12)","@dlog(cpu2(-2),0,12)","@dlog(cpu3(-2),0,12)","@dlog(cpu4(-2),0,12)"
2003-05-01,0.0613702148637038,0.1457669344594521,0.1457669344594521,0.0546784710921013,0.0847328931542037,0.1724339125729894,0.1724339125729876,0.0527109710901161,0.0887963490426511,0.1360935709931077,0.1360935709931077,0.0471021161759299
2003-06-01,0.055223091372671,0.1150855744364598,0.1150855744364616,0.0530525144907763,0.0613702148637038,0.1457669344594521,0.1457669344594521,0.0546784710921013,0.0847328931542037,0.1724339125729894,0.1724339125729876,0.0527109710901161
2003-07-01,0.055419368509133,0.0694629067482495,0.0694629067482477,0.0479114995503984,0.055223091372671,0.1150855744364598,0.1150855744364616,0.0530525144907763,0.0613702148637038,0.1457669344594521,0.1457669344594521,0.0546784710921013
2003-08-01,0.0562402022272667,0.0565003201831686,0.0565003201831704,0.0432092395860941,0.055419368509133,0.0694629067482495,0.0694629067482477,0.0479114995503984,0.055223091372671,0.1150855744364598,0.1150855744364616,0.0530525144907763
2003-09-01,0.0526299500722995,0.0891911311379392,0.0891911311379392,0.0389009741254753,0.0562402022272667,0.0565003201831686,0.0565003201831704,0.0432092395860941,0.055419368509133,0.0694629067482495,0.0694629067482477,0.0479114995503984
2003-10-01,0.0581861876432352,0.0887262738456016,0.0887262738456016,0.0349489967474418,0.0526299500722995,0.0891911311379392,0.0891911311379392,0.0389009741254753,0.0562402022272667,0.0565003201831686,0.0565003201831704,0.0432092395860941
2003-11-01,0.0478254135435403,0.0531193411866066,0.0531193411866066,0.0331589018269617,0.0581861876432352,0.0887262738456016,0.0887262738456016,0.0349489967474418,0.0526299500722995,0.0891911311379392,0.0891911311379392,0.0389009741254753
2003-12-01,0.0498155997779115,0.0520879694037912,0.0520879694037912,0.0335302696292725,0.0478254135435403,0.0531193411866066,0.0531193411866066,0.0331589018269617,0.0581861876432352,0.0887262738456016,0.0887262738456016,0.0349489967474418
2004-01-01,-0.0275696814168036,0.2536824142323155,0.2536824142323155,0.0360561390859928,0.0498155997779115,0.0520879694037912,0.0520879694037912,0.0335302696292725,0.0478254135435403,0.0531193411866066,0.0531193411866066,0.0331589018269617
2004-02-01,-0.0477509834434233,0.4067293307797044,0.4067293307797044,0.0351615051197935,-0.0275696814168036,0.2536824142323155,0.2536824142323155,0.0360561390859928,0.0498155997779115,0.0520879694037912,0.0520879694037912,0.0335302696292725
2004-03-01,0.0397891787098298,0.3988548795355058,0.398854879535504,0.030867057862439,-0.0477509834434233,0.4067293307797044,0.4067293307797044,0.0351615051197935,-0.0275696814168036,0.2536824142323155,0.2536824142323155,0.0360561390859928
2004-04-01,0.0346595261982294,0.2259938688145997,0.2259938688145997,0.0232017727024551,0.0397891787098298,0.3988548795355058,0.398854879535504,0.030867057862439,-0.0477509834434233,0.4067293307797044,0.4067293307797044,0.0351615051197935
2004-05-01,0.0110619494633414,0.2702464036236325,0.2702464036236325,0.0208833845594043,0.0346595261982294,0.2259938688145997,0.2259938688145997,0.0232017727024551,0.0397891787098298,0.3988548795355058,0.398854879535504,0.030867057862439
2004-06-01,0.0347702976439041,0.2804779119167406,0.2804779119167388,0.0238476923891628,0.0110619494633414,0.2702464036236325,0.2702464036236325,0.0208833845594043,0.0346595261982294,0.2259938688145997,0.2259938688145997,0.0232017727024551
2004-07-01,0.0453135802209132,0.2335652467766227,0.2335652467766244,0.0319592995234518,0.0347702976439041,0.2804779119167406,0.2804779119167388,0.0238476923891628,0.0110619494633414,0.2702464036236325,0.2702464036236325,0.0208833845594043
2004-08-01,0.0413414704466354,0.2193757394133566,0.2193757394133548,0.0395902067197155,0.0453135802209132,0.2335652467766227,0.2335652467766244,0.0319592995234518,0.0347702976439041,0.2804779119167406,0.2804779119167388,0.0238476923891628
2004-09-01,0.0430035694750934,0.1921468482574546,0.1921468482574546,0.0468111500802184,0.0413414704466354,0.2193757394133566,0.2193757394133548,0.0395902067197155,0.0453135802209132,0.2335652467766227,0.2335652467766244,0.0319592995234518
2004-10-01,0.0450984254861115,0.1697371210526466,0.1697371210526466,0.0536847484172682,0.0430035694750934,0.1921468482574546,0.1921468482574546,0.0468111500802184,0.0413414704466354,0.2193757394133566,0.2193757394133548,0.0395902067197155
2004-11-01,0.0477136674707505,0.165138387141793,0.165138387141793,0.05573778354006,0.0450984254861115,0.1697371210526466,0.1697371210526466,0.0536847484172682,0.0430035694750934,0.1921468482574546,0.1921468482574546,0.0468111500802184
2004-12-01,0.0547179724088859,0.1587100956690417,0.1587100956690417,0.0529842068996853,0.0477136674707505,0.165138387141793,0.165138387141793,0.05573778354006,0.0450984254861115,0.1697371210526466,0.1697371210526466,0.0536847484172682
2005-01-01,0.0656134169829822,-0.1585754658076137,-0.1585754658076155,0.0454142858116615,0.0547179724088859,0.1587100956690417,0.1587100956690417,0.0529842068996853,0.0477136674707505,0.165138387141793,0.165138387141793,0.05573778354006
2005-02-01,0.0579898610678562,-0.1994220894595457,-0.1994220894595457,0.0403555371874713,0.0656134169829822,-0.1585754658076137,-0.1585754658076155,0.0454142858116615,0.0547179724088859,0.1587100956690417,0.1587100956690417,0.0529842068996853
2005-03-01,0.0305740513783536,-0.1716430245147684,-0.1716430245147684,0.037815574991832,0.0579898610678562,-0.1994220894595457,-0.1994220894595457,0.0403555371874713,0.0656134169829822,-0.1585754658076137,-0.1585754658076155,0.0454142858116615
2005-04-01,0.0534197134077949,-0.1050562000802273,-0.1050562000802255,0.0378024738499487,0.0305740513783536,-0.1716430245147684,-0.1716430245147684,0.037815574991832,0.0579898610678562,-0.1994220894595457,-0.1994220894595457,0.0403555371874713
2005-05-01,0.070075865940101,-0.1394200631758479,-0.1394200631758497,0.0374534262288825,0.0534197134077949,-0.1050562000802273,-0.1050562000802255,0.0378024738499487,0.0305740513783536,-0.1716430245147684,-0.1716430245147684,0.037815574991832
2005-06-01,0.0716076089565866,-0.122981564875463,-0.122981564875463,0.0367771489893655,0.070075865940101,-0.1394200631758479,-0.1394200631758497,0.0374534262288825,0.0534197134077949,-0.1050562000802273,-0.1050562000802255,0.0378024738499487
2005-07-01,0.0582779456704614,-0.0998693939922041,-0.0998693939922041,0.0357914106066736,0.0716076089565866,-0.122981564875463,-0.122981564875463,0.0367771489893655,0.070075865940101,-0.1394200631758479,-0.1394200631758497,0.0374534262288825
2005-08-01,0.0630365550470219,-0.0772676434917034,-0.0772676434917016,0.0300166509677026,0.0582779456704614,-0.0998693939922041,-0.0998693939922041,0.0357914106066736,0.0716076089565866,-0.122981564875463,-0.122981564875463,0.0367771489893655
2005-09-01,0.0654361389204041,-0.0696794880385986,-0.0696794880385986,0.0194727109740018,0.0630365550470219,-0.0772676434917034,-0.0772676434917016,0.0300166509677026,0.0582779456704614,-0.0998693939922041,-0.0998693939922041,0.0357914106066736
2005-10-01,0.0645340503388975,-0.0782916410527487,-0.0782916410527487,0.0040276945031454,0.0654361389204041,-0.0696794880385986,-0.0696794880385986,0.0194727109740018,0.0630365550470219,-0.0772676434917034,-0.0772676434917016,0.0300166509677026
2005-11-01,0.0633849574493545,-0.0618412734428233,-0.0618412734428233,-0.003439993157233,0.0645340503388975,-0.0782916410527487,-0.0782916410527487,0.0040276945031454,0.0654361389204041,-0.0696794880385986,-0.0696794880385986,0.0194727109740018
2005-12-01,0.0592227848212587,-0.0352887401187267,-0.0352887401187267,-0.0028626534672877,0.0633849574493545,-0.0618412734428233,-0.0618412734428233,-0.003439993157233,0.0645340503388975,-0.0782916410527487,-0.0782916410527487,0.0040276945031454
2006-01-01,-0.0330414353546206,0.1315662331032161,0.1315662331032179,0.0057895124707556,0.0592227848212587,-0.0352887401187267,-0.0352887401187267,-0.0028626534672877,0.0633849574493545,-0.0618412734428233,-0.0618412734428233,-0.003439993157233
2006-02-01,0.0925631216351199,0.0329191651176046,0.0329191651176046,0.0101936124337971,-0.0330414353546206,0.1315662331032161,0.1315662331032179,0.0057895124707556,0.0592227848212587,-0.0352887401187267,-0.0352887401187267,-0.0028626534672877
2006-03-01,0.0961852804261642,0.0576094276035128,0.0576094276035146,0.0103437386511142,0.0925631216351199,0.0329191651176046,0.0329191651176046,0.0101936124337971,-0.0330414353546206,0.1315662331032161,0.1315662331032179,0.0057895124707556
2006-04-01,0.0493181100927859,0.0394328014559448,0.039432801455943,0.0062110264576595,0.0961852804261642,0.0576094276035128,0.0576094276035146,0.0103437386511142,0.0925631216351199,0.0329191651176046,0.0329191651176046,0.0101936124337971
2006-05-01,0.0792493716541411,0.0580914693217149,0.0580914693217167,0.0018833783876992,0.0493181100927859,0.0394328014559448,0.039432801455943,0.0062110264576595,0.0961852804261642,0.0576094276035128,0.0576094276035146,0.0103437386511142
2006-06-01,0.0737821155710882,0.0360108440767596,0.0360108440767614,-0.002579471798052,0.0792493716541411,0.0580914693217149,0.0580914693217167,0.0018833783876992,0.0493181100927859,0.0394328014559448,0.039432801455943,0.0062110264576595
2006-07-01,0.0743752858144031,0.0509725720193507,0.0509725720193507,-0.0071150135458051,0.0737821155710882,0.0360108440767596,0.0360108440767614,-0.002579471798052,0.0792493716541411,0.0580914693217149,0.0580914693217167,0.0018833783876992
2006-08-01,0.072280003735706,0.0736572837900482,0.0736572837900482,-0.0069109925958112,0.0743752858144031,0.0509725720193507,0.0509725720193507,-0.0071150135458051,0.0737821155710882,0.0360108440767596,0.0360108440767614,-0.002579471798052
2006-09-01,0.0683718058548166,0.0708956505671416,0.0708956505671416,-0.0020346140837723,0.072280003735706,0.0736572837900482,0.0736572837900482,-0.0069109925958112,0.0743752858144031,0.0509725720193507,0.0509725720193507,-0.0071150135458051
2006-10-01,0.0691566522462476,0.0935522603716574,0.0935522603716574,0.0075981594239848,0.0683718058548166,0.0708956505671416,0.0708956505671416,-0.0020346140837723,0.072280003735706,0.0736572837900482,0.0736572837900482,-0.0069109925958112
