dateid01;ag1;ag1f;ag2;ag2f;ag3;ag3f;ag4;ag4f;ag5;ag5f;ag6;ag6f;ag7;ag7f;ag8;ag8f;agr1f;agr2f;agr3f;agr4f;agr5f;agr6f;agr7f;agr8f;an_agri;an_cpr;an_cpu;an_cst;an_exp;an_imp;an_impu;an_indu;an_inv;an_ser;con1;con10;con10f;con11;con11f;con12;con12f;con13;con13f;con14;con14f;con15;con15f;con16;con16f;con17;con17f;con1f;con2;con2f;con3;con3f;con4;con4f;con5;con5f;con6;con6f;con7;con7f;con8;con8f;con9;con9f;cons;cp1;cp10;cp10f;cp11;cp11f;cp12;cp12f;cp13;cp13f;cp14;cp14f;cp15;cp15f;cp16;cp16f;cp17;cp17f;cp18;cp18f;cp19;cp19f;cp1f;cp2;cp20;cp20f;cp21;cp21f;cp22;cp22f;cp23;cp24;cp2f;cp3;cp3f;cp4;cp4f;cp5;cp5f;cp6;cp6f;cp7;cp7f;cp8;cp8f;cp9;cp9f;cpu1;cpu1f;cpu2;cpu2f;cpu3;cpu3f;cpu4;cpu4f;dinv4;exp1;exp10;exp10f;exp11;exp11f;exp12;exp12f;exp13;exp13f;exp1f;exp2;exp2f;exp3;exp3f;exp4;exp4f;exp5;exp5f;exp6;exp6f;exp7;exp7f;exp8;exp8f;exp9;exp9f;f200301;f200302;f201201;f201804;f201805;f202003;f202004;f202005;f202006;f202104;f202106;f202211;f202311;fagr1;fagr1f;fagr1f_h;fagr2;fagr2f;fagr2f_h;fagr3;fagr3f;fagr3f_h;fagr4;fagr4f;fagr4f_h;fagr5;fagr5f;fagr5f_h;fcbolsa;fccem;fcclima;fcexpor;fcgasest;fcimpor;fcingest;fcipi;fcoche;fcon1;fcon1f;fcon1f_h;fcon2;fcon2f;fcon2f_h;fcon3;fcon3f;fcon3f_h;fcon4;fcon4f;fcon4f_h;fcon5;fcon5f;fcon5f_h;fcp1;fcp1f;fcp1f_h;fcp2;fcp2f;fcp2f_h;fcp3;fcp3f;fcp3f_h;fcp4;fcp4f;fcp4f_h;fcp5;fcp5f;fcp5f_h;fcp6;fcp6f;fcp6f_h;fcp7;fcp7f;fcp7f_h;fcpu1;fcpu1f;fcpu1f_h;fcpu2;fcpu2f;fcpu2f_h;fcpu3;fcpu3f;fcpu3f_h;fcpu4;fcpu4f;fcpu4f_h;fcpu5;fcpu5f;fcpu5f_h;fcpublico;fcvirus;fexp1;fexp1f;fexp1f_h;fexp2;fexp2f;fexp2f_h;fexp3;fexp3f;fexp3f_h;fexp4;fexp4f;fexp4f_h;fexp5;fexp5f;fexp5f_h;fimp1;fimp1f;fimp1f_h;fimp2;fimp2f;fimp2f_h;fimp3;fimp3f;fimp3f_h;fimp4;fimp4f;fimp4f_h;fimp5;fimpu1;fimpu1f;fimpu1f_h;fimpu2;fimpu2f;fimpu2f_h;fimpu3;fimpu3f;fimpu3f_h;fimpu4;fimpu4f;fimpu4f_h;fimpu5;find1;find1f;find1f_h;find2;find2f;find2f_h;find3;find3f;find3f_h;find4;find4f;find4f_h;find5;find5f;find5f_h;find6;find6f;find6f_h;findvir;finv1;finv1f;finv1f_h;finv2;finv2f;finv2f_h;finv3;finv3f;finv3f_h;finv4;finv4f;finv4f_h;finv5;finv5f;finv5f_h;fser1;fser1f;fser1f_h;fser2;fser2f;fser2f_h;fser3;fser3f;fser3f_h;fser4;fser4f;fser4f_h;fser5;fser5f;fser5f_h;fser6;fser6f;fser6f_h;fvirus;i_m_agrih;i_m_csth;i_m_impuh;i_m_induh;i_m_serh;imp1;imp1f;imp2;imp2f;imp3;imp3f;imp4;imp4f;impu1;impu1f;impu2;impu2f;impu3;impu3f;impu4f;ind1;ind10;ind10f;ind11;ind11f;ind12;ind12f;ind13;ind13f;ind1f;ind2;ind2f;ind3;ind3f;ind4;ind4f;ind5;ind5f;ind6;ind6f;ind7;ind7f;ind8;ind8f;ind9;ind9f;inv1;inv1f;inv2;inv2f;inv3;inv3f;inv4;inv4f;inv5;inv5f;inv6;inv6f;inv7;inv7f;inv8;inv8f;inv9;inv9f;ls;m_agri;m_agrih;m_cpr;m_cprh;m_cpu;m_cpuh;m_cst;m_csth;m_exp;m_exph;m_imp;m_imph;m_impu;m_impuh;m_indu;m_induh;m_inv;m_invh;m_pib;m_pibdem;m_pibofe;m_ser;m_serh;mf_agri;mf_cpr;mf_cpu;mf_cst;mf_exp;mf_imp;mf_impu;mf_indu;mf_inv;mf_pib;mf_pibdem;mf_pibofe;mf_ser;n__agri;n__exp;n__ser;n_cpr;n_cpu;n_cst;n_imp;n_impu;n_indu;n_inv;n_pib;pibue;pibuem;ser1;ser10;ser10f;ser11;ser11f;ser12;ser12f;ser13;ser13f;ser14;ser14f;ser15;ser15f;ser16;ser16f;ser17;ser17f;ser18;ser18f;ser19;ser19f;ser1f;ser2;ser20;ser20f;ser21;ser21f;ser22;ser22f;ser23;ser23f;ser2f;ser3;ser3f;ser4;ser4f;ser5;ser5f;ser6;ser6f;ser7;ser7f;ser8;ser8f;ser9;ser9f;series01;series02;series03;uno
1995-01-01;175,08;175,08;15,58;15,58;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;175,08;15,58;NaN;NaN;NaN;NaN;NaN;NaN;0,02;0,58;0,17;0,11;0,25;-0,31;0,11;0,16;0,31;0,60;87,74;-8,25;-8,25;-0,42;-0,42;49,80;49,80;59,88;59,88;-4,80;-4,80;NaN;NaN;NaN;NaN;NaN;NaN;87,74;21475,00;21475,00;17587,00;17587,00;521709,00;521709,00;NaN;NaN;1842,16;1842,16;823,95;823,95;NaN;NaN;6,80;6,80;NaN;68,18;99,07;99,07;14729,57;14729,57;NaN;NaN;12060,72;12060,72;NaN;NaN;NaN;NaN;-47,70;-47,70;NaN;NaN;-14,20;-14,20;68,98;68,98;68,18;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;53715,00;53715,00;NaN;NaN;NaN;NaN;NaN;NaN;7049,82;7049,82;3839,14;3839,14;4208,04;4208,04;NaN;NaN;NaN;5065287,36;43,49;43,49;8581366,02;8581366,02;NaN;NaN;NaN;NaN;5065287,36;NaN;NaN;NaN;NaN;2962,88;2962,88;18261,01;18261,01;30299,00;30299,00;NaN;NaN;NaN;NaN;NaN;NaN;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,00;1,00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,00;NaN;NaN;NaN;NaN;NaN;5993042,53;5993042,53;43,52;43,52;10675746,34;10675746,34;NaN;NaN;7647,07;7647,07;35,90;35,90;115,06;115,06;207914,58;85,24;54,91;54,91;NaN;NaN;NaN;NaN;NaN;NaN;85,24;NaN;NaN;100,95;100,95;54,74;54,74;2100,83;2100,83;NaN;NaN;0,06;0,06;1,20;1,20;17,67;17,67;53,75;53,75;NaN;NaN;NaN;NaN;105,74;105,74;68,98;68,98;521709,00;521709,00;137780,00;137780,00;383929,00;383929,00;9,34;9,34;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;24127,00;253088,00;603811,00;581510,00;173555,00;111572,00;310542,00;106714,00;158752,00;307365,00;1004976,00;0,00;NaN;59,91;NaN;NaN;NaN;NaN;NaN;NaN;55,25;55,25;5462,88;5462,88;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;59,91;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;805,10;805,10;5653,45;5653,45;2006,00;1,00;1,00;1,00
1995-02-01;181,30;181,30;15,71;15,71;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;181,30;15,71;NaN;NaN;NaN;NaN;NaN;NaN;0,02;0,58;0,18;0,11;0,26;-0,32;0,10;0,15;0,30;0,61;87,36;-18,91;-18,91;-24,14;-24,14;49,80;49,80;60,49;60,49;2,20;2,20;NaN;NaN;NaN;NaN;NaN;NaN;87,36;22623,00;22623,00;17699,00;17699,00;780567,00;780567,00;NaN;NaN;1956,53;1956,53;839,06;839,06;NaN;NaN;-7,01;-7,01;NaN;68,25;97,25;97,25;12736,21;12736,21;NaN;NaN;12111,57;12111,57;NaN;NaN;NaN;NaN;-48,90;-48,90;NaN;NaN;-14,30;-14,30;69,01;69,01;68,25;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;67479,00;67479,00;NaN;NaN;NaN;NaN;NaN;NaN;15572,77;15572,77;7185,93;7185,93;8993,09;8993,09;NaN;NaN;NaN;5625751,13;43,89;43,89;9535997,54;9535997,54;NaN;NaN;NaN;NaN;5625751,13;NaN;NaN;NaN;NaN;2873,87;2873,87;19502,29;19502,29;28024,00;28024,00;NaN;NaN;NaN;NaN;NaN;NaN;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,00;1,00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,00;NaN;NaN;NaN;NaN;NaN;6696358,10;6696358,10;43,99;43,99;11873417,92;11873417,92;NaN;NaN;13432,96;13432,96;1408,94;1408,94;233,10;233,10;214231,99;85,16;55,52;55,52;NaN;NaN;NaN;NaN;NaN;NaN;85,16;NaN;NaN;99,18;99,18;55,52;55,52;2106,62;2106,62;NaN;NaN;0,87;0,87;3,80;3,80;13,96;13,96;55,00;55,00;NaN;NaN;NaN;NaN;101,16;101,16;69,01;69,01;780567,00;780567,00;177794,00;177794,00;602773,00;602773,00;9,19;9,19;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;26881,00;279332,00;661079,00;621914,00;189709,00;116462,00;341622,00;106544,00;166575,00;328208,00;1077541,00;0,00;NaN;60,04;NaN;NaN;NaN;NaN;NaN;NaN;53,83;53,83;5484,14;5484,14;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;60,04;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;709,09;709,09;5527,72;5527,72;2007,00;1,00;1,00;1,00
1995-03-01;253,44;253,44;15,54;15,54;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;253,44;15,54;NaN;NaN;NaN;NaN;NaN;NaN;0,02;0,58;0,19;0,11;0,26;-0,30;0,08;0,16;0,28;0,64;88,76;-15,80;-15,80;-5,95;-5,95;49,80;49,80;60,82;60,82;-7,80;-7,80;NaN;NaN;NaN;NaN;NaN;NaN;88,76;27148,00;27148,00;18848,00;18848,00;881686,00;881686,00;NaN;NaN;2444,82;2444,82;860,17;860,17;NaN;NaN;3,68;3,68;NaN;67,65;96,94;96,94;14038,74;14038,74;NaN;NaN;12201,27;12201,27;NaN;NaN;NaN;NaN;-44,80;-44,80;NaN;NaN;-16,30;-16,30;69,01;69,01;67,65;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;97422,00;97422,00;NaN;NaN;NaN;NaN;NaN;NaN;22970,68;22970,68;10026,01;10026,01;11685,33;11685,33;NaN;NaN;NaN;6555991,56;43,70;43,70;10673575,61;10673575,61;NaN;NaN;NaN;NaN;6555991,56;NaN;NaN;NaN;NaN;3650,01;3650,01;22124,57;22124,57;32894,00;32894,00;NaN;NaN;NaN;NaN;NaN;NaN;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,00;1,00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,00;NaN;NaN;NaN;NaN;NaN;8064554,57;8064554,57;44,39;44,39;13817076,24;13817076,24;NaN;NaN;24857,93;24857,93;1709,40;1709,40;459,17;459,17;214800,87;84,19;55,93;55,93;NaN;NaN;NaN;NaN;NaN;NaN;84,19;NaN;NaN;99,60;99,60;59,98;59,98;2114,88;2114,88;NaN;NaN;1,31;1,31;4,40;4,40;18,33;18,33;55,33;55,33;NaN;NaN;NaN;NaN;101,33;101,33;69,01;69,01;881686,00;881686,00;224687,00;224687,00;656999,00;656999,00;9,43;9,43;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;26183,00;284202,00;707809,00;639994,00;208274,00;118569,00;336848,00;87128,00;172743,00;316810,00;1112432,00;0,00;NaN;60,53;NaN;NaN;NaN;NaN;NaN;NaN;56,57;56,57;5535,35;5535,35;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;60,53;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;885,65;885,65;6875,24;6875,24;2008,00;1,00;1,00;1,00
1995-04-01;198,48;198,48;15,64;15,64;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;198,48;15,64;NaN;NaN;NaN;NaN;NaN;NaN;0,02;0,57;0,21;0,10;0,23;-0,24;0,06;0,15;0,23;0,67;88,49;-9,08;-9,08;47,59;47,59;49,86;49,86;61,14;61,14;1,20;1,20;NaN;NaN;NaN;NaN;NaN;NaN;88,49;19443,00;19443,00;16602,00;16602,00;1006166,00;1006166,00;NaN;NaN;2028,58;2028,58;863,06;863,06;NaN;NaN;10,01;10,01;NaN;68,58;98,49;98,49;12512,96;12512,96;NaN;NaN;12246,74;12246,74;NaN;NaN;NaN;NaN;-45,80;-45,80;NaN;NaN;-15,00;-15,00;69,63;69,63;68,58;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;76051,00;76051,00;NaN;NaN;NaN;NaN;NaN;NaN;32023,45;32023,45;11523,76;11523,76;13101,00;13101,00;NaN;NaN;NaN;5628182,38;45,16;45,16;9031622,85;9031622,85;NaN;NaN;NaN;NaN;5628182,38;NaN;NaN;NaN;NaN;4573,72;4573,72;19504,52;19504,52;38988,00;38988,00;NaN;NaN;NaN;NaN;NaN;NaN;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,00;1,00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,00;NaN;NaN;NaN;NaN;NaN;7102478,06;7102478,06;44,75;44,75;12160093,48;12160093,48;NaN;NaN;28991,68;28991,68;1806,27;1806,27;685,22;685,22;213797,67;85,69;56,14;56,14;NaN;NaN;NaN;NaN;NaN;NaN;85,69;NaN;NaN;100,61;100,61;61,40;61,40;2117,56;2117,56;NaN;NaN;2,24;2,24;5,60;5,60;13,26;13,26;56,69;56,69;NaN;NaN;NaN;NaN;103,79;103,79;69,63;69,63;1006166,00;1006166,00;264774,00;264774,00;741392,00;741392,00;9,26;9,26;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;24138,00;246631,00;715519,00;611492,00;220225,00;110029,00;255922,00;67423,00;155881,00;250564,00;1072990,00;0,00;NaN;60,67;NaN;NaN;NaN;NaN;NaN;NaN;57,86;57,86;5580,29;5580,29;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;60,67;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1132,88;1132,88;8172,25;8172,25;2009,00;1,00;1,00;1,00
1995-05-01;239,02;239,02;15,49;15,49;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;239,02;15,49;NaN;NaN;NaN;NaN;NaN;NaN;0,02;0,58;0,20;0,08;0,26;-0,27;0,08;0,15;0,22;0,66;88,93;-12,94;-12,94;4,94;4,94;49,92;49,92;61,36;61,36;1,00;1,00;NaN;NaN;NaN;NaN;NaN;NaN;88,93;25213,00;25213,00;19741,00;19741,00;1346398,00;1346398,00;NaN;NaN;2432,15;2432,15;876,07;876,07;NaN;NaN;3,41;3,41;NaN;68,16;97,46;97,46;13146,23;13146,23;NaN;NaN;12351,31;12351,31;NaN;NaN;NaN;NaN;-46,80;-46,80;NaN;NaN;-14,00;-14,00;69,46;69,46;68,16;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;84171,00;84171,00;NaN;NaN;NaN;NaN;NaN;NaN;38478,32;38478,32;14182,64;14182,64;15629,93;15629,93;NaN;NaN;NaN;5783096,49;43,51;43,51;9424005,31;9424005,31;NaN;NaN;NaN;NaN;5783096,49;NaN;NaN;NaN;NaN;5117,09;5117,09;20737,61;20737,61;44153,00;44153,00;NaN;NaN;NaN;NaN;NaN;NaN;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,00;1,00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,00;NaN;NaN;NaN;NaN;NaN;7849191,78;7849191,78;43,45;43,45;13531955,23;13531955,23;NaN;NaN;35330,11;35330,11;1949,27;1949,27;942,89;942,89;216018,53;84,51;56,28;56,28;NaN;NaN;NaN;NaN;NaN;NaN;84,51;NaN;NaN;100,44;100,44;63,94;63,94;2131,40;2131,40;NaN;NaN;-4,63;-4,63;-5,60;-5,60;9,48;9,48;54,35;54,35;NaN;NaN;NaN;NaN;103,56;103,56;69,46;69,46;1346398,00;1346398,00;374503,00;374503,00;971895,00;971895,00;8,78;8,78;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;26039,00;278203,00;716125,00;626405,00;220650,00;89685,00;289381,00;87389,00;157907,00;241268,00;1077145,00;0,00;NaN;60,66;NaN;NaN;NaN;NaN;NaN;NaN;60,35;60,35;5652,11;5652,11;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;60,66;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;966,98;966,98;8482,08;8482,08;2010,00;1,00;1,00;1,00
