@date,"@dlog(inv1,0,12)","@dlog(inv2,0,12)","@dlog(inv3,0,12)","@dlog(inv4,0,12)","@dlog(inv5,0,12)","@dlog(inv6,0,12)","@dlog(inv7,0,12)","@dlog(inv8,0,12)",inv9,"@dlog(inv1(-1),0,12)","@dlog(inv2(-1),0,12)","@dlog(inv3(-1),0,12)","@dlog(inv4(-1),0,12)","@dlog(inv5(-1),0,12)","@dlog(inv6(-1),0,12)","@dlog(inv7(-1),0,12)","@dlog(inv8(-1),0,12)",inv9(-1),"@dlog(inv1(-2),0,12)","@dlog(inv2(-2),0,12)","@dlog(inv3(-2),0,12)","@dlog(inv4(-2),0,12)","@dlog(inv5(-2),0,12)","@dlog(inv6(-2),0,12)","@dlog(inv7(-2),0,12)","@dlog(inv8(-2),0,12)",inv9(-2)
1999-12-01,0.0609133515586686,0.1052035913734705,,0.0447173490031413,0.0318964598804338,0.0139177151938962,0.3308080038945284,-0.0686473177788453,5.3,0.0677769877472744,0.1774664996599355,,0.0330883481636634,0.0349098179557554,-0.0372440927162376,0.2594561891294446,-0.1535131354719574,5.18,0.097405206080289,0.0795282854685481,,0.0404083526371898,0.0393167943319561,-0.1994986749783489,-0.1694850340450546,-0.2140591601830248,5.47
2000-01-01,0.0626463033943025,0.0792848180952532,,0.0453652922970437,0.0332436964223612,-0.1309866855830428,-0.5975467998212451,0.0269680213844214,5.7,0.0609133515586686,0.1052035913734705,,0.0447173490031413,0.0318964598804338,0.0139177151938962,0.3308080038945284,-0.0686473177788453,5.3,0.0677769877472744,0.1774664996599355,,0.0330883481636634,0.0349098179557554,-0.0372440927162376,0.2594561891294446,-0.1535131354719574,5.18
2000-02-01,0.0834926967199436,0.1146560965398464,,0.1073713581307851,0.0383273269362298,0.1730643219818137,0.2558127574893873,0.1458502734787252,5.66,0.0626463033943025,0.0792848180952532,,0.0453652922970437,0.0332436964223612,-0.1309866855830428,-0.5975467998212451,0.0269680213844214,5.7,0.0609133515586686,0.1052035913734705,,0.0447173490031413,0.0318964598804338,0.0139177151938962,0.3308080038945284,-0.0686473177788453,5.3
2000-03-01,0.0422689414908274,0.1189640644408083,,0.088644511851764,0.0365429783118544,0.3474098093342306,-0.0241264753665984,0.5191426165198934,5.49,0.0834926967199436,0.1146560965398464,,0.1073713581307851,0.0383273269362298,0.1730643219818137,0.2558127574893873,0.1458502734787252,5.66,0.0626463033943025,0.0792848180952532,,0.0453652922970437,0.0332436964223612,-0.1309866855830428,-0.5975467998212451,0.0269680213844214,5.7
2000-04-01,0.0846021403225396,-0.0359731332958972,,0.11339540351109,0.0523953862745862,-0.1721009450236099,-0.0210597547580011,-0.2477578860803735,5.41,0.0422689414908274,0.1189640644408083,,0.088644511851764,0.0365429783118544,0.3474098093342306,-0.0241264753665984,0.5191426165198934,5.49,0.0834926967199436,0.1146560965398464,,0.1073713581307851,0.0383273269362298,0.1730643219818137,0.2558127574893873,0.1458502734787252,5.66
2000-05-01,0.046011182109984,0.0383670672260514,,0.0926627673297728,0.0309786578080144,0.262193275556104,-0.0259188849318849,0.336626169139869,5.52,0.0846021403225396,-0.0359731332958972,,0.11339540351109,0.0523953862745862,-0.1721009450236099,-0.0210597547580011,-0.2477578860803735,5.41,0.0422689414908274,0.1189640644408083,,0.088644511851764,0.0365429783118544,0.3474098093342306,-0.0241264753665984,0.5191426165198934,5.49
2000-06-01,0.0514311530141204,0.0356021222512943,,0.103906969960982,0.0363761214139097,-0.2532364385188419,0.3103989080956584,-0.5563441776218613,5.35,0.046011182109984,0.0383670672260514,,0.0926627673297728,0.0309786578080144,0.262193275556104,-0.0259188849318849,0.336626169139869,5.52,0.0846021403225396,-0.0359731332958972,,0.11339540351109,0.0523953862745862,-0.1721009450236099,-0.0210597547580011,-0.2477578860803735,5.41
2000-07-01,0.0107030759076973,-0.094808717194569,,0.0453842523661363,0.0318490808759941,-0.0261564297167407,0.294305473243817,-0.1352247505226689,5.45,0.0514311530141204,0.0356021222512943,,0.103906969960982,0.0363761214139097,-0.2532364385188419,0.3103989080956584,-0.5563441776218613,5.35,0.046011182109984,0.0383670672260514,,0.0926627673297728,0.0309786578080144,0.262193275556104,-0.0259188849318849,0.336626169139869,5.52
2000-08-01,0.0343379203281992,0.0046244384454183,,0.1071427116841325,0.0293565688669747,-0.0204036047899371,0.0039273029097675,-0.0325064756100221,5.4,0.0107030759076973,-0.094808717194569,,0.0453842523661363,0.0318490808759941,-0.0261564297167407,0.294305473243817,-0.1352247505226689,5.45,0.0514311530141204,0.0356021222512943,,0.103906969960982,0.0363761214139097,-0.2532364385188419,0.3103989080956584,-0.5563441776218613,5.35
2000-09-01,0.0438492336631766,-0.0360033971358504,,0.0340279928962967,0.0372145696780474,0.0080009666057136,0.1381113250325381,-0.0553094790971915,5.47,0.0343379203281992,0.0046244384454183,,0.1071427116841325,0.0293565688669747,-0.0204036047899371,0.0039273029097675,-0.0325064756100221,5.4,0.0107030759076973,-0.094808717194569,,0.0453842523661363,0.0318490808759941,-0.0261564297167407,0.294305473243817,-0.1352247505226689,5.45
2000-10-01,0.0148132070768154,0.0180657593952275,,0.0438635229442709,0.0265537550882228,0.1866744126422013,0.1517854569456549,0.2035395714703476,5.42,0.0438492336631766,-0.0360033971358504,,0.0340279928962967,0.0372145696780474,0.0080009666057136,0.1381113250325381,-0.0553094790971915,5.47,0.0343379203281992,0.0046244384454183,,0.1071427116841325,0.0293565688669747,-0.0204036047899371,0.0039273029097675,-0.0325064756100221,5.4
2000-11-01,0.006175339131043,-0.0726487826751807,,0.075363953883186,0.0316934673189415,0.3104683925690476,0.0054118896671653,0.429379274552204,5.34,0.0148132070768154,0.0180657593952275,,0.0438635229442709,0.0265537550882228,0.1866744126422013,0.1517854569456549,0.2035395714703476,5.42,0.0438492336631766,-0.0360033971358504,,0.0340279928962967,0.0372145696780474,0.0080009666057136,0.1381113250325381,-0.0553094790971915,5.47
2000-12-01,0.0228702152453843,-0.2885613038090557,,0.0748124520939095,0.0359204835649622,-0.3559624391836937,-0.4685338605214361,-0.3227778584001424,5.07,0.006175339131043,-0.0726487826751807,,0.075363953883186,0.0316934673189415,0.3104683925690476,0.0054118896671653,0.429379274552204,5.34,0.0148132070768154,0.0180657593952275,,0.0438635229442709,0.0265537550882228,0.1866744126422013,0.1517854569456549,0.2035395714703476,5.42
2001-01-01,0.0206562286188747,0.0137636129454197,,0.0567234002299992,0.0329930107907943,0.7471468464772641,0.3106842220602956,0.8304994981286046,5.01,0.0228702152453843,-0.2885613038090557,,0.0748124520939095,0.0359204835649622,-0.3559624391836937,-0.4685338605214361,-0.3227778584001424,5.07,0.006175339131043,-0.0726487826751807,,0.075363953883186,0.0316934673189415,0.3104683925690476,0.0054118896671653,0.429379274552204,5.34
2001-02-01,0.0112814385156863,-0.0222016396527848,,-0.0117329241375392,0.0258610920272452,-0.6640728954201318,-0.107210677480932,-0.96364004207898,5.02,0.0206562286188747,0.0137636129454197,,0.0567234002299992,0.0329930107907943,0.7471468464772641,0.3106842220602956,0.8304994981286046,5.01,0.0228702152453843,-0.2885613038090557,,0.0748124520939095,0.0359204835649622,-0.3559624391836937,-0.4685338605214361,-0.3227778584001424,5.07
2001-03-01,0.0256612029244118,-0.0697416547491922,,-0.002441057736485,0.0268648488757747,-0.316514942002442,0.0324679674986647,-0.4748732267449522,4.94,0.0112814385156863,-0.0222016396527848,,-0.0117329241375392,0.0258610920272452,-0.6640728954201318,-0.107210677480932,-0.96364004207898,5.02,0.0206562286188747,0.0137636129454197,,0.0567234002299992,0.0329930107907943,0.7471468464772641,0.3106842220602956,0.8304994981286046,5.01
2001-04-01,-0.0221686847132405,0.0209056366575008,,-0.021861918875226,0.0199474050932533,0.0334898115232284,-0.3311440751334107,0.1916033387257947,5.1,0.0256612029244118,-0.0697416547491922,,-0.002441057736485,0.0268648488757747,-0.316514942002442,0.0324679674986647,-0.4748732267449522,4.94,0.0112814385156863,-0.0222016396527848,,-0.0117329241375392,0.0258610920272452,-0.6640728954201318,-0.107210677480932,-0.96364004207898,5.02
2001-05-01,-0.0127787737956808,0.014410296733466,,-0.0203796095732782,0.0252020624873274,-0.2611682014394354,0.2363905361259313,-0.4102448244911922,5.26,-0.0221686847132405,0.0209056366575008,,-0.021861918875226,0.0199474050932533,0.0334898115232284,-0.3311440751334107,0.1916033387257947,5.1,0.0256612029244118,-0.0697416547491922,,-0.002441057736485,0.0268648488757747,-0.316514942002442,0.0324679674986647,-0.4748732267449522,4.94
2001-06-01,0.0138498572102747,-0.0840597139697756,,-0.0148685136801152,0.027645078562509,0.8854705724889732,1.0360866715751111,0.7420908877345163,5.21,-0.0127787737956808,0.014410296733466,,-0.0203796095732782,0.0252020624873274,-0.2611682014394354,0.2363905361259313,-0.4102448244911922,5.26,-0.0221686847132405,0.0209056366575008,,-0.021861918875226,0.0199474050932533,0.0334898115232284,-0.3311440751334107,0.1916033387257947,5.1
2001-07-01,0.0035072586858895,-0.0093728321964441,,-0.0326596740860676,0.0219653796295631,0.624336983391597,0.4048097813103996,0.7039245994485768,5.25,0.0138498572102747,-0.0840597139697756,,-0.0148685136801152,0.027645078562509,0.8854705724889732,1.0360866715751111,0.7420908877345163,5.21,-0.0127787737956808,0.014410296733466,,-0.0203796095732782,0.0252020624873274,-0.2611682014394354,0.2363905361259313,-0.4102448244911922,5.26
2001-08-01,-0.011122430126699,-0.0230692275921242,,0.0667957333112658,0.0277925860896699,0.938713485388206,0.8715218783717446,0.9711017562832592,5.06,0.0035072586858895,-0.0093728321964441,,-0.0326596740860676,0.0219653796295631,0.624336983391597,0.4048097813103996,0.7039245994485768,5.25,0.0138498572102747,-0.0840597139697756,,-0.0148685136801152,0.027645078562509,0.8854705724889732,1.0360866715751111,0.7420908877345163,5.21
2001-09-01,-0.020087284154175,-0.0068422475909866,,-0.0300671701628338,0.0190925759590978,0.747630375213923,0.3173550551401724,0.9193314109855404,5.04,-0.011122430126699,-0.0230692275921242,,0.0667957333112658,0.0277925860896699,0.938713485388206,0.8715218783717446,0.9711017562832592,5.06,0.0035072586858895,-0.0093728321964441,,-0.0326596740860676,0.0219653796295631,0.624336983391597,0.4048097813103996,0.7039245994485768,5.25
2001-10-01,-0.0387878068910803,0.0249531732197265,,-0.0531381122189547,0.016334700950888,0.6979594920509536,0.3221978244729672,0.8355823831745964,4.82,-0.020087284154175,-0.0068422475909866,,-0.0300671701628338,0.0190925759590978,0.747630375213923,0.3173550551401724,0.9193314109855404,5.04,-0.011122430126699,-0.0230692275921242,,0.0667957333112658,0.0277925860896699,0.938713485388206,0.8715218783717446,0.9711017562832592,5.06
2001-11-01,-0.0481539693047636,-0.0564091962538775,,-0.1233608670757364,0.0126041247027695,0.0496798378458329,0.5415612902420026,-0.1730966048771023,4.67,-0.0387878068910803,0.0249531732197265,,-0.0531381122189547,0.016334700950888,0.6979594920509536,0.3221978244729672,0.8355823831745964,4.82,-0.020087284154175,-0.0068422475909866,,-0.0300671701628338,0.0190925759590978,0.747630375213923,0.3173550551401724,0.9193314109855404,5.04
2001-12-01,-0.02699768572523,0.1290289370090302,,-0.1272999472390701,0.0153103477759817,0.2635684568197849,0.8313531402702132,0.028632246795432,4.96,-0.0481539693047636,-0.0564091962538775,,-0.1233608670757364,0.0126041247027695,0.0496798378458329,0.5415612902420026,-0.1730966048771023,4.67,-0.0387878068910803,0.0249531732197265,,-0.0531381122189547,0.016334700950888,0.6979594920509536,0.3221978244729672,0.8355823831745964,4.82
2002-01-01,-0.0492899281627039,-0.0420901675750293,,-0.1003365215973115,0.011881103623728,0.089178137460065,0.9300577427733216,-0.1248519976031516,5.02,-0.02699768572523,0.1290289370090302,,-0.1272999472390701,0.0153103477759817,0.2635684568197849,0.8313531402702132,0.028632246795432,4.96,-0.0481539693047636,-0.0564091962538775,,-0.1233608670757364,0.0126041247027695,0.0496798378458329,0.5415612902420026,-0.1730966048771023,4.67
2002-02-01,-0.0591215052095259,-0.1729016944491626,,-0.0807719005187177,0.0177516431989426,0.74119288266027,0.6283190038760668,0.8248983805904118,5.07,-0.0492899281627039,-0.0420901675750293,,-0.1003365215973115,0.011881103623728,0.089178137460065,0.9300577427733216,-0.1248519976031516,5.02,-0.02699768572523,0.1290289370090302,,-0.1272999472390701,0.0153103477759817,0.2635684568197849,0.8313531402702132,0.028632246795432,4.96
2002-03-01,-0.0596764601233976,-0.2245644887540443,,-0.0877680248959844,0.0233994502985162,0.4169347580911768,0.0312319593286538,0.5878584160948108,5.32,-0.0591215052095259,-0.1729016944491626,,-0.0807719005187177,0.0177516431989426,0.74119288266027,0.6283190038760668,0.8248983805904118,5.07,-0.0492899281627039,-0.0420901675750293,,-0.1003365215973115,0.011881103623728,0.089178137460065,0.9300577427733216,-0.1248519976031516,5.02
2002-04-01,-0.0389505500583622,-0.0178200731178623,,-0.0656440169878687,0.0076604789839729,0.2975141110300238,0.7303282781770761,0.0990394012892572,5.3,-0.0596764601233976,-0.2245644887540443,,-0.0877680248959844,0.0233994502985162,0.4169347580911768,0.0312319593286538,0.5878584160948108,5.32,-0.0591215052095259,-0.1729016944491626,,-0.0807719005187177,0.0177516431989426,0.74119288266027,0.6283190038760668,0.8248983805904118,5.07
2002-05-01,-0.0647737755864481,-0.0703188164168402,,-0.079626487903492,0.0159567557455844,0.052451807784303,0.374432728098986,-0.1168996169613638,5.3,-0.0389505500583622,-0.0178200731178623,,-0.0656440169878687,0.0076604789839729,0.2975141110300238,0.7303282781770761,0.0990394012892572,5.3,-0.0596764601233976,-0.2245644887540443,,-0.0877680248959844,0.0233994502985162,0.4169347580911768,0.0312319593286538,0.5878584160948108,5.32
2002-06-01,-0.0662970140881773,-0.1250815284374589,,-0.1013812086244456,0.0122695272377209,-0.4200229514395754,-1.0403495630446304,-0.0081409383986361,5.16,-0.0647737755864481,-0.0703188164168402,,-0.079626487903492,0.0159567557455844,0.052451807784303,0.374432728098986,-0.1168996169613638,5.3,-0.0389505500583622,-0.0178200731178623,,-0.0656440169878687,0.0076604789839729,0.2975141110300238,0.7303282781770761,0.0990394012892572,5.3
2002-07-01,-0.0484811944409928,0.1453713077441705,,-0.0629355833602103,0.0178774198634608,0.4070367151237057,0.324376410216999,0.4314597735351366,5.03,-0.0662970140881773,-0.1250815284374589,,-0.1013812086244456,0.0122695272377209,-0.4200229514395754,-1.0403495630446304,-0.0081409383986361,5.16,-0.0647737755864481,-0.0703188164168402,,-0.079626487903492,0.0159567557455844,0.052451807784303,0.374432728098986,-0.1168996169613638,5.3
2002-08-01,0.0058466741827727,-0.0794246155356557,,-0.0927163536944961,0.0211063889850304,-0.3495615920245409,-0.4402755590158307,-0.3105659578730542,4.73,-0.0484811944409928,0.1453713077441705,,-0.0629355833602103,0.0178774198634608,0.4070367151237057,0.324376410216999,0.4314597735351366,5.03,-0.0662970140881773,-0.1250815284374589,,-0.1013812086244456,0.0122695272377209,-0.4200229514395754,-1.0403495630446304,-0.0081409383986361,5.16
2002-09-01,-0.0109109474142528,-0.0592948814706062,,-0.0390219453612026,0.0192928032192858,-0.4904039526148089,0.0096434640118161,-0.7015867346581679,4.52,0.0058466741827727,-0.0794246155356557,,-0.0927163536944961,0.0211063889850304,-0.3495615920245409,-0.4402755590158307,-0.3105659578730542,4.73,-0.0484811944409928,0.1453713077441705,,-0.0629355833602103,0.0178774198634608,0.4070367151237057,0.324376410216999,0.4314597735351366,5.03
2002-10-01,0.0152864771149499,0.0384025088762722,,-0.0288769211052031,0.0257675130904937,0.032966369525905,0.3875260543309852,-0.0948234092913473,4.62,-0.0109109474142528,-0.0592948814706062,,-0.0390219453612026,0.0192928032192858,-0.4904039526148089,0.0096434640118161,-0.7015867346581679,4.52,0.0058466741827727,-0.0794246155356557,,-0.0927163536944961,0.0211063889850304,-0.3495615920245409,-0.4402755590158307,-0.3105659578730542,4.73
2002-11-01,0.0565858401620396,-0.0629163354664807,,0.0065124370558748,0.0257151095186873,0.4270161484876702,-0.4773283190246111,0.7507503784148852,4.59,0.0152864771149499,0.0384025088762722,,-0.0288769211052031,0.0257675130904937,0.032966369525905,0.3875260543309852,-0.0948234092913473,4.62,-0.0109109474142528,-0.0592948814706062,,-0.0390219453612026,0.0192928032192858,-0.4904039526148089,0.0096434640118161,-0.7015867346581679,4.52
2002-12-01,0.0304179049839898,0.149738803319229,,0.0162221167529921,0.0207778955787549,0.4600379534648411,-0.3894982249197252,0.7600681515491878,4.41,0.0565858401620396,-0.0629163354664807,,0.0065124370558748,0.0257151095186873,0.4270161484876702,-0.4773283190246111,0.7507503784148852,4.59,0.0152864771149499,0.0384025088762722,,-0.0288769211052031,0.0257675130904937,0.032966369525905,0.3875260543309852,-0.0948234092913473,4.62
2003-01-01,0.0354689127960172,0.0061301626857463,0.0636479147939317,-0.0199756556468413,0.0277951753887784,0.1184491970803876,0.3339200489648597,0.0120751071964733,4.27,0.0304179049839898,0.149738803319229,,0.0162221167529921,0.0207778955787549,0.4600379534648411,-0.3894982249197252,0.7600681515491878,4.41,0.0565858401620396,-0.0629163354664807,,0.0065124370558748,0.0257151095186873,0.4270161484876702,-0.4773283190246111,0.7507503784148852,4.59
2003-02-01,0.0543306361948356,0.0497889243668776,-0.0026491307492735,-0.010547046061399,0.0256220711442907,0.1814745405141646,0.134799945101296,0.2116602122004387,4.06,0.0354689127960172,0.0061301626857463,0.0636479147939317,-0.0199756556468413,0.0277951753887784,0.1184491970803876,0.3339200489648597,0.0120751071964733,4.27,0.0304179049839898,0.149738803319229,,0.0162221167529921,0.0207778955787549,0.4600379534648411,-0.3894982249197252,0.7600681515491878,4.41
2003-03-01,0.0605296134207415,0.1244810301970602,0.0627805884028864,0.0106954590901766,0.017043533526885,0.8443148453166547,1.0727881051299129,0.7547333310220931,4.13,0.0543306361948356,0.0497889243668776,-0.0026491307492735,-0.010547046061399,0.0256220711442907,0.1814745405141646,0.134799945101296,0.2116602122004387,4.06,0.0354689127960172,0.0061301626857463,0.0636479147939317,-0.0199756556468413,0.0277951753887784,0.1184491970803876,0.3339200489648597,0.0120751071964733,4.27
2003-04-01,0.0831194835211173,0.0568384973522615,0.0618139618455257,0.0037052148394867,0.0333656373235369,0.0438395117378576,-0.1983748645665954,0.169964845784845,4.23,0.0605296134207415,0.1244810301970602,0.0627805884028864,0.0106954590901766,0.017043533526885,0.8443148453166547,1.0727881051299129,0.7547333310220931,4.13,0.0543306361948356,0.0497889243668776,-0.0026491307492735,-0.010547046061399,0.0256220711442907,0.1814745405141646,0.134799945101296,0.2116602122004387,4.06
2003-05-01,0.0836657453141604,0.0268609276899489,0.0511853748953861,-0.0071397037029292,0.0280550080816155,0.6055344864952179,-0.0471710625735806,0.8841785887003955,3.92,0.0831194835211173,0.0568384973522615,0.0618139618455257,0.0037052148394867,0.0333656373235369,0.0438395117378576,-0.1983748645665954,0.169964845784845,4.23,0.0605296134207415,0.1244810301970602,0.0627805884028864,0.0106954590901766,0.017043533526885,0.8443148453166547,1.0727881051299129,0.7547333310220931,4.13
2003-06-01,0.0761579065424768,0.1628991048967858,0.044432948780325,0.0131991463371328,0.028816088936038,-0.0509594357500855,-0.449025813403864,0.0703540260364707,3.72,0.0836657453141604,0.0268609276899489,0.0511853748953861,-0.0071397037029292,0.0280550080816155,0.6055344864952179,-0.0471710625735806,0.8841785887003955,3.92,0.0831194835211173,0.0568384973522615,0.0618139618455257,0.0037052148394867,0.0333656373235369,0.0438395117378576,-0.1983748645665954,0.169964845784845,4.23
2003-07-01,0.0658669773018552,-0.0176028824449296,0.0563958644354274,-0.003815635891863,0.0264969151131664,-0.6463549279130518,0.0303398008891964,-0.9622334280602036,4.06,0.0761579065424768,0.1628991048967858,0.044432948780325,0.0131991463371328,0.028816088936038,-0.0509594357500855,-0.449025813403864,0.0703540260364707,3.72,0.0836657453141604,0.0268609276899489,0.0511853748953861,-0.0071397037029292,0.0280550080816155,0.6055344864952179,-0.0471710625735806,0.8841785887003955,3.92
2003-08-01,0.0528021518834052,0.0724531161844002,-0.0136543008435792,-0.0693766183368191,0.0249153535782831,-0.1951004575801729,0.1219164745415728,-0.3579049075387636,4.2,0.0658669773018552,-0.0176028824449296,0.0563958644354274,-0.003815635891863,0.0264969151131664,-0.6463549279130518,0.0303398008891964,-0.9622334280602036,4.06,0.0761579065424768,0.1628991048967858,0.044432948780325,0.0131991463371328,0.028816088936038,-0.0509594357500855,-0.449025813403864,0.0703540260364707,3.72
2003-09-01,0.0863897254298544,0.1477329718070237,0.0033575856948457,-0.0166259497519076,0.023066653444232,0.0738715338581474,-0.3025260652644572,0.2456688086686025,4.23,0.0528021518834052,0.0724531161844002,-0.0136543008435792,-0.0693766183368191,0.0249153535782831,-0.1951004575801729,0.1219164745415728,-0.3579049075387636,4.2,0.0658669773018552,-0.0176028824449296,0.0563958644354274,-0.003815635891863,0.0264969151131664,-0.6463549279130518,0.0303398008891964,-0.9622334280602036,4.06
2003-10-01,0.0711475141158128,0.0842142567256889,0.052638702571194,0.0403879281433532,0.0258550470840779,-0.532069190196566,-0.8374881597577203,-0.4185801655161149,4.31,0.0863897254298544,0.1477329718070237,0.0033575856948457,-0.0166259497519076,0.023066653444232,0.0738715338581474,-0.3025260652644572,0.2456688086686025,4.23,0.0528021518834052,0.0724531161844002,-0.0136543008435792,-0.0693766183368191,0.0249153535782831,-0.1951004575801729,0.1219164745415728,-0.3579049075387636,4.2
2003-11-01,0.0621863572469933,0.0946363442508513,0.0305322000073218,0.0458716213681462,0.0264510872326431,-0.9067460278006508,-0.502740938442022,-1.0050612610369907,4.44,0.0711475141158128,0.0842142567256889,0.052638702571194,0.0403879281433532,0.0258550470840779,-0.532069190196566,-0.8374881597577203,-0.4185801655161149,4.31,0.0863897254298544,0.1477329718070237,0.0033575856948457,-0.0166259497519076,0.023066653444232,0.0738715338581474,-0.3025260652644572,0.2456688086686025,4.23
2003-12-01,0.0564088097214785,-0.0272299419500949,0.0360528338169166,0.0176772970890732,0.0266728615536759,-0.6837045062332548,-0.1187758688796059,-0.8427451790284283,4.36,0.0621863572469933,0.0946363442508513,0.0305322000073218,0.0458716213681462,0.0264510872326431,-0.9067460278006508,-0.502740938442022,-1.0050612610369907,4.44,0.0711475141158128,0.0842142567256889,0.052638702571194,0.0403879281433532,0.0258550470840779,-0.532069190196566,-0.8374881597577203,-0.4185801655161149,4.31
2004-01-01,0.0805227556785492,0.0472179381151907,-0.0079193802396639,0.0400007600760643,0.0262880490355374,-0.1419279749645863,-0.6663896775716012,0.0702071762735148,4.26,0.0564088097214785,-0.0272299419500949,0.0360528338169166,0.0176772970890732,0.0266728615536759,-0.6837045062332548,-0.1187758688796059,-0.8427451790284283,4.36,0.0621863572469933,0.0946363442508513,0.0305322000073218,0.0458716213681462,0.0264510872326431,-0.9067460278006508,-0.502740938442022,-1.0050612610369907,4.44
2004-02-01,0.0758628982697278,0.1166644509299512,0.1128168077293265,0.0539713224244744,0.0324207662041056,0.610899364766654,-0.1859201576801066,0.9048982637800284,4.18,0.0805227556785492,0.0472179381151907,-0.0079193802396639,0.0400007600760643,0.0262880490355374,-0.1419279749645863,-0.6663896775716012,0.0702071762735148,4.26,0.0564088097214785,-0.0272299419500949,0.0360528338169166,0.0176772970890732,0.0266728615536759,-0.6837045062332548,-0.1187758688796059,-0.8427451790284283,4.36
2004-03-01,0.0476169749722457,0.1717042003929449,0.0126394424983056,0.0058553205861455,0.0253677630400499,-0.3269814707469382,-0.912095441181167,-0.1419633042712291,4.02,0.0758628982697278,0.1166644509299512,0.1128168077293265,0.0539713224244744,0.0324207662041056,0.610899364766654,-0.1859201576801066,0.9048982637800284,4.18,0.0805227556785492,0.0472179381151907,-0.0079193802396639,0.0400007600760643,0.0262880490355374,-0.1419279749645863,-0.6663896775716012,0.0702071762735148,4.26
2004-04-01,0.0407371985448907,0.0741454613968688,0.0259690107359329,0.0024808925030948,0.0243913944562272,-0.0845937590107883,-0.2747118038582083,-0.0124047958811779,4.24,0.0476169749722457,0.1717042003929449,0.0126394424983056,0.0058553205861455,0.0253677630400499,-0.3269814707469382,-0.912095441181167,-0.1419633042712291,4.02,0.0758628982697278,0.1166644509299512,0.1128168077293265,0.0539713224244744,0.0324207662041056,0.610899364766654,-0.1859201576801066,0.9048982637800284,4.18
2004-05-01,0.0657158719585693,0.0859865115325622,0.0660025498286538,0.0565394009888802,0.0261383513108999,-0.9797387329669272,-0.5146509038186017,-1.149820930155185,4.39,0.0407371985448907,0.0741454613968688,0.0259690107359329,0.0024808925030948,0.0243913944562272,-0.0845937590107883,-0.2747118038582083,-0.0124047958811779,4.24,0.0476169749722457,0.1717042003929449,0.0126394424983056,0.0058553205861455,0.0253677630400499,-0.3269814707469382,-0.912095441181167,-0.1419633042712291,4.02
2004-06-01,0.0753290696843382,0.1115932348717478,0.0683020416654649,0.0450512542032077,0.0232175224399897,0.556482895734046,0.483511567103001,0.5727913026711935,4.44,0.0657158719585693,0.0859865115325622,0.0660025498286538,0.0565394009888802,0.0261383513108999,-0.9797387329669272,-0.5146509038186017,-1.149820930155185,4.39,0.0407371985448907,0.0741454613968688,0.0259690107359329,0.0024808925030948,0.0243913944562272,-0.0845937590107883,-0.2747118038582083,-0.0124047958811779,4.24
2004-07-01,0.1114019790045235,0.0266274215907191,0.0830190081241752,0.0555320813694626,0.0260031381016174,0.6300701117486972,0.0146544367186756,0.9280963646595648,4.34,0.0753290696843382,0.1115932348717478,0.0683020416654649,0.0450512542032077,0.0232175224399897,0.556482895734046,0.483511567103001,0.5727913026711935,4.44,0.0657158719585693,0.0859865115325622,0.0660025498286538,0.0565394009888802,0.0261383513108999,-0.9797387329669272,-0.5146509038186017,-1.149820930155185,4.39
2004-08-01,0.0495820555310642,0.110610582757749,0.1026538698941363,0.0365181746782283,0.0219355440467916,0.681367305116236,0.2832942538503964,0.8750483618439766,4.17,0.1114019790045235,0.0266274215907191,0.0830190081241752,0.0555320813694626,0.0260031381016174,0.6300701117486972,0.0146544367186756,0.9280963646595648,4.34,0.0753290696843382,0.1115932348717478,0.0683020416654649,0.0450512542032077,0.0232175224399897,0.556482895734046,0.483511567103001,0.5727913026711935,4.44
2004-09-01,0.0517123913792465,0.1214152176774625,0.0740370287842368,0.0519841077404636,0.0265860146108707,-0.1351228482463788,0.0634504222964338,-0.2140248315038366,4.11,0.0495820555310642,0.110610582757749,0.1026538698941363,0.0365181746782283,0.0219355440467916,0.681367305116236,0.2832942538503964,0.8750483618439766,4.17,0.1114019790045235,0.0266274215907191,0.0830190081241752,0.0555320813694626,0.0260031381016174,0.6300701117486972,0.0146544367186756,0.9280963646595648,4.34
2004-10-01,0.0657124826122084,-0.0508956096938266,0.0650160861943591,-0.0153802337174848,0.0253298475937802,0.0433600334593169,0.5052430397127913,-0.1506230732557956,3.98,0.0517123913792465,0.1214152176774625,0.0740370287842368,0.0519841077404636,0.0265860146108707,-0.1351228482463788,0.0634504222964338,-0.2140248315038366,4.11,0.0495820555310642,0.110610582757749,0.1026538698941363,0.0365181746782283,0.0219355440467916,0.681367305116236,0.2832942538503964,0.8750483618439766,4.17
2004-11-01,0.054362246223234,0.1890240677147545,0.0542810419068677,-0.0130341511359741,0.0259884105772361,0.4697474478130594,0.9558008283011876,0.2533975555742635,3.87,0.0657124826122084,-0.0508956096938266,0.0650160861943591,-0.0153802337174848,0.0253298475937802,0.0433600334593169,0.5052430397127913,-0.1506230732557956,3.98,0.0517123913792465,0.1214152176774625,0.0740370287842368,0.0519841077404636,0.0265860146108707,-0.1351228482463788,0.0634504222964338,-0.2140248315038366,4.11
