@date,"@dlog(inv1,0,12)","@dlog(inv2,0,12)","@dlog(inv3,0,12)","@dlog(inv4,0,12)","@dlog(inv5,0,12)","@dlog(inv6,0,12)","@dlog(inv7,0,12)","@dlog(inv8,0,12)",inv9,"@dlog(inv1(-1),0,12)","@dlog(inv2(-1),0,12)","@dlog(inv3(-1),0,12)","@dlog(inv4(-1),0,12)","@dlog(inv5(-1),0,12)","@dlog(inv6(-1),0,12)","@dlog(inv7(-1),0,12)","@dlog(inv8(-1),0,12)",inv9(-1),"@dlog(inv1(-2),0,12)","@dlog(inv2(-2),0,12)","@dlog(inv3(-2),0,12)","@dlog(inv4(-2),0,12)","@dlog(inv5(-2),0,12)","@dlog(inv6(-2),0,12)","@dlog(inv7(-2),0,12)","@dlog(inv8(-2),0,12)",inv9(-2)
1998-05-01,0.1231347573878789,0.0411176531018959,,0.1206632681456065,0.0389508588388416,0.0079222920285193,0.3149376323290234,-0.1485251118794401,5.06,0.0989380862360311,0.0630789594275196,,0.1128189762325355,0.042382254063682,0.1721474890825334,0.3586371364902572,0.0692651682854847,5.0,0.0821435003150847,0.2589526468844525,,0.060559694213266,0.0288248267078419,1.3073508887288483,0.4369765854977867,1.676181660928016,5.01
1998-06-01,0.1554426263538131,0.1625189294977733,,0.0773772596732324,0.0401133383822935,0.6501047924403291,0.1632922695509204,0.8193690125873552,4.91,0.1231347573878789,0.0411176531018959,,0.1206632681456065,0.0389508588388416,0.0079222920285193,0.3149376323290234,-0.1485251118794401,5.06,0.0989380862360311,0.0630789594275196,,0.1128189762325355,0.042382254063682,0.1721474890825334,0.3586371364902572,0.0692651682854847,5.0
1998-07-01,0.1138357485282259,0.1253958920662654,,0.034710624803294,0.0373405047556021,0.5525312018826652,0.2467547777006178,0.6725231466487961,4.82,0.1554426263538131,0.1625189294977733,,0.0773772596732324,0.0401133383822935,0.6501047924403291,0.1632922695509204,0.8193690125873552,4.91,0.1231347573878789,0.0411176531018959,,0.1206632681456065,0.0389508588388416,0.0079222920285193,0.3149376323290234,-0.1485251118794401,5.06
1998-08-01,0.1430399417993095,0.1333660496200845,,0.0597492364460805,0.0372562889513163,0.1321590888733172,0.0393181318683222,0.1713580453498711,4.59,0.1138357485282259,0.1253958920662654,,0.034710624803294,0.0373405047556021,0.5525312018826652,0.2467547777006178,0.6725231466487961,4.82,0.1554426263538131,0.1625189294977733,,0.0773772596732324,0.0401133383822935,0.6501047924403291,0.1632922695509204,0.8193690125873552,4.91
1998-09-01,0.0721575856896325,0.112685731039841,,0.0383045735156155,0.0377125950982222,0.6816255453746293,-0.0644137975727812,0.922352619044286,4.27,0.1430399417993095,0.1333660496200845,,0.0597492364460805,0.0372562889513163,0.1321590888733172,0.0393181318683222,0.1713580453498711,4.59,0.1138357485282259,0.1253958920662654,,0.034710624803294,0.0373405047556021,0.5525312018826652,0.2467547777006178,0.6725231466487961,4.82
1998-10-01,0.0451069757927333,0.0796006249261314,,0.0326208485033587,0.0382574669322188,-0.0417705535801147,0.1642489265336966,-0.1264143716051151,4.25,0.0721575856896325,0.112685731039841,,0.0383045735156155,0.0377125950982222,0.6816255453746293,-0.0644137975727812,0.922352619044286,4.27,0.1430399417993095,0.1333660496200845,,0.0597492364460805,0.0372562889513163,0.1321590888733172,0.0393181318683222,0.1713580453498711,4.59
1998-11-01,0.0659751393014058,0.244117114420737,,0.0400549419923139,0.0386113252183655,0.0060731339414985,-0.2761288451673085,0.1154521489428006,4.24,0.0451069757927333,0.0796006249261314,,0.0326208485033587,0.0382574669322188,-0.0417705535801147,0.1642489265336966,-0.1264143716051151,4.25,0.0721575856896325,0.112685731039841,,0.0383045735156155,0.0377125950982222,0.6816255453746293,-0.0644137975727812,0.922352619044286,4.27
1998-12-01,0.0931503811277076,0.1672775903266359,,0.0591744170108983,0.0378470949650324,0.6139945238681399,0.2864117386875726,0.6999721335198466,3.95,0.0659751393014058,0.244117114420737,,0.0400549419923139,0.0386113252183655,0.0060731339414985,-0.2761288451673085,0.1154521489428006,4.24,0.0451069757927333,0.0796006249261314,,0.0326208485033587,0.0382574669322188,-0.0417705535801147,0.1642489265336966,-0.1264143716051151,4.25
1999-01-01,0.0791773552996026,0.1581765618013815,,0.0390579950336276,0.0337981176196402,-0.0400529204941193,-0.3353199061926783,0.1314937929249193,3.82,0.0931503811277076,0.1672775903266359,,0.0591744170108983,0.0378470949650324,0.6139945238681399,0.2864117386875726,0.6999721335198466,3.95,0.0659751393014058,0.244117114420737,,0.0400549419923139,0.0386113252183655,0.0060731339414985,-0.2761288451673085,0.1154521489428006,4.24
1999-02-01,0.0472994135196733,0.1965637041317407,,-0.0048731550742262,0.031352745793475,0.1406130518705079,-0.254720613692708,0.3041870503793458,3.97,0.0791773552996026,0.1581765618013815,,0.0390579950336276,0.0337981176196402,-0.0400529204941193,-0.3353199061926783,0.1314937929249193,3.82,0.0931503811277076,0.1672775903266359,,0.0591744170108983,0.0378470949650324,0.6139945238681399,0.2864117386875726,0.6999721335198466,3.95
1999-03-01,0.082850537270799,0.2380618875527762,,0.033142169823277,0.0370686528672017,-0.516456364865153,0.2112094889088531,-0.7881015181696308,4.18,0.0472994135196733,0.1965637041317407,,-0.0048731550742262,0.031352745793475,0.1406130518705079,-0.254720613692708,0.3041870503793458,3.97,0.0791773552996026,0.1581765618013815,,0.0390579950336276,0.0337981176196402,-0.0400529204941193,-0.3353199061926783,0.1314937929249193,3.82
1999-04-01,0.0521212778520405,0.1496484007691432,,-0.0169213681082434,0.0240157450732159,0.5194322102931376,0.2885274440926668,0.6428201846896666,4.04,0.082850537270799,0.2380618875527762,,0.033142169823277,0.0370686528672017,-0.516456364865153,0.2112094889088531,-0.7881015181696308,4.18,0.0472994135196733,0.1965637041317407,,-0.0048731550742262,0.031352745793475,0.1406130518705079,-0.254720613692708,0.3041870503793458,3.97
1999-05-01,0.0843424086569744,0.2651077504132413,,0.0011604986676969,0.0338862605623582,0.4639836078348107,-0.0400231510641066,0.690009704743165,4.2,0.0521212778520405,0.1496484007691432,,-0.0169213681082434,0.0240157450732159,0.5194322102931376,0.2885274440926668,0.6428201846896666,4.04,0.082850537270799,0.2380618875527762,,0.033142169823277,0.0370686528672017,-0.516456364865153,0.2112094889088531,-0.7881015181696308,4.18
1999-06-01,0.0376404769161435,0.2017320194312368,,0.0017390542167214,0.0321309370743847,-0.1068952294802869,0.1482504054600841,-0.1818001008761367,4.53,0.0843424086569744,0.2651077504132413,,0.0011604986676969,0.0338862605623582,0.4639836078348107,-0.0400231510641066,0.690009704743165,4.2,0.0521212778520405,0.1496484007691432,,-0.0169213681082434,0.0240157450732159,0.5194322102931376,0.2885274440926668,0.6428201846896666,4.04
1999-07-01,0.0745822880390472,0.1623419139789526,,0.0780289961496523,0.0369667106078983,-0.1901401653897352,-0.3019675713570393,-0.1572405046280085,4.86,0.0376404769161435,0.2017320194312368,,0.0017390542167214,0.0321309370743847,-0.1068952294802869,0.1482504054600841,-0.1818001008761367,4.53,0.0843424086569744,0.2651077504132413,,0.0011604986676969,0.0338862605623582,0.4639836078348107,-0.0400231510641066,0.690009704743165,4.2
1999-08-01,0.0401424099502003,0.1530366579279558,,-0.0175705439987208,0.0327753740396774,-0.469924739487558,-0.3226414430377495,-0.534675328797741,5.06,0.0745822880390472,0.1623419139789526,,0.0780289961496523,0.0369667106078983,-0.1901401653897352,-0.3019675713570393,-0.1572405046280085,4.86,0.0376404769161435,0.2017320194312368,,0.0017390542167214,0.0321309370743847,-0.1068952294802869,0.1482504054600841,-0.1818001008761367,4.53
1999-09-01,0.074569645306167,0.1779980459734584,,0.0606793735399966,0.0332565839914735,-0.5126656714737744,0.1256963529362398,-0.7018941434571548,5.24,0.0401424099502003,0.1530366579279558,,-0.0175705439987208,0.0327753740396774,-0.469924739487558,-0.3226414430377495,-0.534675328797741,5.06,0.0745822880390472,0.1623419139789526,,0.0780289961496523,0.0369667106078983,-0.1901401653897352,-0.3019675713570393,-0.1572405046280085,4.86
1999-10-01,0.097405206080289,0.0795282854685481,,0.0404083526371898,0.0393167943319561,-0.1994986749783489,-0.1694850340450546,-0.2140591601830248,5.47,0.074569645306167,0.1779980459734584,,0.0606793735399966,0.0332565839914735,-0.5126656714737744,0.1256963529362398,-0.7018941434571548,5.24,0.0401424099502003,0.1530366579279558,,-0.0175705439987208,0.0327753740396774,-0.469924739487558,-0.3226414430377495,-0.534675328797741,5.06
1999-11-01,0.0677769877472744,0.1774664996599355,,0.0330883481636634,0.0349098179557554,-0.0372440927162376,0.2594561891294446,-0.1535131354719574,5.18,0.097405206080289,0.0795282854685481,,0.0404083526371898,0.0393167943319561,-0.1994986749783489,-0.1694850340450546,-0.2140591601830248,5.47,0.074569645306167,0.1779980459734584,,0.0606793735399966,0.0332565839914735,-0.5126656714737744,0.1256963529362398,-0.7018941434571548,5.24
