@date,"@dlog(cp1,0,12)","@dlog(cp2,0,12)","@dlog(cp3,0,12)","@dlog(cp5,0,12)","@dlog(cp6,0,12)","@dlog(cp7,0,12)","@dlog(cp8,0,12)","@dlog(cp9,0,12)","@dlog(cp10,0,12)","@dlog(cp12,0,12)","@dlog(cp13,0,12)","@dlog(cp14,0,12)",cp16,"@dlog(cp17,0,12)",cp18,"@dlog(cp19,0,12)","@dlog(cp20,0,12)","@dlog(cp21,0,12)","@dlog(cp1(-1),0,12)","@dlog(cp2(-1),0,12)","@dlog(cp3(-1),0,12)","@dlog(cp5(-1),0,12)","@dlog(cp6(-1),0,12)","@dlog(cp7(-1),0,12)","@dlog(cp8(-1),0,12)","@dlog(cp9(-1),0,12)","@dlog(cp10(-1),0,12)","@dlog(cp12(-1),0,12)","@dlog(cp13(-1),0,12)","@dlog(cp14(-1),0,12)",cp16(-1),"@dlog(cp17(-1),0,12)",cp18(-1),"@dlog(cp19(-1),0,12)","@dlog(cp20(-1),0,12)","@dlog(cp21(-1),0,12)","@dlog(cp1(-2),0,12)","@dlog(cp2(-2),0,12)","@dlog(cp3(-2),0,12)","@dlog(cp5(-2),0,12)","@dlog(cp6(-2),0,12)","@dlog(cp7(-2),0,12)","@dlog(cp8(-2),0,12)","@dlog(cp9(-2),0,12)","@dlog(cp10(-2),0,12)","@dlog(cp12(-2),0,12)","@dlog(cp13(-2),0,12)","@dlog(cp14(-2),0,12)",cp16(-2),"@dlog(cp17(-2),0,12)",cp18(-2),"@dlog(cp19(-2),0,12)","@dlog(cp20(-2),0,12)","@dlog(cp21(-2),0,12)"
2007-04-01,0.0212133109566687,-0.0118907465215212,-0.0117808340311489,-0.0480861866676374,-0.0620597972848191,0.0200054905834532,0.0254848464670116,0.0175527354555189,0.0149474387741213,0.0037818107308478,0.0291954093258706,-0.0256440323459719,-27.6,0.0240540247788967,-12.1,0.0233868235311893,0.0337298835988448,0.0240540247788967,0.040374657370318,0.0235859990058795,0.0426731411260758,-0.0722625687666589,-0.0023057051956101,0.0517840523384567,0.0529117427524896,0.0555675244702689,0.0454737479995683,-0.0868334801371855,0.038732103894608,-0.0423444449371972,-35.4,0.0243402907999028,-11.1,0.0339521128768396,0.0362655940225948,0.0243402907999028,0.019005965861047,0.0150617195294104,0.0234456185746809,-0.0293788497328728,-0.0452350038448479,0.0269666204909446,0.0335399012171553,0.0434148782108998,0.0112335762330717,-0.0432179776378358,0.0340972691295,-0.0443002572903674,-34.3,0.0238332066602726,-11.8,0.0288442996367166,0.0359589282142955,0.0238332066602726
2007-05-01,0.0234370664918213,0.009448889197932,0.0009004953332505,0.0167401278624961,-0.0017065406318419,0.0277965769752821,0.0352648676599303,0.0157549427569287,0.0373616851925691,-0.0610305129425814,0.0313553591063229,-0.0157363207985632,-28.4,0.0231992838501398,-12.1,0.0229125618983916,0.033111122958962,0.0231992838501398,0.0212133109566687,-0.0118907465215212,-0.0117808340311489,-0.0480861866676374,-0.0620597972848191,0.0200054905834532,0.0254848464670116,0.0175527354555189,0.0149474387741213,0.0037818107308478,0.0291954093258706,-0.0256440323459719,-27.6,0.0240540247788967,-12.1,0.0233868235311893,0.0337298835988448,0.0240540247788967,0.040374657370318,0.0235859990058795,0.0426731411260758,-0.0722625687666589,-0.0023057051956101,0.0517840523384567,0.0529117427524896,0.0555675244702689,0.0454737479995683,-0.0868334801371855,0.038732103894608,-0.0423444449371972,-35.4,0.0243402907999028,-11.1,0.0339521128768396,0.0362655940225948,0.0243402907999028
2007-06-01,0.0369586479190466,0.0366227136786978,-0.0159295403750228,0.0137264973135735,-0.0180294635131925,0.0325132922183533,0.0353715824503986,0.0253327365295934,0.0328703774217302,-0.1020610050670285,0.0376825264001681,0.0031154315867683,-32.5,0.0235247816089758,-11.5,0.0251676830054217,0.0303856257390506,0.0235247816089758,0.0234370664918213,0.009448889197932,0.0009004953332505,0.0167401278624961,-0.0017065406318419,0.0277965769752821,0.0352648676599303,0.0157549427569287,0.0373616851925691,-0.0610305129425814,0.0313553591063229,-0.0157363207985632,-28.4,0.0231992838501398,-12.1,0.0229125618983916,0.033111122958962,0.0231992838501398,0.0212133109566687,-0.0118907465215212,-0.0117808340311489,-0.0480861866676374,-0.0620597972848191,0.0200054905834532,0.0254848464670116,0.0175527354555189,0.0149474387741213,0.0037818107308478,0.0291954093258706,-0.0256440323459719,-27.6,0.0240540247788967,-12.1,0.0233868235311893,0.0337298835988448,0.0240540247788967
2007-07-01,0.0353354003949872,0.0240203702414696,0.0027186242389936,-0.033143050101243,-0.0001433366382848,0.0265736366577931,0.0357095137869958,0.0260409858659036,0.025658435549972,-0.0220342859561171,0.0279221830585303,0.0078230923762747,-32.3,0.0221777614238218,-10.0,0.0256784131574887,0.0284937039385155,0.0221777614238218,0.0369586479190466,0.0366227136786978,-0.0159295403750228,0.0137264973135735,-0.0180294635131925,0.0325132922183533,0.0353715824503986,0.0253327365295934,0.0328703774217302,-0.1020610050670285,0.0376825264001681,0.0031154315867683,-32.5,0.0235247816089758,-11.5,0.0251676830054217,0.0303856257390506,0.0235247816089758,0.0234370664918213,0.009448889197932,0.0009004953332505,0.0167401278624961,-0.0017065406318419,0.0277965769752821,0.0352648676599303,0.0157549427569287,0.0373616851925691,-0.0610305129425814,0.0313553591063229,-0.0157363207985632,-28.4,0.0231992838501398,-12.1,0.0229125618983916,0.033111122958962,0.0231992838501398
2007-08-01,0.0203851331921764,0.0549720232450132,-0.0118560440303134,0.0378010425938368,-0.0269747564484745,0.0185041123802358,0.0339519544507709,0.0324975367821442,0.0280997752901699,-0.0806264756368477,0.0246835407977155,0.0222438384962293,-29.5,0.0215174924759598,-12.3,0.0233916610276194,0.0273941034241307,0.0215174924759598,0.0353354003949872,0.0240203702414696,0.0027186242389936,-0.033143050101243,-0.0001433366382848,0.0265736366577931,0.0357095137869958,0.0260409858659036,0.025658435549972,-0.0220342859561171,0.0279221830585303,0.0078230923762747,-32.3,0.0221777614238218,-10.0,0.0256784131574887,0.0284937039385155,0.0221777614238218,0.0369586479190466,0.0366227136786978,-0.0159295403750228,0.0137264973135735,-0.0180294635131925,0.0325132922183533,0.0353715824503986,0.0253327365295934,0.0328703774217302,-0.1020610050670285,0.0376825264001681,0.0031154315867683,-32.5,0.0235247816089758,-11.5,0.0251676830054217,0.0303856257390506,0.0235247816089758
2007-09-01,0.0206585511938648,0.0164258679420168,0.0081633106391612,-0.0134230203321408,-0.0796053413118063,0.0200674001392675,0.0214810149552011,0.0362298463381494,0.0088952422994683,-0.115932936661828,0.0259141120050969,0.0257057594698837,-44.0,0.0264386299141143,-14.1,0.0215124397473056,0.0264854993766672,0.0264386299141143,0.0203851331921764,0.0549720232450132,-0.0118560440303134,0.0378010425938368,-0.0269747564484745,0.0185041123802358,0.0339519544507709,0.0324975367821442,0.0280997752901699,-0.0806264756368477,0.0246835407977155,0.0222438384962293,-29.5,0.0215174924759598,-12.3,0.0233916610276194,0.0273941034241307,0.0215174924759598,0.0353354003949872,0.0240203702414696,0.0027186242389936,-0.033143050101243,-0.0001433366382848,0.0265736366577931,0.0357095137869958,0.0260409858659036,0.025658435549972,-0.0220342859561171,0.0279221830585303,0.0078230923762747,-32.3,0.0221777614238218,-10.0,0.0256784131574887,0.0284937039385155,0.0221777614238218
2007-10-01,0.0191816860170943,0.003164559602963,0.0,-0.030972320852638,0.0335993694863017,0.0141018153512311,0.0131798543960925,0.0336528426156865,0.0041797974404813,-0.1323304483868863,0.0244496247920054,0.027586655940949,-38.4,0.0352228696682184,-15.1,0.020108570077638,0.0257358400753489,0.0352228696682184,0.0206585511938648,0.0164258679420168,0.0081633106391612,-0.0134230203321408,-0.0796053413118063,0.0200674001392675,0.0214810149552011,0.0362298463381494,0.0088952422994683,-0.115932936661828,0.0259141120050969,0.0257057594698837,-44.0,0.0264386299141143,-14.1,0.0215124397473056,0.0264854993766672,0.0264386299141143,0.0203851331921764,0.0549720232450132,-0.0118560440303134,0.0378010425938368,-0.0269747564484745,0.0185041123802358,0.0339519544507709,0.0324975367821442,0.0280997752901699,-0.0806264756368477,0.0246835407977155,0.0222438384962293,-29.5,0.0215174924759598,-12.3,0.0233916610276194,0.0273941034241307,0.0215174924759598
2007-11-01,0.0042065002894062,-0.0223116825097804,-0.0260923484244051,-0.0309518643591664,-0.0604037848622791,0.0054922116540758,0.0089402822208715,0.0352245828656938,-0.0077735848517193,-0.1788181110830642,0.0231145686164744,0.0346393477961095,-37.2,0.0398909861021818,-17.0,0.021838619484237,0.0234855876135924,0.0398909861021818,0.0191816860170943,0.003164559602963,0.0,-0.030972320852638,0.0335993694863017,0.0141018153512311,0.0131798543960925,0.0336528426156865,0.0041797974404813,-0.1323304483868863,0.0244496247920054,0.027586655940949,-38.4,0.0352228696682184,-15.1,0.020108570077638,0.0257358400753489,0.0352228696682184,0.0206585511938648,0.0164258679420168,0.0081633106391612,-0.0134230203321408,-0.0796053413118063,0.0200674001392675,0.0214810149552011,0.0362298463381494,0.0088952422994683,-0.115932936661828,0.0259141120050969,0.0257057594698837,-44.0,0.0264386299141143,-14.1,0.0215124397473056,0.0264854993766672,0.0264386299141143
2007-12-01,0.0198875712043218,0.0038565416097533,0.010318234278392,-0.0023932999058411,0.0610621798858765,-0.0088803672393442,-0.0116923007290772,0.0167593114232031,0.0087618532487772,-0.1875797366077023,0.0224155117208813,0.0513905028836498,-40.5,0.0413360767112855,-20.2,0.0154800614272634,0.0221568874315103,0.0413360767112855,0.0042065002894062,-0.0223116825097804,-0.0260923484244051,-0.0309518643591664,-0.0604037848622791,0.0054922116540758,0.0089402822208715,0.0352245828656938,-0.0077735848517193,-0.1788181110830642,0.0231145686164744,0.0346393477961095,-37.2,0.0398909861021818,-17.0,0.021838619484237,0.0234855876135924,0.0398909861021818,0.0191816860170943,0.003164559602963,0.0,-0.030972320852638,0.0335993694863017,0.0141018153512311,0.0131798543960925,0.0336528426156865,0.0041797974404813,-0.1323304483868863,0.0244496247920054,0.027586655940949,-38.4,0.0352228696682184,-15.1,0.020108570077638,0.0257358400753489,0.0352228696682184
2008-01-01,-0.0008169822165369,0.0317241304027291,0.0392541865168558,0.0403280453869721,-0.1359799035801021,-0.0106883239497221,-0.0122177164389212,0.0386021434308609,0.0184686373197449,-0.2853508763251628,0.0186970121512626,0.08264328405747,-37.9,0.0418701452364933,-20.7,0.0176287018820815,0.01873205428436,0.0418701452364933,0.0198875712043218,0.0038565416097533,0.010318234278392,-0.0023932999058411,0.0610621798858765,-0.0088803672393442,-0.0116923007290772,0.0167593114232031,0.0087618532487772,-0.1875797366077023,0.0224155117208813,0.0513905028836498,-40.5,0.0413360767112855,-20.2,0.0154800614272634,0.0221568874315103,0.0413360767112855,0.0042065002894062,-0.0223116825097804,-0.0260923484244051,-0.0309518643591664,-0.0604037848622791,0.0054922116540758,0.0089402822208715,0.0352245828656938,-0.0077735848517193,-0.1788181110830642,0.0231145686164744,0.0346393477961095,-37.2,0.0398909861021818,-17.0,0.021838619484237,0.0234855876135924,0.0398909861021818
2008-02-01,0.0205207152320259,0.0117326336081102,0.0350298513292148,0.0072260450917402,0.0073821205965618,-0.0173159563593685,-0.0279146973106492,0.0577470192445357,0.018979680691368,-0.2916954964714069,0.0160142926823727,0.1094589828572036,-52.3,0.042751546793502,-21.3,0.0207958368428862,0.0157439620286385,0.042751546793502,-0.0008169822165369,0.0317241304027291,0.0392541865168558,0.0403280453869721,-0.1359799035801021,-0.0106883239497221,-0.0122177164389212,0.0386021434308609,0.0184686373197449,-0.2853508763251628,0.0186970121512626,0.08264328405747,-37.9,0.0418701452364933,-20.7,0.0176287018820815,0.01873205428436,0.0418701452364933,0.0198875712043218,0.0038565416097533,0.010318234278392,-0.0023932999058411,0.0610621798858765,-0.0088803672393442,-0.0116923007290772,0.0167593114232031,0.0087618532487772,-0.1875797366077023,0.0224155117208813,0.0513905028836498,-40.5,0.0413360767112855,-20.2,0.0154800614272634,0.0221568874315103,0.0413360767112855
2008-03-01,-0.0281410590993713,-0.0380093259669846,-0.0481376355981542,0.0214176226309277,-0.331494890793401,-0.0566469876857276,-0.0602662007037828,0.0013325943307362,-0.0465509347042312,-0.5076958200547725,0.0073024413349127,0.1108935037244416,-53.4,0.0440285838544474,-20.7,0.0087980501035227,0.011521899818625,0.0440285838544474,0.0205207152320259,0.0117326336081102,0.0350298513292148,0.0072260450917402,0.0073821205965618,-0.0173159563593685,-0.0279146973106492,0.0577470192445357,0.018979680691368,-0.2916954964714069,0.0160142926823727,0.1094589828572036,-52.3,0.042751546793502,-21.3,0.0207958368428862,0.0157439620286385,0.042751546793502,-0.0008169822165369,0.0317241304027291,0.0392541865168558,0.0403280453869721,-0.1359799035801021,-0.0106883239497221,-0.0122177164389212,0.0386021434308609,0.0184686373197449,-0.2853508763251628,0.0186970121512626,0.08264328405747,-37.9,0.0418701452364933,-20.7,0.0176287018820815,0.01873205428436,0.0418701452364933
2008-04-01,0.0035134878962219,-0.0209516124857787,0.0090744724334062,-0.0342413410095652,0.0152992227576334,-0.0270909892144475,-0.0276381933778235,0.0367823322025326,0.0025648593857319,-0.1239473722302069,0.0074267434388488,0.1448741163612386,-54.3,0.0410139452271316,-24.1,0.0044122782724613,0.0091806004333516,0.0410139452271316,-0.0281410590993713,-0.0380093259669846,-0.0481376355981542,0.0214176226309277,-0.331494890793401,-0.0566469876857276,-0.0602662007037828,0.0013325943307362,-0.0465509347042312,-0.5076958200547725,0.0073024413349127,0.1108935037244416,-53.4,0.0440285838544474,-20.7,0.0087980501035227,0.011521899818625,0.0440285838544474,0.0205207152320259,0.0117326336081102,0.0350298513292148,0.0072260450917402,0.0073821205965618,-0.0173159563593685,-0.0279146973106492,0.0577470192445357,0.018979680691368,-0.2916954964714069,0.0160142926823727,0.1094589828572036,-52.3,0.042751546793502,-21.3,0.0207958368428862,0.0157439620286385,0.042751546793502
2008-05-01,-0.0311474502226003,-0.0790635633673639,-0.0282994695213645,-0.1075588018805238,-0.278467570438103,-0.0509944156017194,-0.055503702755578,0.0140797349164873,-0.05510858480093,-0.4304957978791179,0.0077702166780149,0.1762631480077709,-53.8,0.0449932773199579,-28.0,0.0028564382152493,0.0039708700344398,0.0449932773199579,0.0035134878962219,-0.0209516124857787,0.0090744724334062,-0.0342413410095652,0.0152992227576334,-0.0270909892144475,-0.0276381933778235,0.0367823322025326,0.0025648593857319,-0.1239473722302069,0.0074267434388488,0.1448741163612386,-54.3,0.0410139452271316,-24.1,0.0044122782724613,0.0091806004333516,0.0410139452271316,-0.0281410590993713,-0.0380093259669846,-0.0481376355981542,0.0214176226309277,-0.331494890793401,-0.0566469876857276,-0.0602662007037828,0.0013325943307362,-0.0465509347042312,-0.5076958200547725,0.0073024413349127,0.1108935037244416,-53.4,0.0440285838544474,-20.7,0.0087980501035227,0.011521899818625,0.0440285838544474
2008-06-01,-0.0732759240060296,-0.1201768702844701,-0.0625779109381845,-0.0835908285506654,-0.3687159380353026,-0.0704198938194178,-0.075166120432569,-0.0146103655579379,-0.0791559095055678,-0.4843129550015454,-0.0090251620203396,0.1955363693185541,-59.0,0.0488981872864844,-34.3,-0.0091309030783044,-0.0029853613001353,0.0488981872864844,-0.0311474502226003,-0.0790635633673639,-0.0282994695213645,-0.1075588018805238,-0.278467570438103,-0.0509944156017194,-0.055503702755578,0.0140797349164873,-0.05510858480093,-0.4304957978791179,0.0077702166780149,0.1762631480077709,-53.8,0.0449932773199579,-28.0,0.0028564382152493,0.0039708700344398,0.0449932773199579,0.0035134878962219,-0.0209516124857787,0.0090744724334062,-0.0342413410095652,0.0152992227576334,-0.0270909892144475,-0.0276381933778235,0.0367823322025326,0.0025648593857319,-0.1239473722302069,0.0074267434388488,0.1448741163612386,-54.3,0.0410139452271316,-24.1,0.0044122782724613,0.0091806004333516,0.0410139452271316
2008-07-01,-0.0560510526877795,-0.064538521137571,-0.0182653479772936,0.0298777410775041,-0.32066012217396,-0.0612892260690802,-0.0690315850846019,0.0151485437380589,-0.0445649696556955,-0.3642355941621371,-0.006906725071607,0.2084162138782037,-60.1,0.0513984832833269,-35.5,-0.010993173544314,-0.0076234269882338,0.0513984832833269,-0.0732759240060296,-0.1201768702844701,-0.0625779109381845,-0.0835908285506654,-0.3687159380353026,-0.0704198938194178,-0.075166120432569,-0.0146103655579379,-0.0791559095055678,-0.4843129550015454,-0.0090251620203396,0.1955363693185541,-59.0,0.0488981872864844,-34.3,-0.0091309030783044,-0.0029853613001353,0.0488981872864844,-0.0311474502226003,-0.0790635633673639,-0.0282994695213645,-0.1075588018805238,-0.278467570438103,-0.0509944156017194,-0.055503702755578,0.0140797349164873,-0.05510858480093,-0.4304957978791179,0.0077702166780149,0.1762631480077709,-53.8,0.0449932773199579,-28.0,0.0028564382152493,0.0039708700344398,0.0449932773199579
2008-08-01,-0.0525022787405093,-0.1333099332060552,-0.0185190477672376,-0.1065012168739567,-0.5322650852086603,-0.0694013705683458,-0.0772732215015761,-0.0104222321141547,-0.0713009218795903,-0.4825429437423025,0.0003869480356915,0.2210236663104652,-64.9,0.0478709169209734,-32.3,-0.0115972538088309,-0.0091144485594636,0.0478709169209734,-0.0560510526877795,-0.064538521137571,-0.0182653479772936,0.0298777410775041,-0.32066012217396,-0.0612892260690802,-0.0690315850846019,0.0151485437380589,-0.0445649696556955,-0.3642355941621371,-0.006906725071607,0.2084162138782037,-60.1,0.0513984832833269,-35.5,-0.010993173544314,-0.0076234269882338,0.0513984832833269,-0.0732759240060296,-0.1201768702844701,-0.0625779109381845,-0.0835908285506654,-0.3687159380353026,-0.0704198938194178,-0.075166120432569,-0.0146103655579379,-0.0791559095055678,-0.4843129550015454,-0.0090251620203396,0.1955363693185541,-59.0,0.0488981872864844,-34.3,-0.0091309030783044,-0.0029853613001353,0.0488981872864844
2008-09-01,-0.0465080513000941,-0.1567400132263277,-0.0585941642660525,-0.1314894180068835,-0.3886874463721384,-0.0722617925067376,-0.0769698698746816,-0.0305851913935226,-0.0744440065541054,-0.4329868896396593,-0.024679946929611,0.2634298636617895,-64.0,0.044384782142699,-33.4,-0.0176548487531196,-0.0159834183651721,0.044384782142699,-0.0525022787405093,-0.1333099332060552,-0.0185190477672376,-0.1065012168739567,-0.5322650852086603,-0.0694013705683458,-0.0772732215015761,-0.0104222321141547,-0.0713009218795903,-0.4825429437423025,0.0003869480356915,0.2210236663104652,-64.9,0.0478709169209734,-32.3,-0.0115972538088309,-0.0091144485594636,0.0478709169209734,-0.0560510526877795,-0.064538521137571,-0.0182653479772936,0.0298777410775041,-0.32066012217396,-0.0612892260690802,-0.0690315850846019,0.0151485437380589,-0.0445649696556955,-0.3642355941621371,-0.006906725071607,0.2084162138782037,-60.1,0.0513984832833269,-35.5,-0.010993173544314,-0.0076234269882338,0.0513984832833269
2008-10-01,-0.0808162420135714,-0.1315023083977422,-0.0422080999737914,-0.0614527792136634,-0.5101096658584544,-0.0796240786773649,-0.0763997596003829,-0.0508125836290851,-0.0792102727534667,-0.4226481498212048,-0.0277227085296729,0.3188912340578937,-62.2,0.0349425896409174,-36.9,-0.0256061095720241,-0.0260924032049434,0.0349425896409174,-0.0465080513000941,-0.1567400132263277,-0.0585941642660525,-0.1314894180068835,-0.3886874463721384,-0.0722617925067376,-0.0769698698746816,-0.0305851913935226,-0.0744440065541054,-0.4329868896396593,-0.024679946929611,0.2634298636617895,-64.0,0.044384782142699,-33.4,-0.0176548487531196,-0.0159834183651721,0.044384782142699,-0.0525022787405093,-0.1333099332060552,-0.0185190477672376,-0.1065012168739567,-0.5322650852086603,-0.0694013705683458,-0.0772732215015761,-0.0104222321141547,-0.0713009218795903,-0.4825429437423025,0.0003869480356915,0.2210236663104652,-64.9,0.0478709169209734,-32.3,-0.0115972538088309,-0.0091144485594636,0.0478709169209734
2008-11-01,-0.0771811334255341,-0.1482588577486554,-0.0314840819332831,-0.0767911320370879,-0.6848910191266828,-0.0896773530791161,-0.0828938022930447,-0.0666317537181981,-0.0857394542135789,-0.6015499645390249,-0.0350745269892911,0.3557269054896297,-59.4,0.0235497010358392,-35.8,-0.0351750832057318,-0.0386990567066192,0.0235497010358392,-0.0808162420135714,-0.1315023083977422,-0.0422080999737914,-0.0614527792136634,-0.5101096658584544,-0.0796240786773649,-0.0763997596003829,-0.0508125836290851,-0.0792102727534667,-0.4226481498212048,-0.0277227085296729,0.3188912340578937,-62.2,0.0349425896409174,-36.9,-0.0256061095720241,-0.0260924032049434,0.0349425896409174,-0.0465080513000941,-0.1567400132263277,-0.0585941642660525,-0.1314894180068835,-0.3886874463721384,-0.0722617925067376,-0.0769698698746816,-0.0305851913935226,-0.0744440065541054,-0.4329868896396593,-0.024679946929611,0.2634298636617895,-64.0,0.044384782142699,-33.4,-0.0176548487531196,-0.0159834183651721,0.044384782142699
2008-12-01,-0.1069703564615336,-0.2242989529447658,-0.1083113530757717,-0.1450073046590532,-0.6909825503124178,-0.1045187927144333,-0.085405616060652,-0.0841578822880224,-0.1335618185201266,-0.3924433159855204,-0.0474814267094245,0.384792358706421,-66.4,0.0142301345669562,-36.4,-0.0401260573613333,-0.0485501585810048,0.0142301345669562,-0.0771811334255341,-0.1482588577486554,-0.0314840819332831,-0.0767911320370879,-0.6848910191266828,-0.0896773530791161,-0.0828938022930447,-0.0666317537181981,-0.0857394542135789,-0.6015499645390249,-0.0350745269892911,0.3557269054896297,-59.4,0.0235497010358392,-35.8,-0.0351750832057318,-0.0386990567066192,0.0235497010358392,-0.0808162420135714,-0.1315023083977422,-0.0422080999737914,-0.0614527792136634,-0.5101096658584544,-0.0796240786773649,-0.0763997596003829,-0.0508125836290851,-0.0792102727534667,-0.4226481498212048,-0.0277227085296729,0.3188912340578937,-62.2,0.0349425896409174,-36.9,-0.0256061095720241,-0.0260924032049434,0.0349425896409174
2009-01-01,-0.0799031538324745,-0.246646848572082,-0.1341292999667,-0.1525709006677402,-0.5372085374735267,-0.08036944075155,-0.0690351251344463,-0.1032967722830724,-0.145186773050951,-0.5798618840389267,-0.05155920501854,0.386095504852486,-65.3,0.0080410607567902,-35.9,-0.0441753463708787,-0.0568324210052999,0.0080410607567902,-0.1069703564615336,-0.2242989529447658,-0.1083113530757717,-0.1450073046590532,-0.6909825503124178,-0.1045187927144333,-0.085405616060652,-0.0841578822880224,-0.1335618185201266,-0.3924433159855204,-0.0474814267094245,0.384792358706421,-66.4,0.0142301345669562,-36.4,-0.0401260573613333,-0.0485501585810048,0.0142301345669562,-0.0771811334255341,-0.1482588577486554,-0.0314840819332831,-0.0767911320370879,-0.6848910191266828,-0.0896773530791161,-0.0828938022930447,-0.0666317537181981,-0.0857394542135789,-0.6015499645390249,-0.0350745269892911,0.3557269054896297,-59.4,0.0235497010358392,-35.8,-0.0351750832057318,-0.0386990567066192,0.0235497010358392
2009-02-01,-0.0897084865478232,-0.2171351990980952,-0.0502973234600032,-0.1214898975877103,-0.6703557254731063,-0.0902334131891411,-0.0844537996001397,-0.1376836828401426,-0.1340052577567956,-0.4840164957025124,-0.0590991015819497,0.4080136886781043,-64.6,0.0065874841206454,-40.3,-0.0478995026695594,-0.0650945582418494,0.0065874841206454,-0.0799031538324745,-0.246646848572082,-0.1341292999667,-0.1525709006677402,-0.5372085374735267,-0.08036944075155,-0.0690351251344463,-0.1032967722830724,-0.145186773050951,-0.5798618840389267,-0.05155920501854,0.386095504852486,-65.3,0.0080410607567902,-35.9,-0.0441753463708787,-0.0568324210052999,0.0080410607567902,-0.1069703564615336,-0.2242989529447658,-0.1083113530757717,-0.1450073046590532,-0.6909825503124178,-0.1045187927144333,-0.085405616060652,-0.0841578822880224,-0.1335618185201266,-0.3924433159855204,-0.0474814267094245,0.384792358706421,-66.4,0.0142301345669562,-36.4,-0.0401260573613333,-0.0485501585810048,0.0142301345669562
2009-03-01,-0.0957247352112995,-0.2613962101808553,-0.0448254313800644,-0.2412361501003656,-0.4886230784072793,-0.08565948183755,-0.0799090823848205,-0.1291696673953666,-0.1232297439834271,-0.2951064219022576,-0.0676581756517862,0.4491003301562841,-61.1,-0.0006085002996218,-33.9,-0.050024958501285,-0.0718377563964089,-0.0006085002996218,-0.0897084865478232,-0.2171351990980952,-0.0502973234600032,-0.1214898975877103,-0.6703557254731063,-0.0902334131891411,-0.0844537996001397,-0.1376836828401426,-0.1340052577567956,-0.4840164957025124,-0.0590991015819497,0.4080136886781043,-64.6,0.0065874841206454,-40.3,-0.0478995026695594,-0.0650945582418494,0.0065874841206454,-0.0799031538324745,-0.246646848572082,-0.1341292999667,-0.1525709006677402,-0.5372085374735267,-0.08036944075155,-0.0690351251344463,-0.1032967722830724,-0.145186773050951,-0.5798618840389267,-0.05155920501854,0.386095504852486,-65.3,0.0080410607567902,-35.9,-0.0441753463708787,-0.0568324210052999,0.0080410607567902
2009-04-01,-0.087617702793648,-0.2205004675349986,-0.0302636576398267,-0.1975602730477588,-0.6088534020876252,-0.0754728192364311,-0.0759052398825685,-0.1131810530498125,-0.1370064263082131,-0.5384940469068251,-0.0697143982104773,0.4438064753333304,-64.2,-0.0015984621104729,-30.9,-0.033238308281108,-0.0753170372385483,-0.0015984621104729,-0.0957247352112995,-0.2613962101808553,-0.0448254313800644,-0.2412361501003656,-0.4886230784072793,-0.08565948183755,-0.0799090823848205,-0.1291696673953666,-0.1232297439834271,-0.2951064219022576,-0.0676581756517862,0.4491003301562841,-61.1,-0.0006085002996218,-33.9,-0.050024958501285,-0.0718377563964089,-0.0006085002996218,-0.0897084865478232,-0.2171351990980952,-0.0502973234600032,-0.1214898975877103,-0.6703557254731063,-0.0902334131891411,-0.0844537996001397,-0.1376836828401426,-0.1340052577567956,-0.4840164957025124,-0.0590991015819497,0.4080136886781043,-64.6,0.0065874841206454,-40.3,-0.0478995026695594,-0.0650945582418494,0.0065874841206454
2009-05-01,-0.071973759534198,-0.1951258290399424,-0.020580707700021,-0.1714652078281426,-0.4896243797381476,-0.0722118666225544,-0.0660853032650301,-0.1158991043895127,-0.1051046444323349,-0.2951362018405685,-0.0685317566538863,0.4305769741077689,-58.7,-0.0086711585400189,-25.7,-0.0384323504860155,-0.0735645448730082,-0.0086711585400189,-0.087617702793648,-0.2205004675349986,-0.0302636576398267,-0.1975602730477588,-0.6088534020876252,-0.0754728192364311,-0.0759052398825685,-0.1131810530498125,-0.1370064263082131,-0.5384940469068251,-0.0697143982104773,0.4438064753333304,-64.2,-0.0015984621104729,-30.9,-0.033238308281108,-0.0753170372385483,-0.0015984621104729,-0.0957247352112995,-0.2613962101808553,-0.0448254313800644,-0.2412361501003656,-0.4886230784072793,-0.08565948183755,-0.0799090823848205,-0.1291696673953666,-0.1232297439834271,-0.2951064219022576,-0.0676581756517862,0.4491003301562841,-61.1,-0.0006085002996218,-33.9,-0.050024958501285,-0.0718377563964089,-0.0006085002996218
