@date,"@dlog(exp1,0,12)","@dlog(exp2,0,12)","@dlog(exp3,0,12)","@dlog(exp4,0,12)","@dlog(exp5,0,12)","@dlog(exp6,0,12)","@dlog(exp7,0,12)","@dlog(exp8,0,12)","@dlog(exp9,0,12)","@dlog(exp10,0,12)","@dlog(exp11,0,12)","@dlog(exp12,0,12)","@dlog(exp1(-1),0,12)","@dlog(exp2(-1),0,12)","@dlog(exp3(-1),0,12)","@dlog(exp4(-1),0,12)","@dlog(exp5(-1),0,12)","@dlog(exp6(-1),0,12)","@dlog(exp7(-1),0,12)","@dlog(exp8(-1),0,12)","@dlog(exp9(-1),0,12)","@dlog(exp10(-1),0,12)","@dlog(exp11(-1),0,12)","@dlog(exp12(-1),0,12)","@dlog(exp1(-2),0,12)","@dlog(exp2(-2),0,12)","@dlog(exp3(-2),0,12)","@dlog(exp4(-2),0,12)","@dlog(exp5(-2),0,12)","@dlog(exp6(-2),0,12)","@dlog(exp7(-2),0,12)","@dlog(exp8(-2),0,12)","@dlog(exp9(-2),0,12)","@dlog(exp10(-2),0,12)","@dlog(exp11(-2),0,12)","@dlog(exp12(-2),0,12)"
2003-02-01,0.0372199510125312,-0.0616025903489383,-0.0786654638138237,0.0404424358456072,0.0322928292763364,0.0779457213218819,-0.0002914915869265,0.0302103711262766,,0.04013277049226,0.0518971496678126,0.0094105411343301,0.0176637205246983,-0.0040876013969679,-0.03220770228077,0.1031778365465747,-0.0206450710045302,0.113834196572256,0.095406688637297,0.0939265126981796,,0.0528793184574247,0.0368872035298863,0.0117186358072993,0.0951516567403736,-0.0283497066097311,-0.0419228385256555,0.079920019004092,0.0678566023740394,0.1082730620322323,0.0477435588681558,0.0326435600290073,,0.0517524313876487,0.1410918121748956,-0.0182752134372385
2003-03-01,0.1020793896241549,-0.0321606961272351,-0.0785282163101257,-0.0239991647328867,0.048618602901131,0.0301950304287039,-0.0444934843276421,-0.1058141072647984,,0.01763462339665,0.1464017253452851,-0.0210551710417545,0.0372199510125312,-0.0616025903489383,-0.0786654638138237,0.0404424358456072,0.0322928292763364,0.0779457213218819,-0.0002914915869265,0.0302103711262766,,0.04013277049226,0.0518971496678126,0.0094105411343301,0.0176637205246983,-0.0040876013969679,-0.03220770228077,0.1031778365465747,-0.0206450710045302,0.113834196572256,0.095406688637297,0.0939265126981796,,0.0528793184574247,0.0368872035298863,0.0117186358072993
2003-04-01,0.07298908897722,0.0549132220351467,0.0485657269504038,0.1069501216720532,-0.0219170236268801,0.0750495361066683,0.1165865739707268,0.1406594823314808,,0.0633886933141996,0.0675596336388295,-0.044105056771909,0.1020793896241549,-0.0321606961272351,-0.0785282163101257,-0.0239991647328867,0.048618602901131,0.0301950304287039,-0.0444934843276421,-0.1058141072647984,,0.01763462339665,0.1464017253452851,-0.0210551710417545,0.0372199510125312,-0.0616025903489383,-0.0786654638138237,0.0404424358456072,0.0322928292763364,0.0779457213218819,-0.0002914915869265,0.0302103711262766,,0.04013277049226,0.0518971496678126,0.0094105411343301
2003-05-01,0.102656085459948,0.0167344084628489,-0.0723146007826791,0.0885683865692321,0.0054422963013962,0.0670824318071865,0.0876901082383074,0.0507066032357883,,0.0520728308826825,0.1135264677095335,-0.0067852141803141,0.07298908897722,0.0549132220351467,0.0485657269504038,0.1069501216720532,-0.0219170236268801,0.0750495361066683,0.1165865739707268,0.1406594823314808,,0.0633886933141996,0.0675596336388295,-0.044105056771909,0.1020793896241549,-0.0321606961272351,-0.0785282163101257,-0.0239991647328867,0.048618602901131,0.0301950304287039,-0.0444934843276421,-0.1058141072647984,,0.01763462339665,0.1464017253452851,-0.0210551710417545
2003-06-01,0.0875944481500141,0.0375670012533699,-0.041826755938354,0.0644438180657544,0.0227592993731171,0.0655443850770485,0.0526151163820998,0.0068373492478581,,0.0224462218084582,0.1072591186720757,-0.0431804523997563,0.102656085459948,0.0167344084628489,-0.0723146007826791,0.0885683865692321,0.0054422963013962,0.0670824318071865,0.0876901082383074,0.0507066032357883,,0.0520728308826825,0.1135264677095335,-0.0067852141803141,0.07298908897722,0.0549132220351467,0.0485657269504038,0.1069501216720532,-0.0219170236268801,0.0750495361066683,0.1165865739707268,0.1406594823314808,,0.0633886933141996,0.0675596336388295,-0.044105056771909
2003-07-01,0.0240226025171637,0.0033001760251512,-0.0562696229677506,0.0631181690975619,0.0020709140512469,0.0726325446126239,0.0328291651809458,0.022633262817532,,0.0245137075415442,0.0375131563460193,-0.0183000098278025,0.0875944481500141,0.0375670012533699,-0.041826755938354,0.0644438180657544,0.0227592993731171,0.0655443850770485,0.0526151163820998,0.0068373492478581,,0.0224462218084582,0.1072591186720757,-0.0431804523997563,0.102656085459948,0.0167344084628489,-0.0723146007826791,0.0885683865692321,0.0054422963013962,0.0670824318071865,0.0876901082383074,0.0507066032357883,,0.0520728308826825,0.1135264677095335,-0.0067852141803141
2003-08-01,-0.0597594634281222,0.0427251228824001,-0.0244921421593051,0.0999039794914686,0.0101869695115723,0.0934843649037731,-0.0124169264700295,-0.0599402057399895,,0.0170197167220331,-0.026293039836716,-0.0131863891179335,0.0240226025171637,0.0033001760251512,-0.0562696229677506,0.0631181690975619,0.0020709140512469,0.0726325446126239,0.0328291651809458,0.022633262817532,,0.0245137075415442,0.0375131563460193,-0.0183000098278025,0.0875944481500141,0.0375670012533699,-0.041826755938354,0.0644438180657544,0.0227592993731171,0.0655443850770485,0.0526151163820998,0.0068373492478581,,0.0224462218084582,0.1072591186720757,-0.0431804523997563
2003-09-01,0.1068997905222488,-0.0172083750337037,-0.0697698879086647,0.033376744976401,-0.0103826639659772,0.0547622538399483,0.018982020375569,-0.0128087657634097,,0.0308755691016795,0.1101773491126678,-0.0054716108822097,-0.0597594634281222,0.0427251228824001,-0.0244921421593051,0.0999039794914686,0.0101869695115723,0.0934843649037731,-0.0124169264700295,-0.0599402057399895,,0.0170197167220331,-0.026293039836716,-0.0131863891179335,0.0240226025171637,0.0033001760251512,-0.0562696229677506,0.0631181690975619,0.0020709140512469,0.0726325446126239,0.0328291651809458,0.022633262817532,,0.0245137075415442,0.0375131563460193,-0.0183000098278025
2003-10-01,0.0357077631751714,-0.0136101870220315,-0.0642141020701725,0.0630111230176328,0.0452882736890334,0.0632263415385825,0.0418092095335929,0.0054791898074757,,0.0320002222395183,0.0572485044130601,-0.0115958463603567,0.1068997905222488,-0.0172083750337037,-0.0697698879086647,0.033376744976401,-0.0103826639659772,0.0547622538399483,0.018982020375569,-0.0128087657634097,,0.0308755691016795,0.1101773491126678,-0.0054716108822097,-0.0597594634281222,0.0427251228824001,-0.0244921421593051,0.0999039794914686,0.0101869695115723,0.0934843649037731,-0.0124169264700295,-0.0599402057399895,,0.0170197167220331,-0.026293039836716,-0.0131863891179335
2003-11-01,-0.0160631510734567,-0.0128287158326312,-0.064741283491708,0.0934888319988544,0.0660422784291245,0.0710410333933584,0.0345991286039843,-0.0056698448136867,,0.0377356397047581,-0.0086291243329164,-0.0146835661020094,0.0357077631751714,-0.0136101870220315,-0.0642141020701725,0.0630111230176328,0.0452882736890334,0.0632263415385825,0.0418092095335929,0.0054791898074757,,0.0320002222395183,0.0572485044130601,-0.0115958463603567,0.1068997905222488,-0.0172083750337037,-0.0697698879086647,0.033376744976401,-0.0103826639659772,0.0547622538399483,0.018982020375569,-0.0128087657634097,,0.0308755691016795,0.1101773491126678,-0.0054716108822097
2003-12-01,0.0860837335515114,0.0079232993663786,-0.0337166857267572,0.0912770520477597,0.0551403337884952,0.0676273043908999,0.0736679036296212,0.0401975092366813,,0.030746750518614,0.0848573441183226,-0.0292494518198873,-0.0160631510734567,-0.0128287158326312,-0.064741283491708,0.0934888319988544,0.0660422784291245,0.0710410333933584,0.0345991286039843,-0.0056698448136867,,0.0377356397047581,-0.0086291243329164,-0.0146835661020094,0.0357077631751714,-0.0136101870220315,-0.0642141020701725,0.0630111230176328,0.0452882736890334,0.0632263415385825,0.0418092095335929,0.0054791898074757,,0.0320002222395183,0.0572485044130601,-0.0115958463603567
2004-01-01,0.0360506653960896,0.0049659179095034,-0.0215818995090213,0.099508132931307,0.0452615103806959,0.0649791101049679,0.0921624676143206,0.0653574504927663,,0.0432875351059642,0.0661011678089309,-0.042756967522755,0.0860837335515114,0.0079232993663786,-0.0337166857267572,0.0912770520477597,0.0551403337884952,0.0676273043908999,0.0736679036296212,0.0401975092366813,,0.030746750518614,0.0848573441183226,-0.0292494518198873,-0.0160631510734567,-0.0128287158326312,-0.064741283491708,0.0934888319988544,0.0660422784291245,0.0710410333933584,0.0345991286039843,-0.0056698448136867,,0.0377356397047581,-0.0086291243329164,-0.0146835661020094
2004-02-01,0.0278124359775517,0.0568124150439768,-0.0121250889176689,0.1601747519147256,0.0835701740843326,0.1128931822869283,0.1522584042564734,0.0959379971718474,,0.0565174130438288,0.0552345386983716,-0.0350367712317547,0.0360506653960896,0.0049659179095034,-0.0215818995090213,0.099508132931307,0.0452615103806959,0.0649791101049679,0.0921624676143206,0.0653574504927663,,0.0432875351059642,0.0661011678089309,-0.042756967522755,0.0860837335515114,0.0079232993663786,-0.0337166857267572,0.0912770520477597,0.0551403337884952,0.0676273043908999,0.0736679036296212,0.0401975092366813,,0.030746750518614,0.0848573441183226,-0.0292494518198873
2004-03-01,0.0655426699336558,-0.028661059533368,-0.04665785982694,0.0744362240691778,0.1283880500251761,0.0682841887039877,0.0025367347871725,-0.0070910329554596,,0.0198566570815739,0.0632071156355671,0.0057190095459587,0.0278124359775517,0.0568124150439768,-0.0121250889176689,0.1601747519147256,0.0835701740843326,0.1128931822869283,0.1522584042564734,0.0959379971718474,,0.0565174130438288,0.0552345386983716,-0.0350367712317547,0.0360506653960896,0.0049659179095034,-0.0215818995090213,0.099508132931307,0.0452615103806959,0.0649791101049679,0.0921624676143206,0.0653574504927663,,0.0432875351059642,0.0661011678089309,-0.042756967522755
2004-04-01,0.0071036912625501,-0.0574568042728635,-0.1170285916247628,0.0579587226505395,0.1394608065486569,0.0784474433214956,0.0413936371082659,-0.006083600763473,,0.0402974855074456,0.0157839782608526,0.012065394479217,0.0655426699336558,-0.028661059533368,-0.04665785982694,0.0744362240691778,0.1283880500251761,0.0682841887039877,0.0025367347871725,-0.0070910329554596,,0.0198566570815739,0.0632071156355671,0.0057190095459587,0.0278124359775517,0.0568124150439768,-0.0121250889176689,0.1601747519147256,0.0835701740843326,0.1128931822869283,0.1522584042564734,0.0959379971718474,,0.0565174130438288,0.0552345386983716,-0.0350367712317547
2004-05-01,0.0275923037825691,-0.0475918736394493,-0.1366177408055389,0.0305657795365608,0.1687348499950029,0.0574525394478193,0.0307359257097541,0.0389942219366385,,0.0479790614734607,0.010232944025077,0.0230536129212071,0.0071036912625501,-0.0574568042728635,-0.1170285916247628,0.0579587226505395,0.1394608065486569,0.0784474433214956,0.0413936371082659,-0.006083600763473,,0.0402974855074456,0.0157839782608526,0.012065394479217,0.0655426699336558,-0.028661059533368,-0.04665785982694,0.0744362240691778,0.1283880500251761,0.0682841887039877,0.0025367347871725,-0.0070910329554596,,0.0198566570815739,0.0632071156355671,0.0057190095459587
2004-06-01,0.1135470062002639,-0.070762322110518,-0.1368734378893936,0.0279471251074134,0.1561739699362867,0.0505825242565283,-0.0190694541182434,-0.0404896161568224,,0.0652215686433397,0.0837868817419362,0.0233799766849074,0.0275923037825691,-0.0475918736394493,-0.1366177408055389,0.0305657795365608,0.1687348499950029,0.0574525394478193,0.0307359257097541,0.0389942219366385,,0.0479790614734607,0.010232944025077,0.0230536129212071,0.0071036912625501,-0.0574568042728635,-0.1170285916247628,0.0579587226505395,0.1394608065486569,0.0784474433214956,0.0413936371082659,-0.006083600763473,,0.0402974855074456,0.0157839782608526,0.012065394479217
2004-07-01,0.1193941905569317,-0.0278246201743002,-0.1370588893533089,0.0791517318103292,0.1416845451052228,0.0673309251980764,0.0370856812725737,0.0098885861585991,,0.0758046663435712,0.1141157001076251,0.0269018838637782,0.1135470062002639,-0.070762322110518,-0.1368734378893936,0.0279471251074134,0.1561739699362867,0.0505825242565283,-0.0190694541182434,-0.0404896161568224,,0.0652215686433397,0.0837868817419362,0.0233799766849074,0.0275923037825691,-0.0475918736394493,-0.1366177408055389,0.0305657795365608,0.1687348499950029,0.0574525394478193,0.0307359257097541,0.0389942219366385,,0.0479790614734607,0.010232944025077,0.0230536129212071
2004-08-01,0.0726296486487445,-0.0351791456213792,-0.0883103389929704,0.03421261338217,0.176279851388756,0.0398518890090304,-0.005832279823128,-0.0105492079699303,,0.0556951447749307,0.0532198579672851,0.0422633958653602,0.1193941905569317,-0.0278246201743002,-0.1370588893533089,0.0791517318103292,0.1416845451052228,0.0673309251980764,0.0370856812725737,0.0098885861585991,,0.0758046663435712,0.1141157001076251,0.0269018838637782,0.1135470062002639,-0.070762322110518,-0.1368734378893936,0.0279471251074134,0.1561739699362867,0.0505825242565283,-0.0190694541182434,-0.0404896161568224,,0.0652215686433397,0.0837868817419362,0.0233799766849074
2004-09-01,0.0332022355610384,0.0179457175118891,-0.1068851641560879,0.0714513283563675,0.1370018034987765,0.0565953771455962,0.043192569178295,0.0596460736901587,,0.0530395782998978,0.0230359687659493,0.0210305142605253,0.0726296486487445,-0.0351791456213792,-0.0883103389929704,0.03421261338217,0.176279851388756,0.0398518890090304,-0.005832279823128,-0.0105492079699303,,0.0556951447749307,0.0532198579672851,0.0422633958653602,0.1193941905569317,-0.0278246201743002,-0.1370588893533089,0.0791517318103292,0.1416845451052228,0.0673309251980764,0.0370856812725737,0.0098885861585991,,0.0758046663435712,0.1141157001076251,0.0269018838637782
2004-10-01,-0.0051075772127155,0.0226671994972935,-0.1130052461093278,0.1001882999680177,0.0482919052444508,0.0882043386580999,0.0966976579622222,0.0791524532345295,,0.0629972029644845,-0.0437841864424299,-0.0021552391852708,0.0332022355610384,0.0179457175118891,-0.1068851641560879,0.0714513283563675,0.1370018034987765,0.0565953771455962,0.043192569178295,0.0596460736901587,,0.0530395782998978,0.0230359687659493,0.0210305142605253,0.0726296486487445,-0.0351791456213792,-0.0883103389929704,0.03421261338217,0.176279851388756,0.0398518890090304,-0.005832279823128,-0.0105492079699303,,0.0556951447749307,0.0532198579672851,0.0422633958653602
2004-11-01,0.1657264866488788,0.0512626157101792,-0.0803146990241234,0.0621417052310775,0.074250237388119,0.0424137835764817,0.0645696846551135,0.0770931958284864,,0.054223710370624,0.1309091234763855,0.0148747235264528,-0.0051075772127155,0.0226671994972935,-0.1130052461093278,0.1001882999680177,0.0482919052444508,0.0882043386580999,0.0966976579622222,0.0791524532345295,,0.0629972029644845,-0.0437841864424299,-0.0021552391852708,0.0332022355610384,0.0179457175118891,-0.1068851641560879,0.0714513283563675,0.1370018034987765,0.0565953771455962,0.043192569178295,0.0596460736901587,,0.0530395782998978,0.0230359687659493,0.0210305142605253
2004-12-01,0.0649847066952844,0.0331095141157256,-0.1029155874208456,0.1142662682904713,0.1000798355661007,0.0793939888703771,0.0855102992240865,0.1150025216852963,,0.0688907048062237,0.0432806469956581,0.0374534530077657,0.1657264866488788,0.0512626157101792,-0.0803146990241234,0.0621417052310775,0.074250237388119,0.0424137835764817,0.0645696846551135,0.0770931958284864,,0.054223710370624,0.1309091234763855,0.0148747235264528,-0.0051075772127155,0.0226671994972935,-0.1130052461093278,0.1001882999680177,0.0482919052444508,0.0882043386580999,0.0966976579622222,0.0791524532345295,,0.0629972029644845,-0.0437841864424299,-0.0021552391852708
2005-01-01,0.0190517625317276,0.0608723043972254,-0.0703036700103236,0.1156240406469653,0.0375401728945465,0.0844589240657924,0.0514576450623298,0.059996603100596,0.0296353188980065,0.0638916706325449,-0.022953070528338,0.0485090892250417,0.0649847066952844,0.0331095141157256,-0.1029155874208456,0.1142662682904713,0.1000798355661007,0.0793939888703771,0.0855102992240865,0.1150025216852963,,0.0688907048062237,0.0432806469956581,0.0374534530077657,0.1657264866488788,0.0512626157101792,-0.0803146990241234,0.0621417052310775,0.074250237388119,0.0424137835764817,0.0645696846551135,0.0770931958284864,,0.054223710370624,0.1309091234763855,0.0148747235264528
2005-02-01,0.0518310384212519,-0.0102877574898023,-0.0527107651200307,0.029087143920794,-0.004613909294024,0.0370589734236759,0.0137404259914415,0.0022026006865871,-0.005015110166215,0.0313962751506116,0.003238683005506,0.0397304993670557,0.0190517625317276,0.0608723043972254,-0.0703036700103236,0.1156240406469653,0.0375401728945465,0.0844589240657924,0.0514576450623298,0.059996603100596,0.0296353188980065,0.0638916706325449,-0.022953070528338,0.0485090892250417,0.0649847066952844,0.0331095141157256,-0.1029155874208456,0.1142662682904713,0.1000798355661007,0.0793939888703771,0.0855102992240865,0.1150025216852963,,0.0688907048062237,0.0432806469956581,0.0374534530077657
2005-03-01,-0.0150217571051598,-0.0224632783372662,-0.0637020303902087,0.1220687693955078,-0.0133635221095378,0.095012324214899,0.1632115953259738,0.1566340557980847,0.0538216008684546,0.0745234966358863,-0.06241464035066,0.0469319218805388,0.0518310384212519,-0.0102877574898023,-0.0527107651200307,0.029087143920794,-0.004613909294024,0.0370589734236759,0.0137404259914415,0.0022026006865871,-0.005015110166215,0.0313962751506116,0.003238683005506,0.0397304993670557,0.0190517625317276,0.0608723043972254,-0.0703036700103236,0.1156240406469653,0.0375401728945465,0.0844589240657924,0.0514576450623298,0.059996603100596,0.0296353188980065,0.0638916706325449,-0.022953070528338,0.0485090892250417
2005-04-01,0.0810961096736129,-0.0484051929121012,-0.2331034716403142,0.0203399080555222,0.0960725644767759,0.0304458823537334,-0.0031362798498459,-0.0065015540827175,-0.0976953688526531,0.0358777451862106,0.0606759249827106,0.0436919421896,-0.0150217571051598,-0.0224632783372662,-0.0637020303902087,0.1220687693955078,-0.0133635221095378,0.095012324214899,0.1632115953259738,0.1566340557980847,0.0538216008684546,0.0745234966358863,-0.06241464035066,0.0469319218805388,0.0518310384212519,-0.0102877574898023,-0.0527107651200307,0.029087143920794,-0.004613909294024,0.0370589734236759,0.0137404259914415,0.0022026006865871,-0.005015110166215,0.0313962751506116,0.003238683005506,0.0397304993670557
2005-05-01,0.0465205846853038,0.0250869495411265,-0.1152148099548195,0.0809785109053198,-0.1040947616731529,0.0495586654299717,0.072578928465182,0.0530464779102555,0.0242254817142644,0.0410537935524306,0.0143099582188774,0.0419201605843513,0.0810961096736129,-0.0484051929121012,-0.2331034716403142,0.0203399080555222,0.0960725644767759,0.0304458823537334,-0.0031362798498459,-0.0065015540827175,-0.0976953688526531,0.0358777451862106,0.0606759249827106,0.0436919421896,-0.0150217571051598,-0.0224632783372662,-0.0637020303902087,0.1220687693955078,-0.0133635221095378,0.095012324214899,0.1632115953259738,0.1566340557980847,0.0538216008684546,0.0745234966358863,-0.06241464035066,0.0469319218805388
2005-06-01,0.0372617173904004,0.0382922246968213,-0.1300245881359458,0.0675326549202441,-0.0572371899315271,0.0541591179522136,0.105683961851545,0.0805679241339873,-0.0207890689733591,0.0365732814515222,0.0080376642428525,0.0548672090791342,0.0465205846853038,0.0250869495411265,-0.1152148099548195,0.0809785109053198,-0.1040947616731529,0.0495586654299717,0.072578928465182,0.0530464779102555,0.0242254817142644,0.0410537935524306,0.0143099582188774,0.0419201605843513,0.0810961096736129,-0.0484051929121012,-0.2331034716403142,0.0203399080555222,0.0960725644767759,0.0304458823537334,-0.0031362798498459,-0.0065015540827175,-0.0976953688526531,0.0358777451862106,0.0606759249827106,0.0436919421896
2005-07-01,-0.0063075941187236,0.0420604290652359,-0.0753099314672471,0.0946469226581392,-0.0653384778628645,0.0628469352531979,0.1026419198670431,0.0805889899858449,0.1075027044824228,0.0399621845564706,-0.068067338966653,0.0398860810098291,0.0372617173904004,0.0382922246968213,-0.1300245881359458,0.0675326549202441,-0.0572371899315271,0.0541591179522136,0.105683961851545,0.0805679241339873,-0.0207890689733591,0.0365732814515222,0.0080376642428525,0.0548672090791342,0.0465205846853038,0.0250869495411265,-0.1152148099548195,0.0809785109053198,-0.1040947616731529,0.0495586654299717,0.072578928465182,0.0530464779102555,0.0242254817142644,0.0410537935524306,0.0143099582188774,0.0419201605843513
2005-08-01,0.1095444142459953,0.0316232003031551,-0.0705272643592955,0.059215658945499,-0.1102779530962152,0.043580752054753,0.0633229968094521,0.0669447392261446,0.0786214199448931,0.0354023999341368,0.0460442174243915,0.0114343993206293,-0.0063075941187236,0.0420604290652359,-0.0753099314672471,0.0946469226581392,-0.0653384778628645,0.0628469352531979,0.1026419198670431,0.0805889899858449,0.1075027044824228,0.0399621845564706,-0.068067338966653,0.0398860810098291,0.0372617173904004,0.0382922246968213,-0.1300245881359458,0.0675326549202441,-0.0572371899315271,0.0541591179522136,0.105683961851545,0.0805679241339873,-0.0207890689733591,0.0365732814515222,0.0080376642428525,0.0548672090791342
2005-09-01,0.1104169908631291,0.047351551418675,-0.056457184179802,0.0768956731085843,-0.0698824947518694,0.0463838264232432,0.1132059289033886,0.0879888403366564,0.1417632481664963,0.0481233448537166,0.0572485875380266,0.0392925274498354,0.1095444142459953,0.0316232003031551,-0.0705272643592955,0.059215658945499,-0.1102779530962152,0.043580752054753,0.0633229968094521,0.0669447392261446,0.0786214199448931,0.0354023999341368,0.0460442174243915,0.0114343993206293,-0.0063075941187236,0.0420604290652359,-0.0753099314672471,0.0946469226581392,-0.0653384778628645,0.0628469352531979,0.1026419198670431,0.0805889899858449,0.1075027044824228,0.0399621845564706,-0.068067338966653,0.0398860810098291
2005-10-01,0.0162969774831545,0.0564457915250429,-0.0476862488063396,0.0596636552984346,-0.0228094564917249,0.0296781648453841,0.0499312522861821,0.0432194060859938,0.0896371375469957,0.0156762948335282,-0.0339849783052805,-0.0014450910577856,0.1104169908631291,0.047351551418675,-0.056457184179802,0.0768956731085843,-0.0698824947518694,0.0463838264232432,0.1132059289033886,0.0879888403366564,0.1417632481664963,0.0481233448537166,0.0572485875380266,0.0392925274498354,0.1095444142459953,0.0316232003031551,-0.0705272643592955,0.059215658945499,-0.1102779530962152,0.043580752054753,0.0633229968094521,0.0669447392261446,0.0786214199448931,0.0354023999341368,0.0460442174243915,0.0114343993206293
2005-11-01,0.0573547516995844,0.0679571319163958,0.0003051524241133,0.0865460227107171,-0.0352723728603017,0.0604904386562203,0.0624307009716584,0.0828112556523308,0.1291341338723386,0.0530770481633684,0.020517827854249,0.0534018983814084,0.0162969774831545,0.0564457915250429,-0.0476862488063396,0.0596636552984346,-0.0228094564917249,0.0296781648453841,0.0499312522861821,0.0432194060859938,0.0896371375469957,0.0156762948335282,-0.0339849783052805,-0.0014450910577856,0.1104169908631291,0.047351551418675,-0.056457184179802,0.0768956731085843,-0.0698824947518694,0.0463838264232432,0.1132059289033886,0.0879888403366564,0.1417632481664963,0.0481233448537166,0.0572485875380266,0.0392925274498354
2005-12-01,0.0733893576382911,0.0341745912835325,-0.0489219183919988,0.0726906031608702,-0.0853621161747799,0.0564001178610507,0.0561622278016873,0.0378656520270244,-0.0526633224710932,0.0416302341884122,0.009511831698564,0.0284602528615947,0.0573547516995844,0.0679571319163958,0.0003051524241133,0.0865460227107171,-0.0352723728603017,0.0604904386562203,0.0624307009716584,0.0828112556523308,0.1291341338723386,0.0530770481633684,0.020517827854249,0.0534018983814084,0.0162969774831545,0.0564457915250429,-0.0476862488063396,0.0596636552984346,-0.0228094564917249,0.0296781648453841,0.0499312522861821,0.0432194060859938,0.0896371375469957,0.0156762948335282,-0.0339849783052805,-0.0014450910577856
2006-01-01,0.1565892324964792,0.0858530721411892,-0.0522439960769904,0.0374089894356668,-0.0268880609692416,0.0360071130078445,0.0474492092916332,0.0061046789064054,-0.035199224823077,0.0326721558923868,0.1016838088745366,0.0267551089116473,0.0733893576382911,0.0341745912835325,-0.0489219183919988,0.0726906031608702,-0.0853621161747799,0.0564001178610507,0.0561622278016873,0.0378656520270244,-0.0526633224710932,0.0416302341884122,0.009511831698564,0.0284602528615947,0.0573547516995844,0.0679571319163958,0.0003051524241133,0.0865460227107171,-0.0352723728603017,0.0604904386562203,0.0624307009716584,0.0828112556523308,0.1291341338723386,0.0530770481633684,0.020517827854249,0.0534018983814084
2006-02-01,0.1418766277498058,0.0453548779497658,-0.0465981072287533,0.037347061058357,-0.0973907405210585,0.0246765099333909,0.0699699089087282,0.0256441321516271,0.0050781260576977,0.056714369371301,0.1086529934558022,0.055952053600496,0.1565892324964792,0.0858530721411892,-0.0522439960769904,0.0374089894356668,-0.0268880609692416,0.0360071130078445,0.0474492092916332,0.0061046789064054,-0.035199224823077,0.0326721558923868,0.1016838088745366,0.0267551089116473,0.0733893576382911,0.0341745912835325,-0.0489219183919988,0.0726906031608702,-0.0853621161747799,0.0564001178610507,0.0561622278016873,0.0378656520270244,-0.0526633224710932,0.0416302341884122,0.009511831698564,0.0284602528615947
2006-03-01,0.1815575017760622,0.0926597834307685,-0.0246385274760321,-0.0011302917518882,-0.0103310416061432,0.0008844600948041,0.0123670514418776,-0.0012801175468482,-0.0179762898008704,0.0535560906757144,0.1330559795483097,0.04733906105512,0.1418766277498058,0.0453548779497658,-0.0465981072287533,0.037347061058357,-0.0973907405210585,0.0246765099333909,0.0699699089087282,0.0256441321516271,0.0050781260576977,0.056714369371301,0.1086529934558022,0.055952053600496,0.1565892324964792,0.0858530721411892,-0.0522439960769904,0.0374089894356668,-0.0268880609692416,0.0360071130078445,0.0474492092916332,0.0061046789064054,-0.035199224823077,0.0326721558923868,0.1016838088745366,0.0267551089116473
2006-04-01,-0.0183731225763246,0.2102787866570583,0.1403661540102714,0.1816049545565778,-0.1217606661917418,0.0680464713764639,0.1524403361314501,0.1648873989503201,0.2118820582696177,0.0773463055478567,-0.0719591548138325,0.051238948165091,0.1815575017760622,0.0926597834307685,-0.0246385274760321,-0.0011302917518882,-0.0103310416061432,0.0008844600948041,0.0123670514418776,-0.0012801175468482,-0.0179762898008704,0.0535560906757144,0.1330559795483097,0.04733906105512,0.1418766277498058,0.0453548779497658,-0.0465981072287533,0.037347061058357,-0.0973907405210585,0.0246765099333909,0.0699699089087282,0.0256441321516271,0.0050781260576977,0.056714369371301,0.1086529934558022,0.055952053600496
2006-05-01,0.1506940412732582,0.0907693264951436,0.0148270447641412,0.0767682518163645,0.0410311252321129,0.0442123331839816,0.073180493701713,0.0667500091832486,0.0580253826526764,0.06984221329252,0.1098720467530007,0.039634155761572,-0.0183731225763246,0.2102787866570583,0.1403661540102714,0.1816049545565778,-0.1217606661917418,0.0680464713764639,0.1524403361314501,0.1648873989503201,0.2118820582696177,0.0773463055478567,-0.0719591548138325,0.051238948165091,0.1815575017760622,0.0926597834307685,-0.0246385274760321,-0.0011302917518882,-0.0103310416061432,0.0008844600948041,0.0123670514418776,-0.0012801175468482,-0.0179762898008704,0.0535560906757144,0.1330559795483097,0.04733906105512
2006-06-01,0.1120956381169655,0.1332738910949071,0.0679106492915888,0.0995236406315367,0.0398015899016392,0.0542779662545722,0.0105796022872723,0.0489752920740986,0.1385316164066345,0.0765906323936613,0.0584087519211173,0.0649294154795825,0.1506940412732582,0.0907693264951436,0.0148270447641412,0.0767682518163645,0.0410311252321129,0.0442123331839816,0.073180493701713,0.0667500091832486,0.0580253826526764,0.06984221329252,0.1098720467530007,0.039634155761572,-0.0183731225763246,0.2102787866570583,0.1403661540102714,0.1816049545565778,-0.1217606661917418,0.0680464713764639,0.1524403361314501,0.1648873989503201,0.2118820582696177,0.0773463055478567,-0.0719591548138325,0.051238948165091
