_date_	fexp1f	fexp2f	fexp3f	fexp4f	fexp5f	fexp1f_h	fexp2f_h	fexp3f_h	fexp4f_h	fexp5f_h
2014-10-01	0.56823074740379224	0.52422284485579104	0.28574181178074808	0.15922820121785856	0.27599073510350012	0.63478183123150176	0.445879487279658	0.60420850707217096	0.17361719162579802	0.25490025984845376
2014-11-01	0.75535583244155952	0.39834787502755856	0.99457388615909712	0.022108255900239468	0.14307463477204338	0.63747868717937928	0.39540662425054976	0.76473577374269216	0.052333425914187336	0.12025640594745584
2014-12-01	0.59882085636163128	0.48741390284515656	0.858882784159776	0.1500628275287036	-0.12023798095559248	0.52175666913445864	0.286541442093653	0.74795452173311632	-0.040705317501450304	-0.04237025603850404
2015-01-01	0.27877380779055484	-0.13045772553900628	0.60501322416994776	-0.67243494332652344	-0.1281021452196805	0.3627922586139112	0.16288927785611296	0.60515865754564576	-0.078531367937382496	-0.17858501186253048
2015-02-01	0.14097428043660846	-0.060562192822276544	0.34114250440738324	0.3029646321902074	-0.23606420619364844	0.31282612436208124	0.26892792933657872	0.49857035010914352	0.15659109032027704	-0.31186087219481652
2015-03-01	0.36684948587462728	0.95461039452001552	0.26158940329986464	0.94145963080255776	-0.60466462094522592	0.44008048429995672	0.55578819093858024	0.59026633497677384	0.2884942975962736	-0.4151879810627052
2015-04-01	0.80609821189084624	0.84734116009433056	1.0807000684865686	-0.21659485277390396	-0.31321780664272732	0.64092571242305288	0.64511073490679208	0.8848955019999408	0.087384036085282896	-0.38575981649237192
2015-05-01	0.83364448680752768	0.26293290434837164	1.3845036541037282	-0.46861882481616552	-0.3076671474128138	0.73850118430155536	0.557358437067324	1.0584298093531394	-0.023568578811735156	-0.31024649639251316
2015-06-01	0.62234150325838448	0.50207074568573496	0.83479587219837296	0.44763678613078448	-0.1828299914585224	0.72111877497344384	0.51522459843382488	0.9826457816974928	0.07482867944699264	-0.20277612882218028
2015-07-01	0.71078932787758096	0.72202980970539376	0.725068878014924	0.27950690400246208	-0.20957676845429596	0.6722336619826692	0.4469769873009908	0.8553937884447136	0.056717791398809072	-0.07489747286072544
2015-08-01	0.64129247166537792	0.12155837488555588	0.89335966110584256	-0.52749111914738992	0.23308692199840588	0.57652375115812352	0.2677295192154286	0.72667428950739408	-0.0309511557351511	0.081786849776156752
2015-09-01	0.43593594302861264	0.061234315077638904	0.61625416107725032	0.31171565214172908	0.13850753607229394	0.4572226142236108	0.16764893212814768	0.51616283436833752	0.08156103786989984	0.14099492177920134
2015-10-01	0.2468213789592266	0.14157216766363564	-0.009284379604405424	0.062502679730247536	0.2353564914288384	0.40233254341019	0.190730819660285	0.3102203441087954	0.16745360862651084	0.1277448980613925
2015-11-01	0.50118192271870368	0.34354959705882276	0.35298928742917768	0.45907085913966104	-0.01867890848518078	0.47856915975392136	0.27455615838246884	0.29529906651893236	0.2300804072190602	0.064567547828806968
2015-12-01	0.606210973209984	0.38590688275408464	0.29018501333532056	0.087426027021039904	-0.050599041538071264	0.59713691983990216	0.30754727286867804	0.33834652567571244	0.16784435543566286	0.081605233654967456
2016-01-01	0.76543183948350096	0.2581174151332352	0.57348888501097672	0.043325384302709904	0.21534615872062812	0.69185304321801176	0.24711992636924544	0.36400046656634528	0.10813882698503464	0.22575386179940892
2016-02-01	0.76988564821445232	0.25258197231998936	0.31325592773212596	0.20730042490733844	0.442433412160964	0.7056088028082124	0.12904949201991058	0.24873712183764872	0.097938867161268288	0.4117050633286276
2016-03-01	0.56729946473538296	-0.32001810599058172	-0.080643853343248304	-0.34427559458893316	0.67012660812628024	0.65487426779595512	0.00010883172040267296	0.078521142581072064	0.11940607857613202	0.54374276623033912
2016-04-01	0.5799615310804024	-0.021238358308545648	-0.0555613004618892	0.77563683378569856	0.5666794739821284	0.62039635277293152	0.030603287670529728	0.0038359857825420048	0.26406362158746412	0.55687924732459536
2016-05-01	0.58578813723104016	0.42195056318726056	-0.14577189320313174	0.35868543588482	0.44493950990855248	0.59534716927026056	0.0707112643591154	0.01600011250366486	0.15975298338803768	0.5125106253273892
2016-06-01	0.74877990982531568	0.059041178378807936	0.4514606682909136	-0.32418765559941336	0.52387363058214176	0.53246400712653296	-0.08123047970409208	0.046934697561615752	-0.054111136631139528	0.48183324561224696
2016-07-01	0.2677373752578328	-0.77427466110209936	-0.15646304862488402	-0.70206984537857928	0.4956604286778484	0.3749251241411188	-0.27564588718119932	-0.1332110899332268	-0.039181586582277416	0.46847233813385832
2016-08-01	0.22179994278803996	-0.06222102517728048	-0.3884516332171564	1.2001268475247942	0.27093537674872664	0.28222468081217088	-0.22268724265141292	-0.3497621101411864	0.27281226645414012	0.51809351781680792
2016-09-01	0.22958990360891964	0.059235799519193376	-0.75375339276818944	-0.0090863319112867008	0.73959409468692496	0.30666908875455636	-0.1311356046148398	-0.451295181914244	0.28725279660132736	0.70355049012967
2016-10-01	0.56187050281793416	-0.2912055704924492	0.0035331698820931652	0.061651573682867224	1.037738812106369	0.44014002155901144	-0.049305814097454336	-0.3250766471803506	0.33683695905315248	0.85053881947293792
2016-11-01	0.5208853124567772	0.25090788836690048	-0.33132018382142764	0.86385524283802688	0.8163669360355352	0.59743996767063576	0.16485869200880224	-0.16083105872140286	0.45792258049086984	0.82079767480436
2016-12-01	0.7370713867649048	0.2442648545502828	-0.055634448763875592	0.051500376129823336	0.8033241540151032	0.81510189679345184	0.41151472041699376	0.18032684774314644	0.41168210222544824	0.66326621771511648
