_date_	fexp1f	fexp2f	fexp3f	fexp4f	fexp5f	fexp1f_h	fexp2f_h	fexp3f_h	fexp4f_h	fexp5f_h
2000-04-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2000-05-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2000-06-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2000-07-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2000-08-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2000-09-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2000-10-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2000-11-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2000-12-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2001-01-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2001-02-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2001-03-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2001-04-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2001-05-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2001-06-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2001-07-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2001-08-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2001-09-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2001-10-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2001-11-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2001-12-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2002-01-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2002-02-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2002-03-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2002-04-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2002-05-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2002-06-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2002-07-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2002-08-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2002-09-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2002-10-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2002-11-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2002-12-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-01-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-02-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-03-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-04-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-05-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-06-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-07-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-08-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-09-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-10-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-11-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2003-12-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2004-01-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2004-02-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2004-03-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2004-04-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2004-05-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2004-06-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2004-07-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2004-08-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2004-09-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2004-10-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2004-11-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2004-12-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-01-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-02-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2005-03-01	-0.12612188349705788	-0.38512230512217352	-0.35831464125715084	-0.13143207474490474	-0.44904954288810552	-0.11288342121154518	-0.26625128828020112	-0.2939104392799422	0.081570049903119968	-0.38119290990762888
2005-04-01	-0.12904048927521206	0.033284518057597696	-0.061618068070665056	0.5410431254353132	-0.38139548270283328	-0.12732138741715052	-0.10967387062669898	-0.1139354225220978	0.12901727293026142	-0.45774993151237384
2005-05-01	-0.13620180087001204	-0.031769820356475396	-0.080765005443509632	-0.083493624929082656	-0.60669256467523992	-0.15499781590826856	-0.07196746981516924	0.0016353922585378776	-0.036537628690621856	-0.6021635860975956
2005-06-01	-0.12823944267182274	-0.050415849202588224	0.3516798575676836	-0.35628510957016456	-0.68902608330353056	-0.21087027082847356	-0.12904471400328766	0.040715157536188864	-0.2160709271025028	-0.80593605783422976
2005-07-01	-0.37790443166827288	-0.43191979161270128	-0.27658118483274048	-0.5632890297695988	-1.1009710635174224	-0.29110030128308312	-0.21662058189003596	-0.091183371916968304	-0.25751489068681504	-1.0650985094708572
2005-08-01	-0.36895853982643384	-0.27275382834239808	-0.216582234117919	0.20476292219936344	-1.3350013408082078	-0.30921862822076408	-0.19178118737369672	-0.17758274129726236	-0.14901597029265406	-1.2587721292253578
2005-09-01	-0.215525530942466	0.21765795579662548	-0.27002820081018296	0.10922976646024344	-1.4969732340065038	-0.26556010297537304	-0.12691185407521758	-0.18740330871679424	-0.18449475585189916	-1.3019506593621774
2005-10-01	-0.19071236600302328	-0.30412437481009256	0.045901492328141768	-0.9674240186668792	-1.0837368339601158	-0.22019948848643616	-0.17537054658424756	-0.12856492510832138	-0.30409294480441196	-1.1858570537286126
2005-11-01	-0.10967769478368936	-0.23420560905757908	0.0080266607284503472	0.13625723864332496	-1.0047074660542234	-0.18317697566057268	-0.14594541961859264	-0.091612333497990048	-0.15422771227791158	-1.0967368408162856
2005-12-01	-0.29537850265907384	-0.083895835889413856	-0.39808959174726488	-0.18556613575685312	-1.0115922985407408	-0.13504563292098886	0.02382154387809634	0.0073761405245167152	-0.044647307262584136	-1.1187153293483222
2006-01-01	0.047924911352227968	0.24639955976403932	0.43032645923453864	0.3233197161553978	-1.2632981897220664	0.017140752185992366	0.30812817152318196	0.35196116559595612	0.0053849721726204992	-1.2438884532857868
2006-02-01	0.1549099722555727	0.75044924053260016	0.65825428434797784	-0.15825652606072448	-1.4835304292776892	0.20599552237596304	0.57345491116651648	0.72023767808130392	-0.1643130005355165	-1.3572291157821618
2006-03-01	0.53673170498027664	0.96067524328507952	1.3988798167147476	-0.21528961850891704	-1.331628353750512	0.39491617953075088	0.6245535988988096	0.9686659079841176	-0.39598860796743672	-1.3631199564272082
2006-04-01	0.44866187906500376	0.097099457881554928	0.79409972835493088	-1.4885956839372538	-1.2748939214198032	0.49621467541179312	0.4431704001768552	0.89172269157462896	-0.52583275822878984	-1.2922449283062154
2006-05-01	0.54398664151395704	0.25479939886402796	0.75637954891710496	0.4111742303113148	-1.198301348488751	0.56401848723005264	0.3471731248437168	0.71409877385370048	-0.20933736996670556	-1.1437963818277766
2006-06-01	0.58113457921599224	0.57336818473701904	0.1114680819555949	0.23122104424260288	-1.0484760548511974	0.6049022958497036	0.30835864044715756	0.56286193660249616	-0.064757287536777536	-0.89961566051407296
2006-07-01	0.71667217328116416	0.033321942333258796	0.92374764617107968	-0.61754218251223272	-0.3440609219622564	0.60540893641882384	0.20615008855525212	0.6073607366655848	-0.089835755016579248	-0.59604907454826048
2006-08-01	0.54200613996736744	0.20131018548357888	0.7023310730029124	0.41103291062088712	-0.4787618441864072	0.52831352745178016	0.18498015502593644	0.56554987624063344	0.013662315295696262	-0.41830332845062088
2006-09-01	0.289057581916292	0.12239850597693946	0.12762006417212668	-0.34762340456842988	-0.18160794547807092	0.44765442432528	0.21645337949515304	0.47177096703080504	0.016265583606202502	-0.299596974155431
2006-10-01	0.55079182427986328	0.4670863212323144	0.7603665113090208	0.54622845302826336	-0.42315601395913096	0.4511625949316172	0.2885043320564868	0.49714681750154104	0.085873305446283856	-0.23360707933275436
2006-11-01	0.35613937434843816	0.1629450059424	0.2431691966992694	-0.4672662585759908	-0.034403150885345768	0.46797216475409824	0.29501270928530908	0.46864933325960432	0.026495748172652296	-0.096021682975294144
2006-12-01	0.59716808888440776	0.29397647712776916	0.74298866007840624	0.35699811550788268	-0.059720604528606376	0.52684648862427544	0.30844019693281876	0.4764701137192376	0.10249832672399932	0.047922241297869664
2007-01-01	0.50307050261354448	0.4820889233009096	0.14444897929365524	0.19831392235938808	0.24622475165499484	0.54471613096804096	0.2691807774073056	0.38532062173434904	0.084484449290373376	0.1946062519576056
2007-02-01	0.6427567652457364	0.04835782371356152	0.51995373503694744	-0.15937134801993668	0.4254453582959776	0.50883325647141944	0.1031647133120098	0.32643086651801556	-0.0024426871542936928	0.23276906164830612
2007-03-01	0.38237966529674416	-0.1354443633134671	0.16264307768294304	-0.066712038119255152	0.10217718592167322	0.36480440146593904	-0.050769586856224864	0.19015921484262004	-0.01935041256705536	0.1027678827117528
2007-04-01	0.16928704693253772	-0.062976047950840736	0.034367275692777104	0.18409732349512812	-0.20478999501493804	0.1921596110574448	-0.10859060419900264	0.060386901999477088	0.015765282229391882	-0.062363775862601088
2007-05-01	0.0027574494078591616	-0.19526956349072176	0.0042877698362947008	-0.1980162818246236	-0.20747117585522828	0.088004194182586864	-0.070941596275170088	-0.006520973879775828	0.037546780860151776	-0.13018310187538192
2007-06-01	0.034122053382028896	-0.014067484506544734	-0.040075293610369656	0.13472613388413022	-0.00031127890020035688	0.12657089565310864	0.10714873560458806	0.0197810590297989	0.1489685082160643	-0.1106735022795531
2007-07-01	0.26745414375925904	0.55198997968577344	0.029229232386485712	0.571458664014282	-0.17337876619578574	0.2968457155060258	0.34632372291403552	0.18044721626920936	0.21744182650319412	-0.091106458007924368
2007-08-01	0.61406069456286936	0.56735359490182144	0.49713313438683712	-0.039052385119910824	-0.028758217005214916	0.4953658115072744	0.44601047701580312	0.45677536073929496	0.09613572359567168	-0.048391226613952704
2007-09-01	0.65733534527585368	0.24183139778195064	0.8833753849182992	-0.26274593734534996	0.0087140827374356528	0.58927676967602384	0.41130236604426	0.6788453714581716	-0.0077639751212843392	-0.04170937383895644
2007-10-01	0.53551027585079528	0.3650902638642804	0.67299251577130816	0.28098468545620652	-0.026794493151855572	0.56441905908703824	0.36863587601979368	0.71709490109149744	-0.022259552978037904	-0.11060945581551618
2007-11-01	0.54800776719377144	0.62170100958029832	0.6668759036298316	0.061938798835102248	-0.32984361994066392	0.47469172441491264	0.2749765247004824	0.64649161576505864	-0.1303352555290185	-0.24421657209982032
2007-12-01	0.30970432928075912	-0.25674307914553424	0.56806902965935048	-0.9854900242689768	-0.2286842250466284	0.34508502709799864	0.083744217688891648	0.49790079628445224	-0.2117310898944112	-0.34784085958439688
2008-01-01	0.1479500266679683	-0.15896708438022478	0.34997604952520156	0.40812858545063616	-0.56423540220113896	0.27390527135350672	0.0950833454674024	0.3225720113200482	0.04608699116971976	-0.41241950300261728
2008-02-01	0.24781863500343428	0.69401232748245592	-0.14205080880299218	0.61722863518006864	-0.44837588256920688	0.324078063581408	0.26865100168396992	0.24192306291711456	0.18189410053274436	-0.30973305255008492
2008-03-01	0.4618800026207476	-0.038944462582531408	0.35815719375560172	-0.74263061665530816	0.13232397029514886	0.43257376549613504	0.3100538501389224	0.4047757913260728	0.096506945344949088	-0.0633779576209248
2008-04-01	0.64374727095268448	0.63503070078619576	1.0001400676887978	1.2806346026624104	0.075045406409407232	0.4601033102341468	0.35025988043107392	0.57597816507723744	0.12607676740394466	0.16440650237161624
2008-05-01	0.32220665570048584	0.5400824426420592	0.28877129092853992	-0.74427551458502256	0.34700334500697628	0.29668386805651504	0.1712387694377849	0.47375955513045224	-0.23238275349291544	0.40708297593036496
2008-06-01	0.049987829820664232	-0.79533761841434464	0.66398538898311864	-1.2103900282819934	0.87149844837054832	0.015976569942849312	-0.16026898560846228	0.24051123505712152	-0.32730010228981188	0.6087530155959392
2008-07-01	-0.52715395561117616	-0.26626220739249796	-0.50697198694844888	0.89646407484367936	0.40372205907251056	-0.28283466548326984	-0.208679214270911	-0.16636378577326288	-0.018996525023032548	0.653438542985568
2008-08-01	-0.68467049589086816	-0.1867596640564556	-1.007142422703153	-0.37792045019770184	0.93531790553063936	-0.46655465972044712	-0.17347637891868708	-0.365988344065212	-0.05088319372104716	0.6879069124910896
2008-09-01	-0.37887235751194336	0.067327446943871552	0.19003852701642628	0.4035379926240216	0.39459535691509928	-0.64630752439519376	-0.31172793504250328	-0.31809347769842288	-0.25091068054561344	0.60920899459128456
2008-10-01	-0.96284208021949136	-0.57793823787914112	-0.58275355045667456	-1.0474112076928646	0.60428726044548984	-1.151333207304442	-0.89378462327084112	-0.62356430319053376	-0.77406681413514384	0.56180665280448352
2008-11-01	-1.8982078579934864	-2.1954413611644352	-0.92285911403388496	-1.7873888125328124	0.63473193438254416	-2.0434364893618744	-1.8109418022458072	-1.3751539323443334	-1.1208907499584162	0.47554811297283176
2008-12-01	-3.2129701250495836	-2.4756993463548668	-2.631791490042522	-0.30746165288898104	0.13215478988528406	-3.1959310243962232	-2.638648445217808	-2.6248047242287508	-1.0652660370419284	0.3227622085794814
2009-01-01	-4.438396764512928	-3.393461368104356	-4.3154438054731704	-1.5864250294096926	0.29925224253915996	-4.336901834867832	-3.33685308435588	-3.972164219602268	-1.0475742869865756	0.23496159451729696
2009-02-01	-5.3339866870019152	-4.225288556571628	-4.8963931398723408	-0.9664185009011376	0.1141059601051474	-5.211473043890404	-3.7025551529661184	-5.0238667250371368	-0.75039272724030544	0.1530515069849455
2009-03-01	-5.8557589126056992	-3.2609206948239568	-5.9521182010979048	0.590706811146368	0.041127086626622896	-5.6662637042227384	-3.5893623681030968	-5.7298261329765104	-0.395149327674184	0.082227830202957376
2009-04-01	-5.6760206624783536	-3.2247266353120536	-6.176704495855636	-1.1202456795986376	0.14794660968616636	-5.6704065117351504	-3.3736158504268992	-5.9124827506987488	-0.41929783182010928	-0.011259098487935288
2009-05-01	-5.2979841566737792	-3.472000686845496	-5.3675263634021528	-0.47318678230220832	0.040770210901517112	-5.3825293706809184	-3.1032150473184696	-5.6165689536036064	-0.27443584438942776	-0.20225968532333476
2009-06-01	-4.9766246129266368	-2.4523480031534724	-5.3182427607462136	0.73053595437902544	-0.83089528478807056	-4.966874336056528	-2.6771701910439088	-5.1510388622477272	-0.11310881787201406	-0.40641862836474168
2009-07-01	-4.3864171637464632	-2.06689531557987	-4.4466814792406432	-0.6558758300950904	-0.29786527337506796	-4.5031382488513184	-2.3632771533963436	-4.5758040069863008	-0.28661314267052328	-0.29635072944880504
2009-08-01	-3.8737095685097512	-2.1922766614328376	-3.6006211370770496	-0.4779768483526004	-0.095300009032582512	-4.0807682269247408	-2.2045096182784648	-4.1179798166730096	-0.30260043693657112	0.030852553164497204
2009-09-01	-3.817679208702348	-2.311442251833958	-4.1014280336420072	-0.3688822937627776	0.75408099123802592	-3.6724903030313952	-1.947459431776492	-3.8755591924158736	-0.037985006246340512	0.47658521728892424
2009-10-01	-3.2191883356471556	-1.503470264600677	-3.6014558200884192	0.73839774918016672	0.79387969633257264	-3.0439718515108904	-1.326485483131018	-3.4291763557269564	0.45494243240795632	0.81608869854115568
2009-11-01	-2.277990406025908	-0.34459398123889872	-2.9425018083345712	0.98593423759787408	1.0314956578404362	-2.1060691523737904	-0.43992948164010056	-2.5853343693444568	0.79299387451767024	1.1021002064869728
2009-12-01	-0.83036750930423328	0.62669361479705712	-1.227751392465572	0.96979323587523584	1.4043679105099032	-0.94485496976692368	0.43688208192854224	-1.322815760368038	0.87643663234636256	1.3651479484835738
2010-01-01	0.25521432949326172	1.1205463079570892	0.11863909511728754	0.560636034901692	1.6473180087120476	0.18167667851076392	1.1239582172083944	0.022429505112523696	0.79847838123779888	1.5651555832416218
2010-02-01	1.1594046931209828	1.5063647441893028	1.336913634750618	0.73628593555208	1.6924460404455154	1.1300192351230158	1.631119466701454	1.209515828909916	0.74568340006461744	1.7012667314981086
2010-03-01	1.9401117728225052	2.3050941642522068	2.0805632270278972	0.97633715251874544	1.474012844932858	1.8302037937160736	1.9647744636584148	2.0937672028415904	0.66677362136334992	1.8547874394604532
2010-04-01	2.1937644091698572	1.7521593705212294	2.7358527544867856	-0.11102349645492304	2.3234161466819508	2.2416469059341468	2.0065771188178192	2.6579054245657016	0.50107351315799064	2.0982030622834816
2010-05-01	2.5310794351929728	1.9981167463929756	3.103917960228466	1.1380747784737502	2.2124212586412176	2.4336731025278744	1.9785010435120028	2.871448315926712	0.49747107462792976	2.123224360594426
2010-06-01	2.311077620451524	2.075188284191766	2.4487922557937432	0.03967560065459716	2.0980625067383192	2.4277244174836096	1.8481021007767116	2.7818610286901676	0.29275729533964396	1.846775179418988
2010-07-01	2.4216882600501804	1.3172574784287452	2.853317049205052	-0.044321800353509144	1.185868083319113	2.3426492174528048	1.6025518565286648	2.6690783589233704	0.16432686870543046	1.274976261829663
2010-08-01	2.1548130498151132	1.608117346092178	2.4066683918106704	0.570464766518364	0.52329024135932288	2.180649072054828	1.456108060099635	2.4799663297971968	0.13649279345253942	0.66523567821827736
2010-09-01	1.9767583609935676	1.3110953765229294	2.2638254367002556	-0.34138935784133588	0.14889650185709774	2.0229645935064248	1.3377340827214774	2.345629654764208	0.024919399249281788	0.18585332046610804
2010-10-01	1.926614640105418	1.1073821337490322	2.3964149777806168	-0.015899602199406524	-0.13660607353358794	1.9250003717846244	1.3284025816185908	2.3238751092904376	0.079242988829792944	-0.13681635640452242
2010-11-01	1.8596940417239504	1.6544728243961742	2.2026833513386944	0.55937062459479112	-0.44283240312441712	1.8959547643535996	1.4824475078168254	2.390705250777968	0.18279110783759068	-0.31337571598030156
2010-12-01	1.8347754770940696	1.3673127984051634	2.5232403215717724	-0.29386481157731004	-0.21643196321348784	1.9466403969983164	1.6331823644724736	2.5946625051190604	0.1237487108869933	-0.35421683897698252
2011-01-01	2.1528124370632388	2.0446000402582488	3.0413097983752516	0.7051238435167132	-0.48067436001828488	2.0516091728740916	1.7859459713211764	2.7962673987667028	0.0668802693495196	-0.39918849325443408
2011-02-01	2.0944727506387852	1.9914446499892656	2.645872739168344	-0.5651845294983556	-0.37372564954767952	2.0735480752319932	1.680207582031265	2.7846182746265948	-0.24066326786761484	-0.45035457090903056
2011-03-01	2.099360461576692	1.0130127054911508	3.0188503762166064	-0.63017408347502288	-0.33871192274175412	1.976347351512238	1.3140905192081424	2.5938558752129876	-0.4134873776900008	-0.5912648308009972
2011-04-01	1.7158757721546544	1.043771585922013	1.9037958236819012	-0.1978091425125392	-1.039160174239226	1.744821924561835	0.99695517341521264	2.1193754075818812	-0.39071879867397016	-0.82884011042920864
2011-05-01	1.4339755333854142	0.78096396449626352	1.5663229904864424	-0.4335972461752508	-0.99900786362396656	1.4867998272922474	0.73708412149888864	1.6815665797928966	-0.32817097516087672	-0.91744833923329696
2011-06-01	1.2810313662503532	0.32706466874046956	1.41719606296231	-0.25056173350442012	-0.95693497708834864	1.2811629402077578	0.58957635281238384	1.385239516005672	-0.18874769533064404	-0.82177751046291136
2011-07-01	1.02114741990611	0.60209073365525224	1.0921894809495314	0.0038871015830290696	-0.38239204572959688	1.1539688499058168	0.65341069970628696	1.2199607510733926	-0.04077901837756932	-0.58807514175837136
2011-08-01	1.1114797688640548	0.97810571744067648	1.1584632293371408	0.3361560929252066	-0.51981589685488272	1.1311435690264704	0.76505431045927248	1.2072533668058804	-0.014409041669726202	-0.3977462173854336
2011-09-01	1.2166085798429102	0.85191211688402704	1.324904123999834	-0.41738723720171608	-0.1335987324289773	1.1057916802100586	0.70965436729898032	1.2408691748890978	-0.19511574261458984	-0.22651262558108036
2011-10-01	1.0425334859490356	0.37606655382308936	1.3307749206298474	-0.5024616584854504	-0.10154907225070084	0.95135396593450624	0.4854094594344552	1.1657698495402674	-0.31781196402470268	-0.1721659340517431
2011-11-01	0.63288252577824088	0.20651771136914044	0.88671975835596224	-0.095312911563381504	-0.21800831668104176	0.65208810831058992	0.23277592565978832	0.91095201408734816	-0.33968204329973324	-0.2395838173517504
2011-12-01	0.26778699322881176	0.037667118591675448	0.5168319608706388	-0.47810684145075448	-0.42689639068675272	0.28343130946361576	-0.01713280084229498	0.57041736294787952	-0.40256001230009784	-0.36302708823438848
2012-01-01	-0.095570685886599072	-0.28436278816894124	0.2824573796851294	-0.524459192390348	-0.49377066664282264	-0.0983848110134588	-0.25946150117971704	0.21393533480801544	-0.4039107711498612	-0.4551810587822352
2012-02-01	-0.43813938102134168	-0.44080704828739832	-0.18600025346216992	-0.18596146935388124	-0.49021911881680112	-0.45277294976248008	-0.43455503702642992	-0.14231003372333112	-0.31674604912374464	-0.49260034353023264
2012-03-01	-0.73804462254762496	-0.507687487576586	-0.45662607470220632	-0.3103643489960858	-0.50458039649648744	-0.73633167829843504	-0.5076595570456096	-0.41361266116013304	-0.2346259967369564	-0.49042916487391016
2012-04-01	-0.964603640995404	-0.63195142650569128	-0.53006177776410592	-0.2056337706918128	-0.38552122421511456	-0.89102599939517184	-0.45027322116140072	-0.55895668575520216	-0.12032618473484128	-0.4614305204953664
2012-05-01	-0.96249031133962144	-0.23019100232702948	-0.66747322599996616	0.18525367244678964	-0.52175147902406584	-0.86053386007572928	-0.2339221198289242	-0.58033965930342376	-0.012360536121873518	-0.43251863969927704
2012-06-01	-0.67511956070359728	0.17486074055707548	-0.54191252725400528	-0.02268822142626762	-0.3163044785705192	-0.66211084896337704	-0.01181054884759146	-0.45086422560858704	-0.034550559859498876	-0.35469845551006652
2012-07-01	-0.34942699681116864	0.03714752509312764	-0.15040896990179922	-0.2486094101652636	-0.3368503371139648	-0.414969005945278	0.066588313485080864	-0.23076659517102316	-0.11310355634049992	-0.268207740276948
2012-08-01	-0.13950850870387476	0.15702560587198624	0.08236752280606168	0.037406730667086816	-0.12386329336165236	-0.25132908264881516	0.038472578276243096	-0.071331280136481992	-0.16236448752442798	-0.17489028940958734
2012-09-01	-0.24787529732082268	-0.22109281876814776	-0.16418546415580068	-0.61919371705648008	-0.081071943480762192	-0.23786982156726208	-0.088400431758907632	-0.043485167381489472	-0.23218416919559808	-0.14523249515466722
2012-10-01	-0.24859808141128968	-0.11458255469771374	0.11575749685008852	0.27672732336629848	-0.21143805818103888	-0.32944939124895212	-0.18772036630943104	-0.064456340840027856	-0.1726421989468106	-0.19869375371093544
2012-11-01	-0.56141568571990864	-0.288776044483391	-0.35800820855924588	-0.5034818333299592	-0.29341546308264244	-0.4909314359957792	-0.26586926207362704	-0.17217318122039064	-0.22082772223174796	-0.29057290960323484
2012-12-01	-0.59834034639800856	-0.38009268258675496	-0.040930234775936512	-0.22209962362996336	-0.40885238853813808	-0.60632829027197544	-0.2560913441380784	-0.22435023154075496	-0.16446036219098342	-0.38891311182651168
2013-01-01	-0.69900131214065544	-0.036216074804954768	-0.45102023568467096	0.17616226710821312	-0.4858561881390212	-0.63013653826590208	-0.11453761999913162	-0.26453706215815336	-0.073913853063301824	-0.46460006285511992
2013-02-01	-0.54843828163439448	0.033836230129792164	-0.1453399611020549	-0.24464142247232232	-0.50314165404035384	-0.50886482029195368	0.07863956439818992	-0.15286324666480012	-0.077201190526467744	-0.50845874187503992
2013-03-01	-0.34951780604332272	0.097055171240578976	0.0096226453942022944	-0.2602279372946432	-0.53885800787663992	-0.25788655053927844	0.3216094083030398	0.064058467820572968	-0.05225925008673088	-0.53257025335615352
2013-04-01	0.079048440092302592	0.87917683661601552	0.32245443859584312	0.5751904636089796	-0.5971845789829748	0.067851395460534704	0.56773777669617384	0.34713861974197912	-0.044465139196195472	-0.54369861393365704
2013-05-01	0.4335185254882072	0.69763804497744864	0.53692456663500296	-0.617679021920686	-0.47319461126136096	0.3217708866718526	0.54583629749588704	0.60285192511706096	-0.30716465251487812	-0.55489559476323312
2013-06-01	0.61362187945902904	0.32074787227112332	1.1613740599786416	-0.49343879432083096	-0.57352722308058904	0.36849083669080992	0.296155658540316	0.71298891881732496	-0.4740479818976204	-0.632698932049882
2013-07-01	0.092167161120450208	-0.2203575960344904	0.35422811265826332	-0.74584997324470384	-0.72353128822430192	0.18437779792989616	0.0107482951491594	0.4934127772322196	-0.489319688605072	-0.76194537849673232
2013-08-01	-0.12087211559378744	-0.30828104520680712	0.151344086274053	-0.22131221567241144	-0.9191631515814152	-0.00907063443018028	-0.093741143627076912	0.2083718179125104	-0.31657514632109344	-0.8682999778376192
2013-09-01	-0.19229375759350888	0.20626044624926252	-0.1913588371961456	0.2134616452108166	-1.006867733595482	-0.082567502018156848	-0.031773899921536884	-0.017070306164993232	-0.17594001336917714	-0.83901368353394864
2013-10-01	0.04254985073737652	0.099207526723646272	-0.022961311728183652	-0.44412562146453336	-0.67736086329714096	-0.018627327626378228	-0.032351117447094584	-0.11487767366193928	-0.19227701742413348	-0.61220062279092192
2013-11-01	0.11658286855927898	-0.28707947809519228	-0.047711858392834288	-0.3844537214121248	-0.12852414234486854	0.09050911037745904	-0.086439593745824704	-0.19130289427112796	-0.10104722758077918	-0.29382897287527356
2013-12-01	0.14892139830591674	-0.11968751574493736	-0.4491577989629216	0.4024637283742248	0.0083305982758824784	0.21377821198941312	-0.05344748218906108	-0.26068221575160388	0.11043968302566906	-0.055027151559957368
2014-01-01	0.32945175270928844	0.10571014308058646	-0.36240467053118832	0.25045082608997588	0.062566634592258944	0.34619013538736204	0.0065771795024947944	-0.19376084998411828	0.17146754742864894	0.09838125391247768
2014-02-01	0.56888400602797608	0.14797846929466102	0.15698890101052356	0.17164594717327896	0.10065019907233802	0.41789822506568776	-0.032653679947734952	-0.04975959206073988	0.10334424401015402	0.22393040613532264
2014-03-01	0.38934433434028304	-0.2296765726527386	0.14246038017819166	-0.1790369412242754	0.5012894117920508	0.3423174428406986	-0.19829516823823644	-0.056543057620607784	0.0063609298135048824	0.34333984838164976
2014-04-01	0.1731843091515122	-0.45739297278903736	-0.21770937036077448	-0.068762347200391872	0.33300277956501816	0.18384853149099124	-0.33687024382509996	-0.23522736923159756	0.049110465045147072	0.35504891686154688
2014-05-01	-0.034426288199658156	-0.35439828040717964	-0.59249142977991528	0.25722653358606012	0.3730808406203972	0.053919125294746776	-0.326283269578918	-0.40792521166278536	0.21478783887374584	0.31544651119550304
2014-06-01	-0.057944698335848312	-0.38134505938368	-0.55798106942760896	0.35411112493890388	0.13116408040794902	0.053292636190667632	-0.16496133733422042	-0.37923127081242448	0.36871522822242744	0.25887539370747892
2014-07-01	0.24429250989055416	0.42539110259183168	-0.0019825398735202892	0.90541685105305296	0.21102204178655864	0.19438706262305112	0.12055345024620104	-0.13830645069589828	0.4186535047266324	0.2773126561463292
2014-08-01	0.33374063635437588	0.22086744846793496	0.027105150893893356	-0.39177809763316504	0.4297542867315396	0.37838306850967864	0.28733526845009504	0.14693854605622502	0.25775943673827784	0.33502407696137876
2014-09-01	0.67377350608855336	0.36417266595362504	0.73625960398349696	0.60715238973442632	0.34776545654972808	0.55636676503583496	0.39729594491084096	0.44491692763575536	0.26595313893570144	0.32998482024218188
