_date_,find3f
2011-10-01,1.9198373848142447
2011-11-01,1.9600574154762709
2011-12-01,2.02880729414828
2012-01-01,1.8955615406364388
2012-02-01,1.8207382067495468
2012-03-01,1.6524039851753953
2012-04-01,1.550216422026292
2012-05-01,1.4084582260987366
2012-06-01,1.4920576033742627
2012-07-01,1.5849157644292
2012-08-01,2.0519204696627686
2012-09-01,2.1252564629573447
2012-10-01,2.1227636015092313
2012-11-01,1.6931340833221458
2012-12-01,2.0087926269896506
2013-01-01,1.9864202850616608
2013-02-01,1.6754866354765645
2013-03-01,1.3966104495891336
2013-04-01,0.9968096788938224
2013-05-01,0.89551012445419
2013-06-01,0.8660971625869713
2013-07-01,0.9128240956207092
2013-08-01,0.456211035915838
2013-09-01,0.2262142860640823
2013-10-01,0.116636280846989
2013-11-01,0.3603789933913902
2013-12-01,0.1734689936103281
2014-01-01,-0.0992156149216422
2014-02-01,-0.2948345675173863
2014-03-01,-0.7424518496358387
2014-04-01,-0.5423525570763034
2014-05-01,-0.446829324555951
2014-06-01,-0.5825287955869503
2014-07-01,-0.8267404993253814
2014-08-01,-0.9954218379819824
2014-09-01,-1.057743406606624
2014-10-01,-1.0739109965935518
2014-11-01,-1.0237482085343779
2014-12-01,-1.0273302512125277
2015-01-01,-1.2580052169268452
2015-02-01,-1.2427375339068643
2015-03-01,-1.0954329024305094
2015-04-01,-1.3105712235630138
2015-05-01,-1.6192606095368827
2015-06-01,-1.6975928736381691
2015-07-01,-1.5213584446973658
2015-08-01,-1.7397531645861646
2015-09-01,-1.794163224431634
2015-10-01,-1.968506328311832
2015-11-01,-1.8175543598370227
2015-12-01,-1.748917922714552
2016-01-01,-1.76160945622631
2016-02-01,-1.81425830991103
2016-03-01,-2.1472302713633606
2016-04-01,-2.3473960602770583
2016-05-01,-2.466259013792553
2016-06-01,-2.576201957211372
2016-07-01,-2.666087704639718
2016-08-01,-2.2721606599165622
2016-09-01,-2.0397057281662385
2016-10-01,-1.5923568951325282
2016-11-01,-1.480883382879954
2016-12-01,-1.5154935171768051
2017-01-01,-1.029115930187648
2017-02-01,-0.8262145792701364
2017-03-01,-0.5263960363748827
2017-04-01,-0.8249336202701537
2017-05-01,-0.9063175571560488
2017-06-01,-1.0062963852020301
2017-07-01,-0.9716545133892206
2017-08-01,-1.0303920884364688
2017-09-01,-0.9250085900998772
2017-10-01,-1.1566979127017472
2017-11-01,-1.2825816854666034
2017-12-01,-1.4050523457540627
2018-01-01,-1.4707248166783924
2018-02-01,-1.5212840868005184
2018-03-01,-1.447300770349142
2018-04-01,-1.2800774916331188
2018-05-01,-1.2642387079549888
2018-06-01,-1.2808900164820398
2018-07-01,-1.1454603764806612
2018-08-01,-0.8919242789427771
2018-09-01,-0.7154748158157124
2018-10-01,-0.6833175937461525
2018-11-01,-1.0088080758220819
2018-12-01,-1.170344643220621
2019-01-01,-1.353509063375569
2019-02-01,-1.0375251834411139
2019-03-01,-1.1133040757400645
2019-04-01,-1.1627781685994552
2019-05-01,-1.0916010904953763
2019-06-01,-1.2109393579467942
2019-07-01,-1.3990055141720332
2019-08-01,-1.7524744976669382
2019-09-01,-1.6792558353105156
2019-10-01,-1.6393737886623758
2019-11-01,-1.5657013463294605
2019-12-01,-1.5345645526971161
2020-01-01,-1.4764976311171318
2020-02-01,-1.4877479844863304
2020-03-01,-2.003642394770369
2020-04-01,-3.6196894137827753
2020-05-01,-4.894035915190071
2020-06-01,-3.053631663586208
2020-07-01,-0.7518299520981868
2020-08-01,0.1318002620291346
2020-09-01,-0.4029709517023546
2020-10-01,-0.7092180250813898
2020-11-01,-0.6828162323883273
2020-12-01,-0.8646146258474102
2021-01-01,-0.6054860045516017
2021-02-01,-0.7610754869959444
2021-03-01,0.2145455505348534
2021-04-01,2.709113310274823
2021-05-01,5.036618826417991
2021-06-01,4.368162825785855
2021-07-01,2.2428085830439564
2021-08-01,1.303719816389946
2021-09-01,1.5897950644677665
2021-10-01,2.292868659681778
2021-11-01,2.734362081714262
2021-12-01,3.4022901950690576
2022-01-01,3.553392892690174
2022-02-01,3.8697030912306416
2022-03-01,3.6911522438812097
2022-04-01,4.122179369911381
2022-05-01,4.925026966262317
2022-06-01,5.581452383815153
2022-07-01,5.653103190943303
2022-08-01,5.605972716511423
2022-09-01,5.53053627391339
2022-10-01,4.896092458888893
2022-11-01,3.670191587219948
2022-12-01,2.81184795970878
2023-01-01,1.9313574408934444
2023-02-01,1.128298819621034
2023-03-01,0.2736057908130595
2023-04-01,-0.664701618270518
2023-05-01,-1.9905733080322248
2023-06-01,-2.659346229414069
2023-07-01,-2.764357429341656
2023-08-01,-2.7189476037193825
2023-09-01,-2.8222049208577937
2023-10-01,-2.7306171878086016
2023-11-01,-2.521975531353701
2023-12-01,-2.7202706440334508
2024-01-01,-2.6898159208108705
2024-02-01,-2.647267954814947
2024-03-01,-2.434980018393267
2024-04-01,-2.6318474170924455
2024-05-01,-2.4078720451513287
2024-06-01,-2.0687828759801485
2024-07-01,-1.8267412891999768
2024-08-01,-1.7562462338450646
2024-09-01,-1.712245258965192
2024-10-01,-1.6490504822815122
2024-11-01,-1.3351717050954046
2024-12-01,-1.1268443068108553
2025-01-01,-0.9615208918779206
2025-02-01,-0.7790041885122089
2025-03-01,-0.6348434439605974
2025-04-01,-0.4206567765385976
2025-05-01,-0.5154394166939594
2025-06-01,-0.6848576578547014
2025-07-01,-0.6858186209602017
2025-08-01,-0.6393786035577445
2025-09-01,-0.6050186625562872
2025-10-01,-0.5999139863272532
2025-11-01,-0.5973529073678405
2025-12-01,-0.4656573655439491
2026-01-01,
2026-02-01,
2026-03-01,
2026-04-01,
2026-05-01,
2026-06-01,
2026-07-01,
2026-08-01,
2026-09-01,
2026-10-01,
2026-11-01,
2026-12-01,
