_date_,fcp1f
2013-04-01,-5.835236524503221
2013-05-01,-5.500692935392321
2013-06-01,-5.242661296849347
2013-07-01,-5.141682128931033
2013-08-01,-4.765983822820588
2013-09-01,-3.2560984113036566
2013-10-01,-2.0633445235403487
2013-11-01,-0.5334356901867657
2013-12-01,0.1219388113090499
2014-01-01,0.814689553398382
2014-02-01,1.1375145878550184
2014-03-01,1.3116165509484616
2014-04-01,1.8851045846011825
2014-05-01,2.3692761019865194
2014-06-01,2.628958161954953
2014-07-01,2.6318957505664424
2014-08-01,2.359299305766307
2014-09-01,2.2905156998704808
2014-10-01,2.240920706238987
2014-11-01,2.5733300424901806
2014-12-01,2.340740430769562
2015-01-01,2.0399003611845767
2015-02-01,1.8881869476120168
2015-03-01,2.9942585526842405
2015-04-01,3.341432045548959
2015-05-01,3.801849766560766
2015-06-01,3.3766597800143345
2015-07-01,4.009876266976825
2015-08-01,4.580989349053469
2015-09-01,4.782092555182338
2015-10-01,4.724118262522528
2015-11-01,4.5139127958783405
2015-12-01,4.851133089589165
2016-01-01,5.581887189663315
2016-02-01,5.83161145610794
2016-03-01,4.933043909145651
2016-04-01,4.435612264680137
2016-05-01,3.659221894306381
2016-06-01,4.291875567228596
2016-07-01,3.7031633501803167
2016-08-01,3.587679750136108
2016-09-01,3.3334813815496824
2016-10-01,3.549101089774434
2016-11-01,3.678672781207171
2016-12-01,3.649358344343816
2017-01-01,3.557239371519665
2017-02-01,3.1740967739764967
2017-03-01,3.2382794188128803
2017-04-01,3.294777041693689
2017-05-01,4.163598452307208
2017-06-01,4.181138689936356
2017-07-01,4.308028421357465
2017-08-01,4.04303999047571
2017-09-01,3.9154776313743263
2017-10-01,3.721550254605373
2017-11-01,3.5582300013073587
2017-12-01,3.57675610331513
2018-01-01,3.519230480167237
2018-02-01,3.55157047046521
2018-03-01,3.4293690198088984
2018-04-01,3.305739077839508
2018-05-01,2.7579175467950177
2018-06-01,2.5897924547936606
2018-07-01,2.6222648005176046
2018-08-01,2.6772384101949287
2018-09-01,2.404199767572537
2018-10-01,2.2951650304222233
2018-11-01,2.214669067135392
2018-12-01,2.308940117453484
2019-01-01,2.463139841978235
2019-02-01,2.7748837041351364
2019-03-01,2.8046820783571165
2019-04-01,2.647452410768738
2019-05-01,2.8783753804678724
2019-06-01,2.9158595554241504
2019-07-01,2.6396526857825684
2019-08-01,2.259434589296701
2019-09-01,2.1485203948493923
2019-10-01,2.0588574634451295
2019-11-01,1.865569001659377
2019-12-01,1.8363721979434249
2020-01-01,1.2662548191234124
2020-02-01,1.1259370606090284
2020-03-01,-2.244233625435982
2020-04-01,-10.758301288556591
2020-05-01,-18.49780071568222
2020-06-01,-19.83387682215707
2020-07-01,-13.805285510539774
2020-08-01,-9.388902942676207
2020-09-01,-7.352567011226284
2020-10-01,-6.762918377636965
2020-11-01,-6.100693649916464
2020-12-01,-5.95432613160142
2021-01-01,-6.187677454604964
2021-02-01,-6.846807394762082
2021-03-01,-3.2924650182487145
2021-04-01,5.707194377248969
2021-05-01,13.302423308113047
2021-06-01,14.382324535704207
2021-07-01,9.689803013153576
2021-08-01,6.843414586913423
2021-09-01,6.115199331352866
2021-10-01,6.141635647637584
2021-11-01,6.839653138556327
2021-12-01,7.296217721969594
2022-01-01,8.269449991866315
2022-02-01,8.376519732057552
2022-03-01,7.476507276071776
2022-04-01,7.182327371008406
2022-05-01,7.330621336537433
2022-06-01,8.390674638827676
2022-07-01,7.188431450373834
2022-08-01,6.0356371448566515
2022-09-01,5.164030553195608
2022-10-01,5.117347934517127
2022-11-01,3.9374922470286418
2022-12-01,2.965637984301639
2023-01-01,2.40496400448848
2023-02-01,2.7910395449191414
2023-03-01,3.475556697585154
2023-04-01,3.040462498853605
2023-05-01,2.4439749838914113
2023-06-01,1.3910106629323686
2023-07-01,1.684712842512122
2023-08-01,1.7412944774865944
2023-09-01,1.399895830085793
2023-10-01,0.9337188790246014
2023-11-01,1.1128640161492982
2023-12-01,1.4611363103127593
2024-01-01,1.5912345859722679
2024-02-01,2.1262556148579193
2024-03-01,2.4594851961109447
2024-04-01,2.7873888127583726
2024-05-01,2.492165138062468
2024-06-01,2.5982269789702137
2024-07-01,2.4772714008913126
2024-08-01,2.6875368658379744
2024-09-01,3.0029182584863645
2024-10-01,3.611345167200513
2024-11-01,3.9115554057494775
2024-12-01,3.6859316862221414
2025-01-01,3.44206501995093
2025-02-01,2.888987514104077
2025-03-01,2.482539078143872
2025-04-01,2.111101860851451
2025-05-01,2.040515342150064
2025-06-01,1.9140088223530027
2025-07-01,1.84078750699759
2025-08-01,1.5489540161196533
2025-09-01,1.2879353920824794
2025-10-01,0.961418884316438
2025-11-01,0.7591886881856824
2025-12-01,0.7329307844281904
2026-01-01,
2026-02-01,
2026-03-01,
2026-04-01,
2026-05-01,
2026-06-01,
2026-07-01,
2026-08-01,
2026-09-01,
2026-10-01,
2026-11-01,
2026-12-01,
