_date_,finv3f
2011-11-01,0.0856744259015646
2011-12-01,-0.5382336289573121
2012-01-01,0.1913083154623836
2012-02-01,-0.8858321324869688
2012-03-01,-0.143094558088623
2012-04-01,0.499995783461502
2012-05-01,-1.1224290995646415
2012-06-01,-0.1575027537273285
2012-07-01,0.4911538711266
2012-08-01,-0.5598677616264296
2012-09-01,-0.0691382374764515
2012-10-01,-0.8306789247715385
2012-11-01,-1.386373747552725
2012-12-01,-0.9836511411608144
2013-01-01,-2.023065907582919
2013-02-01,-0.5717083213099862
2013-03-01,-0.6372351892209411
2013-04-01,-1.0799342326498604
2013-05-01,0.4975091754442606
2013-06-01,-0.9060269535555836
2013-07-01,-1.8903605848319829
2013-08-01,0.0238658456790276
2013-09-01,0.4734486715464718
2013-10-01,0.239187391061373
2013-11-01,0.2784111628396906
2013-12-01,0.4045911898502433
2014-01-01,1.1050896152134773
2014-02-01,1.6600034515169868
2014-03-01,0.9192751225934132
2014-04-01,0.006934357808113
2014-05-01,0.2712472741200958
2014-06-01,0.9177360147061316
2014-07-01,0.5929422769554376
2014-08-01,-0.19873459498875
2014-09-01,-0.2882574557253807
2014-10-01,-1.2253200875966752
2014-11-01,-0.4260046502885055
2014-12-01,-0.2566298927769037
2015-01-01,-1.2501830994917307
2015-02-01,-1.8381049738384865
2015-03-01,-2.5052949394365656
2015-04-01,-1.657382258063198
2015-05-01,-1.0040696452158642
2015-06-01,-1.3898475384014424
2015-07-01,-0.6958769643435049
2015-08-01,-0.398408179686968
2015-09-01,-2.0737307692283578
2015-10-01,-2.121232123019317
2015-11-01,-1.5156006993222741
2015-12-01,-1.5774662782671287
2016-01-01,-1.941265086982363
2016-02-01,-1.8580522021502888
2016-03-01,-1.0573522712975358
2016-04-01,-0.9919537599150317
2016-05-01,-0.9710429682978212
2016-06-01,-1.604352610308975
2016-07-01,-2.2037061192702456
2016-08-01,-1.9866249575638033
2016-09-01,-0.7014744407683426
2016-10-01,0.7629333329771084
2016-11-01,-0.7707795704785977
2016-12-01,-0.9315039946932788
2017-01-01,-0.4778772915091362
2017-02-01,-0.1169166219781302
2017-03-01,0.0100709118986967
2017-04-01,-0.6131677548737108
2017-05-01,-1.7551791435941586
2017-06-01,-1.1310538331266304
2017-07-01,-0.2594327085843
2017-08-01,-0.6896077321482116
2017-09-01,-0.8598504400545022
2017-10-01,-0.7563502918975608
2017-11-01,-0.3481431060534179
2017-12-01,-0.1476736166855534
2018-01-01,0.1579410538778495
2018-02-01,0.2202176950906272
2018-03-01,-0.4052461449974233
2018-04-01,0.3148940730987899
2018-05-01,0.0424677916826888
2018-06-01,-3.1138118188256447
2018-07-01,-2.762759396077005
2018-08-01,-1.6499425814177446
2018-09-01,-0.5006921651729441
2018-10-01,-0.8871077113319148
2018-11-01,-1.9382062466865648
2018-12-01,-1.0993028761424575
2019-01-01,-1.956814210186884
2019-02-01,-1.6221531090640335
2019-03-01,-0.2454774648916373
2019-04-01,-2.5851654689363084
2019-05-01,-1.5551760332738642
2019-06-01,1.6812978276315826
2019-07-01,0.5701390616750646
2019-08-01,-0.0511102343001568
2019-09-01,-1.0189061161684223
2019-10-01,-2.34848044196302
2019-11-01,-1.1615668613516545
2019-12-01,-2.1497391283827887
2020-01-01,-1.681210083321841
2020-02-01,-1.0884855183499769
2020-03-01,1.0926345656069558
2020-04-01,5.5526309266659775
2020-05-01,-2.377168025346096
2020-06-01,-7.6436256296443235
2020-07-01,-4.9454677761722134
2020-08-01,-3.9151211275222417
2020-09-01,-3.704390161201277
2020-10-01,-2.7278756993207085
2020-11-01,-2.3240281999823846
2020-12-01,-2.7005575301208604
2021-01-01,-1.546357254978701
2021-02-01,-2.3038520645328484
2021-03-01,-6.256888484502704
2021-04-01,-9.296316826317852
2021-05-01,-0.9472092902892923
2021-06-01,5.382568700190896
2021-07-01,2.5810046570836063
2021-08-01,1.4189834297227244
2021-09-01,1.4631791983559428
2021-10-01,2.0597795277021285
2021-11-01,1.7168027810154427
2021-12-01,2.093989607402833
2022-01-01,1.2052704044060465
2022-02-01,1.0128746378222948
2022-03-01,2.3444832223702017
2022-04-01,2.0189889577291873
2022-05-01,1.5820301821184475
2022-06-01,1.091133368058081
2022-07-01,1.7099915781084147
2022-08-01,0.8923459615973176
2022-09-01,0.3768654209604765
2022-10-01,0.8569957169518081
2022-11-01,0.5718322934756886
2022-12-01,0.6201527334416566
2023-01-01,1.028625625274712
2023-02-01,0.8253510382642091
2023-03-01,-0.2070588900950718
2023-04-01,0.8533768877071264
2023-05-01,0.9181275303152974
2023-06-01,0.3198666314554364
2023-07-01,0.4663452606121245
2023-08-01,0.9711169421226988
2023-09-01,0.4893445722454757
2023-10-01,-0.6349000976833234
2023-11-01,-0.2982961837799871
2023-12-01,-0.2320922265667728
2024-01-01,-0.3660498752714644
2024-02-01,-0.3153717119074719
2024-03-01,0.6134945988733564
2024-04-01,0.3700042563823035
2024-05-01,0.408271373199492
2024-06-01,0.4325909897289283
2024-07-01,-0.0905706717003274
2024-08-01,0.2503086350379072
2024-09-01,0.4103513695798839
2024-10-01,0.3521011523481606
2024-11-01,0.6549581163631718
2024-12-01,0.0746399225101876
2025-01-01,-0.1165611796769535
2025-02-01,0.0872103976059662
2025-03-01,-0.2534599656190105
2025-04-01,-0.2228626251563203
2025-05-01,-0.312450368674745
2025-06-01,-0.2870970899762312
2025-07-01,0.0167477022794462
2025-08-01,-0.1730906119732089
2025-09-01,-0.2724695101396443
2025-10-01,-0.2371646721800627
2025-11-01,-0.3845970605999342
2025-12-01,-0.0881109831964241
2026-01-01,
2026-02-01,
2026-03-01,
2026-04-01,
2026-05-01,
2026-06-01,
2026-07-01,
2026-08-01,
2026-09-01,
2026-10-01,
2026-11-01,
2026-12-01,
