_date_,fcp3f
2013-05-01,2.05162506144057
2013-06-01,1.6386350878130862
2013-07-01,1.801034678609199
2013-08-01,1.7724601221728278
2013-09-01,2.6837397673635266
2013-10-01,3.0518462307094048
2013-11-01,2.782864778093925
2013-12-01,2.9228617812328244
2014-01-01,2.3589907144607523
2014-02-01,2.123611889637593
2014-03-01,1.7110833108030115
2014-04-01,1.683155150186558
2014-05-01,1.331607224699867
2014-06-01,0.8128934284374705
2014-07-01,0.4310838516786419
2014-08-01,-0.23088656520878
2014-09-01,-0.3757640410542484
2014-10-01,-0.0673550755104318
2014-11-01,0.1004035077834411
2014-12-01,-0.4276853413831848
2015-01-01,-1.0551529924306513
2015-02-01,-1.1898223198053497
2015-03-01,-0.3836193627075156
2015-04-01,-1.254178970893731
2015-05-01,-1.63638918659635
2015-06-01,-1.223595363400697
2015-07-01,-0.9147955058322764
2015-08-01,-0.1426501313134557
2015-09-01,-0.410097443967842
2015-10-01,-0.8679559335149971
2015-11-01,-0.5389228093607344
2015-12-01,-0.3792654674729318
2016-01-01,0.2041133829940784
2016-02-01,0.2271576869011854
2016-03-01,-1.0771895505535123
2016-04-01,-0.6594708828612303
2016-05-01,-0.5121479777217512
2016-06-01,-0.6738293243669743
2016-07-01,-0.6624489208180429
2016-08-01,-1.1880736420635716
2016-09-01,-0.9722671428360008
2016-10-01,-0.951872710806776
2016-11-01,-1.5021442511260528
2016-12-01,-1.58390425779481
2017-01-01,-1.676033539977394
2017-02-01,-2.1635122610714803
2017-03-01,-1.7737597142136503
2017-04-01,-1.5069106829232761
2017-05-01,-1.3971062325035963
2017-06-01,-1.5589423264747082
2017-07-01,-1.952578671702052
2017-08-01,-1.8481505645293752
2017-09-01,-1.9083297134790265
2017-10-01,-1.8305133790679644
2017-11-01,-1.5849272435824673
2017-12-01,-1.3500059449373827
2018-01-01,-1.4066758294750625
2018-02-01,-1.338921356994064
2018-03-01,-1.2556558264948712
2018-04-01,-1.5012042449152008
2018-05-01,-1.777078312218833
2018-06-01,-1.8484985156826552
2018-07-01,-1.492797524791051
2018-08-01,-1.491853499221337
2018-09-01,-1.8476596156825724
2018-10-01,-1.6933658917626888
2018-11-01,-1.9980549864100907
2018-12-01,-2.0764018948459895
2019-01-01,-1.532504483851209
2019-02-01,-1.2570728508200972
2019-03-01,-1.814291865337716
2019-04-01,-1.4623412285524586
2019-05-01,-0.9994954743562896
2019-06-01,-1.3214069639327135
2019-07-01,-1.81037848351716
2019-08-01,-1.4914312307655586
2019-09-01,-0.8428247189035345
2019-10-01,-0.4619266259869223
2019-11-01,-0.5048088910725109
2019-12-01,-0.8959924961510216
2020-01-01,-1.6760094526772271
2020-02-01,-1.8076737336466209
2020-03-01,-4.5192979982223855
2020-04-01,-12.494624613206987
2020-05-01,-11.984322021955489
2020-06-01,-4.440278196596584
2020-07-01,0.1778318289359043
2020-08-01,0.8858663594022405
2020-09-01,0.5236042229115647
2020-10-01,-0.130023964657766
2020-11-01,-0.0490879208899896
2020-12-01,0.1342921001368188
2021-01-01,-0.6280118798812541
2021-02-01,-0.9862202329102396
2021-03-01,3.3718029843637587
2021-04-01,11.583650891115578
2021-05-01,10.83527433730273
2021-06-01,4.253236354459516
2021-07-01,-0.0177235838115121
2021-08-01,-1.3547870053522721
2021-09-01,-1.1820095462617377
2021-10-01,-1.3290188502016467
2021-11-01,-0.5586072296811487
2021-12-01,-0.1369604185812611
2022-01-01,0.0860960785765992
2022-02-01,0.0602047457716083
2022-03-01,-1.6197930257747266
2022-04-01,-0.8245887881654672
2022-05-01,0.5106889788499039
2022-06-01,0.1046781961439357
2022-07-01,-0.5937259047592296
2022-08-01,-0.2802953449948978
2022-09-01,0.5770790477672076
2022-10-01,0.5361401418301556
2022-11-01,-0.5015615386940057
2022-12-01,-1.303531686896307
2023-01-01,-0.649578928698058
2023-02-01,-0.5203787490483972
2023-03-01,0.3313143035209476
2023-04-01,-0.3420675500376974
2023-05-01,-1.2023372445855807
2023-06-01,-1.0022977809171856
2023-07-01,-0.3726095156815898
2023-08-01,-0.7658253650019267
2023-09-01,-1.5632286009002871
2023-10-01,-1.062515174423285
2023-11-01,-0.504003560769996
2023-12-01,-0.538374051663472
2024-01-01,-0.6864104778964103
2024-02-01,-0.2850669180508664
2024-03-01,-0.3279342823483712
2024-04-01,-0.5699944050802928
2024-05-01,-0.3365476970376817
2024-06-01,-0.5072984879924884
2024-07-01,-0.7058242736103432
2024-08-01,-0.7028046180086278
2024-09-01,-0.4150672300525507
2024-10-01,-0.2874370298797382
2024-11-01,-0.4864125364933759
2024-12-01,-0.8416918662228988
2025-01-01,-1.200583339251128
2025-02-01,-1.3564931030256582
2025-03-01,-1.4351112618460382
2025-04-01,-1.8547091430810203
2025-05-01,-1.9867049714351228
2025-06-01,-1.23565287916817
2025-07-01,-0.962238291276406
2025-08-01,-1.043468183537539
2025-09-01,-1.2909604555733596
2025-10-01,-1.4093381064402304
2025-11-01,-1.2575846893028293
2025-12-01,-0.8970056350891443
2026-01-01,
2026-02-01,
2026-03-01,
2026-04-01,
2026-05-01,
2026-06-01,
2026-07-01,
2026-08-01,
2026-09-01,
2026-10-01,
2026-11-01,
2026-12-01,
