_date_,fexp4f
2012-08-01,0.0374067306670868
2012-09-01,-0.61919371705648
2012-10-01,0.2767273233662984
2012-11-01,-0.5034818333299592
2012-12-01,-0.2220996236299633
2013-01-01,0.1761622671082131
2013-02-01,-0.2446414224723223
2013-03-01,-0.2602279372946432
2013-04-01,0.5751904636089796
2013-05-01,-0.617679021920686
2013-06-01,-0.4934387943208309
2013-07-01,-0.7458499732447038
2013-08-01,-0.2213122156724114
2013-09-01,0.2134616452108166
2013-10-01,-0.4441256214645333
2013-11-01,-0.3844537214121248
2013-12-01,0.4024637283742248
2014-01-01,0.2504508260899758
2014-02-01,0.1716459471732789
2014-03-01,-0.1790369412242754
2014-04-01,-0.0687623472003918
2014-05-01,0.2572265335860601
2014-06-01,0.3541111249389038
2014-07-01,0.9054168510530528
2014-08-01,-0.391778097633165
2014-09-01,0.6071523897344263
2014-10-01,0.1592282012178585
2014-11-01,0.0221082559002394
2014-12-01,0.1500628275287036
2015-01-01,-0.6724349433265234
2015-02-01,0.3029646321902074
2015-03-01,0.9414596308025576
2015-04-01,-0.2165948527739039
2015-05-01,-0.4686188248161655
2015-06-01,0.4476367861307844
2015-07-01,0.279506904002462
2015-08-01,-0.5274911191473899
2015-09-01,0.311715652141729
2015-10-01,0.0625026797302475
2015-11-01,0.459070859139661
2015-12-01,0.0874260270210399
2016-01-01,0.0433253843027099
2016-02-01,0.2073004249073384
2016-03-01,-0.3442755945889331
2016-04-01,0.7756368337856985
2016-05-01,0.35868543588482
2016-06-01,-0.3241876555994133
2016-07-01,-0.7020698453785792
2016-08-01,1.2001268475247941
2016-09-01,-0.0090863319112867
2016-10-01,0.0616515736828672
2016-11-01,0.8638552428380268
2016-12-01,0.0515003761298233
2017-01-01,0.848954733697772
2017-02-01,-0.21906445291201
2017-03-01,0.3279004472180803
2017-04-01,-0.8796194137120241
2017-05-01,0.6759593079857683
2017-06-01,0.2606171855689231
2017-07-01,-0.077973345285563
2017-08-01,0.6277143114539904
2017-09-01,0.3836807869949737
2017-10-01,0.2301499218499238
2017-11-01,0.0678765124348978
2017-12-01,-0.1217998066830523
2018-01-01,0.2281708985258274
2018-02-01,-0.0502681541014646
2018-03-01,-0.069550018998424
2018-04-01,0.8235946665584297
2018-05-01,0.0156024863142414
2018-06-01,-0.0222067979058598
2018-07-01,0.7293347413426006
2018-08-01,-0.0709834622297781
2018-09-01,-0.728051744526619
2018-10-01,0.6594219501805249
2018-11-01,-0.2248745675597996
2018-12-01,-0.1143372012426338
2019-01-01,0.2548680010380494
2019-02-01,0.4279397440488411
2019-03-01,0.1033521868372398
2019-04-01,0.2983129601210143
2019-05-01,0.2516892031101238
2019-06-01,-0.2196010191461153
2019-07-01,-0.0730428497865222
2019-08-01,-0.3995750812985788
2019-09-01,0.6156186194943176
2019-10-01,0.0307132351612059
2019-11-01,-0.0827960594434696
2019-12-01,0.362383975498646
2020-01-01,0.0188979266430558
2020-02-01,0.0101313835913761
2020-03-01,-2.6453487732222736
2020-04-01,-5.0711404659807595
2020-05-01,4.686236545068628
2020-06-01,2.924019952474485
2020-07-01,-2.3030616271917808
2020-08-01,-4.312364577414126
2020-09-01,-0.961873115873454
2020-10-01,-0.5747907499598204
2020-11-01,-1.2599565080759625
2020-12-01,-0.890129418319231
2021-01-01,-2.6388804343200327
2021-02-01,-0.4669180924752136
2021-03-01,2.6869445843135447
2021-04-01,3.4083275649863385
2021-05-01,-6.137185971253332
2021-06-01,-3.7503730652635054
2021-07-01,0.9440090871448972
2021-08-01,3.3622665749881446
2021-09-01,0.7995989802815817
2021-10-01,-0.4808685157062983
2021-11-01,1.0522066175474454
2021-12-01,0.5762296754594544
2022-01-01,1.6166555451292548
2022-02-01,0.4929701700999892
2022-03-01,-0.9557599894594976
2022-04-01,0.9610561103601958
2022-05-01,1.0920631352295072
2022-06-01,0.6973063262371562
2022-07-01,0.5832110826834109
2022-08-01,0.857593922828848
2022-09-01,-0.4126383117628872
2022-10-01,-0.7675554381778793
2022-11-01,0.1517242865780859
2022-12-01,-0.2241874764401732
2023-01-01,-0.3945187982838742
2023-02-01,-0.6269276506560397
2023-03-01,0.949709808230536
2023-04-01,-1.1724144128577376
2023-05-01,-0.1798166598284625
2023-06-01,0.6392146711055753
2023-07-01,-0.0038976735712
2023-08-01,0.0640255258717818
2023-09-01,0.4542963488412099
2023-10-01,0.8922218119243945
2023-11-01,0.4246656220924954
2023-12-01,0.1268240486278842
2024-01-01,0.9927127891058432
2024-02-01,0.7360774158904544
2024-03-01,-0.6585267150235738
2024-04-01,2.097051118393734
2024-05-01,0.5258001017467274
2024-06-01,-0.2190885556038412
2024-07-01,1.1121985142744717
2024-08-01,0.3223574103349965
2024-09-01,0.1700238159017358
2024-10-01,0.7783896200013573
2024-11-01,-0.4219097066264388
2024-12-01,0.6955333068450844
2025-01-01,0.1584995466904017
2025-02-01,0.185665412504757
2025-03-01,0.6480690769185092
2025-04-01,-0.6075009570376008
2025-05-01,0.4933504005366079
2025-06-01,0.7725791815096342
2025-07-01,0.0872537622026788
2025-08-01,-0.0808855672388545
2025-09-01,0.4724695663292398
2025-10-01,0.2182273216321502
2025-11-01,0.5790424350095588
2025-12-01,0.2662612381548364
2026-01-01,
2026-02-01,
2026-03-01,
2026-04-01,
2026-05-01,
2026-06-01,
2026-07-01,
2026-08-01,
2026-09-01,
2026-10-01,
2026-11-01,
2026-12-01,
