_date_,find1f
2011-11-01,-3.1535900914388497
2011-12-01,-4.104768008028169
2012-01-01,-4.822447168355878
2012-02-01,-4.846399762877422
2012-03-01,-4.881439090310177
2012-04-01,-4.976014329884742
2012-05-01,-5.264713049972532
2012-06-01,-5.313934510878438
2012-07-01,-5.67030793285862
2012-08-01,-5.5594388051511405
2012-09-01,-5.7509451751497735
2012-10-01,-5.633951230173174
2012-11-01,-5.781607665689092
2012-12-01,-5.275842724113136
2013-01-01,-4.930526472324705
2013-02-01,-4.504420138728466
2013-03-01,-4.220864825137612
2013-04-01,-3.8607131553548855
2013-05-01,-3.5898298611125834
2013-06-01,-3.1474399361446097
2013-07-01,-2.6159395210032788
2013-08-01,-2.135047185522128
2013-09-01,-1.5783671485296698
2013-10-01,-1.2372021292447322
2013-11-01,-0.773520210522528
2013-12-01,-0.6623335159826798
2014-01-01,-0.2379095972081208
2014-02-01,0.0940937789630035
2014-03-01,0.2424220000425029
2014-04-01,0.7422125694514236
2014-05-01,1.273191219601875
2014-06-01,1.6080837988370225
2014-07-01,1.7400714071127703
2014-08-01,1.7874561481778342
2014-09-01,1.8059395162035867
2014-10-01,1.635545460906594
2014-11-01,1.7717316778045844
2014-12-01,1.684213260860361
2015-01-01,1.754949848497626
2015-02-01,1.7286050209152324
2015-03-01,2.7241050924165497
2015-04-01,3.2290133856057297
2015-05-01,3.6421286067589898
2015-06-01,3.668758575269184
2015-07-01,3.8392024684096415
2015-08-01,3.66784767681226
2015-09-01,3.437097324683588
2015-10-01,3.2910902357196417
2015-11-01,3.0931116644820125
2015-12-01,3.116254662475811
2016-01-01,2.86115537713986
2016-02-01,2.905172257715596
2016-03-01,2.3312389378550074
2016-04-01,2.4579356740055602
2016-05-01,2.242047463221675
2016-06-01,2.333038868672936
2016-07-01,1.8779605099930885
2016-08-01,1.880974961275454
2016-09-01,1.7943565636021106
2016-10-01,1.994266538428972
2016-11-01,2.2394330851139785
2016-12-01,2.507850232879232
2017-01-01,2.9418117374448207
2017-02-01,3.023376045552636
2017-03-01,3.225937908806276
2017-04-01,3.1332098309516137
2017-05-01,3.5119050714791378
2017-06-01,3.9691962323645416
2017-07-01,4.084752897680351
2017-08-01,3.8653744344091985
2017-09-01,3.69548423336419
2017-10-01,3.9153633199304294
2017-11-01,4.291584618211475
2017-12-01,4.443356378684196
2018-01-01,4.1306372740221775
2018-02-01,3.6171000389096326
2018-03-01,3.2910576265812295
2018-04-01,3.368380454077168
2018-05-01,3.4345581039335125
2018-06-01,3.1255680744603778
2018-07-01,2.984731831881795
2018-08-01,2.513328066736887
2018-09-01,2.246273756153702
2018-10-01,1.8093036401677816
2018-11-01,1.7544994763897825
2018-12-01,1.6446260012328426
2019-01-01,1.4873183695754095
2019-02-01,1.4355193195105482
2019-03-01,1.342747847939136
2019-04-01,1.3096742281905351
2019-05-01,1.112969250165753
2019-06-01,1.0454190030400485
2019-07-01,0.6976820977431438
2019-08-01,0.8833461782330713
2019-09-01,0.8730170588987881
2019-10-01,0.8040396112698553
2019-11-01,0.5899110858197504
2019-12-01,0.5528349444145852
2020-01-01,0.4186665320033309
2020-02-01,0.4047591038703357
2020-03-01,-1.4802126239207678
2020-04-01,-8.011544508594573
2020-05-01,-14.675675153039155
2020-06-01,-17.125454167135377
2020-07-01,-12.334548456884148
2020-08-01,-8.18109023490942
2020-09-01,-5.663726218666428
2020-10-01,-4.1331677388344765
2020-11-01,-2.7638559109800984
2020-12-01,-2.0590470211377667
2021-01-01,-1.83137457363006
2021-02-01,-2.200824292169362
2021-03-01,-0.1000825153914346
2021-04-01,5.4243478834564405
2021-05-01,10.580779120321296
2021-06-01,11.50676152579712
2021-07-01,7.799950755059896
2021-08-01,5.257290070012152
2021-09-01,4.377557452489097
2021-10-01,4.289947771891878
2021-11-01,4.439495396792009
2021-12-01,5.0212838487632006
2022-01-01,5.473104767802291
2022-02-01,6.014551933227525
2022-03-01,5.40589612793899
2022-04-01,5.4798762248405195
2022-05-01,5.483314756053658
2022-06-01,6.459434503252492
2022-07-01,5.849458455379019
2022-08-01,4.912699125288545
2022-09-01,3.8201289612101776
2022-10-01,3.0512130707035046
2022-11-01,2.071234399689293
2022-12-01,1.7650336482536952
2023-01-01,1.2058138509263843
2023-02-01,1.0109722414029438
2023-03-01,1.288386580876139
2023-04-01,1.4726873844090935
2023-05-01,1.2521469051718561
2023-06-01,-0.0973656776912113
2023-07-01,-0.4987404052971304
2023-08-01,-0.7609191320198744
2023-09-01,-0.9490280921387156
2023-10-01,-1.0909342052474802
2023-11-01,-0.648222371865394
2023-12-01,-0.6562590061408913
2024-01-01,-0.4528962456842527
2024-02-01,-0.2593280296326698
2024-03-01,0.2792582594673603
2024-04-01,0.3304140271110126
2024-05-01,0.2366817174685341
2024-06-01,0.4775853054683524
2024-07-01,0.6623771776168005
2024-08-01,0.8670237647957281
2024-09-01,0.9541311410073768
2024-10-01,0.9688512293143559
2024-11-01,0.9165762214152676
2024-12-01,0.7208063383159193
2025-01-01,0.5401487268050036
2025-02-01,0.2631175255841639
2025-03-01,0.0326517652634526
2025-04-01,-0.0533084225880752
2025-05-01,-0.0114031547415826
2025-06-01,-0.0179725136501952
2025-07-01,-0.0574364421088975
2025-08-01,-0.1596739440122875
2025-09-01,-0.2024771562721612
2025-10-01,-0.1709466767951364
2025-11-01,-0.1600619282836945
2025-12-01,-0.1058379277036952
2026-01-01,
2026-02-01,
2026-03-01,
2026-04-01,
2026-05-01,
2026-06-01,
2026-07-01,
2026-08-01,
2026-09-01,
2026-10-01,
2026-11-01,
2026-12-01,
