_date_,FAGR1F_H,FAGR2F_H,FAGR3F_H,FAGR4F_H,FAGR5F_H,FCON1F_H,FCON2F_H,FCON3F_H,FCON4F_H,FCON5F_H,FCP1F_H,FCP2F_H,FCP3F_H,FCP4F_H,FCP5F_H,FCP6F_H,FCP7F_H,FCPU1F_H,FCPU2F_H,FCPU3F_H,FEXP1F_H,FEXP2F_H,FEXP3F_H,FEXP4F_H,FEXP5F_H,FIMP1F_H,FIMP2F_H,FIMP3F_H,FIMP4F_H,FIMPU1F_H,FIMPU2F_H,FIMPU3F_H,FIMPU4F_H,FIND1F_H,FIND2F_H,FIND3F_H,FIND4F_H,FIND5F_H,FIND6F_H,FINV1F_H,FINV2F_H,FINV3F_H,FINV4F_H,FINV5F_H,FSER1F_H,FSER2F_H,FSER3F_H,FSER4F_H,FSER5F_H,FSER6F_H
1996Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2837866166986267,-0.3333380082900933,0.30443952297590593,0.0666513395866713,,,,,,,,,,,,,,,,,
1996Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06378662705844627,-0.4908382542351489,0.09175779250862488,0.011643783807211204,,,,,,,,,,,,,,,,,
1996Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.041803803831540136,-0.5032615664536132,0.001745154315658852,-0.016156804677024416,,,,,,,,,,,,,,,,,
1996Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11038808368768671,-0.355066940957446,-0.06859600597080155,0.016122794964965253,,,,,,,,,,,,,,,,,
1997Q1,,,,,,,,,,,,,,,,,,,,,,,,,,1.6931192538601376,-0.7200981631841683,0.3507064805351925,-0.03444420991997339,-0.2093101294002633,0.13008679484531452,0.012002453461533022,-0.03827784554508498,,,,,,,,,,,,,,,,,
1997Q2,,,,,,,,,,,,,,,,,,,,,,,,,,2.0864803194762103,-1.4658609761249688,-0.30921224454792706,-0.008390779354059666,0.12432828863651291,-0.1312777477212275,0.08792683487956347,0.01715756417584803,,,,,,,,,,,,,,,,,
1997Q3,,,,,,,,,,,,,,,,,,,,,,,,,,2.85798659956942,-1.1241349183416354,0.24601308517280085,-0.36370651395658204,0.07991177506252155,-0.32062710143279416,0.013120030568534094,-0.011727733752514331,,,,,,,,,,,,,,,,,
1997Q4,,,,,,,,,,,,,,,,,,,,,,,,,,3.719558179393898,-1.967308947679533,-0.4421943915907553,-0.10528087219443923,0.05755191686222825,-0.3754822932020636,0.03248434027272535,-0.013588089670376405,,,,,,,,,,,,,,,,,
1998Q1,,,,,,,,,,,,,,,,,,,,,,,,,,3.4409300678217907,-2.1415648259512032,-0.5896520340030431,-0.1457445601500699,0.11659493028356571,-0.4889188166365348,0.07234530536702716,-0.01418478279251266,,,,,,,,,,,,,,,,,
1998Q2,,,,,,,,,,,,,,,,,,,,,,,,,,3.2397732977612463,-0.7723860264773412,0.3098856122984473,-0.9515477745153774,0.06891621922540518,-0.6936198651549299,0.03766257527246783,-0.018085078844766917,,,,,,,,,,,,,,,,,
