_date_,FAGR1F_H,FAGR2F_H,FAGR3F_H,FAGR4F_H,FAGR5F_H,FCON1F_H,FCON2F_H,FCON3F_H,FCON4F_H,FCON5F_H,FCP1F_H,FCP2F_H,FCP3F_H,FCP4F_H,FCP5F_H,FCP6F_H,FCP7F_H,FCPU1F_H,FCPU2F_H,FCPU3F_H,FEXP1F_H,FEXP2F_H,FEXP3F_H,FEXP4F_H,FEXP5F_H,FIMP1F_H,FIMP2F_H,FIMP3F_H,FIMP4F_H,FIMPU1F_H,FIMPU2F_H,FIMPU3F_H,FIMPU4F_H,FIND1F_H,FIND2F_H,FIND3F_H,FIND4F_H,FIND5F_H,FIND6F_H,FINV1F_H,FINV2F_H,FINV3F_H,FINV4F_H,FINV5F_H,FSER1F_H,FSER2F_H,FSER3F_H,FSER4F_H,FSER5F_H,FSER6F_H
1996-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2837866166986267,-0.3333380082900933,0.30443952297590593,0.0666513395866713,,,,,,,,,,,,,,,,,
1996-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1360329629528705,-0.43204256580523864,0.17328211226662438,0.031704813623000795,,,,,,,,,,,,,,,,,
1996-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04336869250848758,-0.5057011150302907,0.08050517858143692,0.005208948072658999,,,,,,,,,,,,,,,,,
1996-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011958225713980713,-0.5347710818699174,0.021486086677813335,-0.0019824102740261863,,,,,,,,,,,,,,,,,
1996-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021353290409365077,-0.5272287771984963,-0.008767977268213557,-0.012255362699385859,,,,,,,,,,,,,,,,,
1996-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.044495388720675114,-0.5018744300204876,-0.002851913758424236,-0.01941760021172493,,,,,,,,,,,,,,,,,
1996-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.059562732364580206,-0.48068149214185574,0.01685535397361435,-0.016797451119962455,,,,,,,,,,,,,,,,,
1996-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06871614433707462,-0.4544789853480773,0.007465816452759488,-8.96435212925659e-05,,,,,,,,,,,,,,,,,
1996-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09435171526957242,-0.38458243928277336,-0.054348889769745876,0.01671954560705305,,,,,,,,,,,,,,,,,
1996-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16809639145641309,-0.22613939824148738,-0.1589049445954183,0.03173848280913528,,,,,,,,,,,,,,,,,
1997-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2730014039223637,0.017865032763010137,-0.22206963815602843,0.005592989021961978,,,,,,,,,,,,,,,,,
1997-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25032259223577846,0.18777214695943614,0.013570684012071212,-0.12973159762659425,,,,,,,,,,,,,,,,,
1997-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,1.6931192538601376,-0.7200981631841683,0.3507064805351925,-0.03444420991997339,-0.10460639204264778,0.1846232048134973,0.24450631452855628,0.009305071969377328,,,,,,,,,,,,,,,,,
1997-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,1.9348593978619462,-1.3295668467696506,-0.23094317787244828,0.10334799651560679,0.08241835324681643,0.011037319831464151,0.17291486200103148,0.036075944542381576,,,,,,,,,,,,,,,,,
1997-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,2.093483288003617,-1.5952603671709646,-0.46722031681528153,0.022184412871160353,0.15295819226504997,-0.15201859929389014,0.07173362050854509,0.014630894855545999,,,,,,,,,,,,,,,,,
1997-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,2.2310982725630666,-1.4727557144342915,-0.22947323895605135,-0.15070474744894613,0.1376083203976723,-0.2528519637012565,0.01913202212911385,0.0007658531296165158,,,,,,,,,,,,,,,,,
1997-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,2.4625394118145953,-1.1054645114348474,0.17743206985777998,-0.3963656839115064,0.10121874076525274,-0.30299758523543574,0.005351878432209453,-0.010952145270206935,,,,,,,,,,,,,,,,,
1997-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,2.8347124934694357,-1.0201046666135578,0.3132888627348012,-0.4147678485343679,0.07472313609068836,-0.32341031203997217,0.013077978858189739,-0.012703918108340933,,,,,,,,,,,,,,,,,
1997-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,3.276707893424228,-1.2468355769765012,0.24731832292582132,-0.2799860094238718,0.06379344833162355,-0.3354734070229745,0.020930234415203093,-0.011527137878995125,,,,,,,,,,,,,,,,,
1997-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,3.645441494106175,-1.6441429729161983,-0.06500222905315206,-0.13684908615199193,0.05937148335501427,-0.3513978210525791,0.025951577253208152,-0.011720558968038218,,,,,,,,,,,,,,,,,
1997-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,3.794251284518254,-1.9956530078486685,-0.5000437956119325,-0.10830698886682999,0.05454459869619291,-0.3742870979739479,0.029803705106960465,-0.011590797882343792,,,,,,,,,,,,,,,,,
1997-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,3.718981759557266,-2.262130862273732,-0.7615371501071814,-0.07068654156449579,0.05873966853547756,-0.40076196057966385,0.04169773845800742,-0.0174529121607472,,,,,,,,,,,,,,,,,
1998-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,3.5521191296017607,-2.375598708842541,-0.787944270283628,-0.03667957937426919,0.08711596835699341,-0.43052203368836206,0.06886409268093598,-0.02245416145974002,,,,,,,,,,,,,,,,,
1998-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,3.4279998454730256,-2.2626508579325195,-0.6601029837788208,-0.08315739586093432,0.12793610510938805,-0.47701398153901386,0.08432844469232563,-0.014112893275066622,,,,,,,,,,,,,,,,,
1998-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,3.3426712283905857,-1.7864449110785494,-0.32090884794668045,-0.3173967052150062,0.1347327173843157,-0.5592204346822285,0.06384337872781988,-0.005987293642731336,,,,,,,,,,,,,,,,,
1998-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,3.246332754100945,-1.045872611882992,0.09844756363769304,-0.8035238257660656,0.10415633866404253,-0.6479680421296014,0.04229903433073663,-0.016622655323671888,,,,,,,,,,,,,,,,,
1998-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,3.2235466699600184,-0.6112257928696594,0.3965205253458802,-1.047335370628687,0.0594587850465192,-0.7092490182104993,0.03597917231657387,-0.016456977436094672,,,,,,,,,,,,,,,,,
1998-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,3.249440469222776,-0.6600596746793722,0.4346887479117687,-1.0037841271513799,0.043133533965653795,-0.7236425351246889,0.03470951917009298,-0.02117560377453419,,,,,,,,,,,,,,,,,
1998-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,3.277586975184171,-1.0624526850832916,0.08125941672336535,-0.8014495120539665,0.044068277808835224,-0.7129697468614365,0.036845629059481494,-0.018916900697430284,,,,,,,,,,,,,,,,,
1998-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,3.1781285419163767,-1.3506985771732063,-0.18917703074309172,-0.7602268149048885,0.05068417499779861,-0.7014432722853201,0.037689536982833935,-0.020186630788688598,,,,,,,,,,,,,,,,,
1998-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,2.8124035483073957,-1.3739874189576138,-0.4172095737347298,-0.9478208132186215,0.06104410614544384,-0.6944259833994804,0.04478564887876332,-0.0223266559347845,,,,,,,,,,,,,,,,,
