_date_;CPR;CPU;INV;EXPOR;IMP;PIB;AGRICUL;INDUSTRIA;CONSTRU;SERVI;IMPUESTOS
2016Q3;107.79105718173457;91.60834921785059;95.97184475682758;114.45092076148985;104.5628231178271;104.86898571916215;104.31988932624752;104.65252156357343;107.60710406571268;104.16728061794508;108.95073835767477
2016Q4;108.11245389521186;91.8324706912443;97.36443173157147;116.79101978565362;106.72915593064627;105.46501907324176;102.41776797683578;104.31390667862414;108.15354639104638;105.01390673638582;109.95401380221655
2017Q1;109.21813145268408;92.23298406727217;99.300545417375;118.5119342237718;109.7457836922798;106.2117090651992;99.25084547251404;108.73332152224098;108.25906352141554;105.34488060906841;109.60933084431566
2017Q2;110.14691183618808;92.2866672971418;100.42039463394323;119.7417602199717;109.86696606212638;107.32228883385518;99.64689832755201;109.22902253453135;108.72975510194338;106.73842465225013;110.13289561008963
2017Q3;110.9915564170817;92.94298807522513;103.2544466965851;120.86033352035012;112.8106877963154;108.00025254780847;100.6106269414777;109.599493817401;108.59131640178813;107.5897336591744;110.36745262515637
2017Q4;111.75863830494386;92.9014268650035;105.82212685819862;122.41908053028286;115.44009275871498;108.6577395982431;103.3037863557359;110.49958249761245;109.19352474746356;108.15528480199097;110.73185370213508
2018Q1;112.08283557688192;93.5615579134079;107.00704345049841;122.56869779522852;115.9189302587243;109.12239436242922;103.27887080235732;110.17183554735367;109.31444281487184;108.77786215851066;111.59684281028652
2018Q2;112.53933073616572;94.17426040217404;111.35889774499076;121.88356119184549;117.12235109204173;109.83385113659564;105.75952857906078;109.70690972603262;110.73586900627264;109.61315445506567;112.20000334346746
2018Q3;112.51278279073219;94.88822184566624;112.17498203410976;121.83757095512959;116.05114740012645;110.44713790626464;102.49291982359976;109.27055476523964;113.06430048171016;110.53127676686175;112.40645426422068
2018Q4;112.64552251789982;95.52666813648139;112.35355627680538;123.24204203022285;116.18581300711006;111.09351568868559;108.16650345150576;109.32509913533879;114.89861713823215;111.03255971624309;112.697914387637
2019Q1;112.54856445097953;96.07742821820995;114.07952268766168;125.26987897921343;117.42554578673324;111.77462197321142;104.04332990275931;110.59798545464527;116.44714166873953;111.73241793598852;113.35215633707777
2019Q2;111.61307562848081;96.44598792103018;113.62959880920718;128.05692189250294;117.44704442199259;112.09692543339402;101.04429822041811;111.63468237035325;117.90173007601581;112.0174414599949;113.19916328993655
2019Q3;115.54021300620568;96.75706583533712;113.85191413738467;123.75420005378925;120.0185200727395;112.31167328566906;101.31344208934617;112.26128542014234;117.427987980068;112.23746896544277;113.12855111433291
2019Q4;115.21263227860037;97.1442225873822;112.62741542504185;123.53767449301436;116.5202143685882;112.952646570632;101.67230058125025;112.121191242344;117.18778072015081;113.19536110780423;113.24231517502768
2020Q1;108.41688937748381;98.14649765630158;108.18284595492527;114.39478343481453;111.37893291172662;107.10463363584175;95.43370147904153;103.91977200487838;109.253873659118;108.3281837325094;105.12434209239078
2020Q2;85.13302627671737;99.05426817191521;86.13494700274191;79.05341797296715;79.9008077170647;88.05027616243923;101.0527675515081;83.86782854867961;84.81207787048073;88.51960456313672;89.0802011387427
2020Q3;102.810894823632;100.50174952135737;102.36289368927622;100.83171395258456;101.31732335082448;102.05229845784302;99.36058903313312;105.1103008549817;104.41636869288835;101.2732962037274;102.48684184781546
2020Q4;103.63918952216684;102.29748465042583;103.31931335305661;105.72008463963381;107.40293602038426;102.79279174387602;104.15294193631726;107.10209859146029;101.51767977751291;101.87891550062646;103.30861492105106
2021Q1;103.62991300834565;103.10930837741749;107.83662990138203;107.55964624806798;108.99540782321036;104.02811158912304;105.42852599777386;105.6180462533106;99.70486656200941;103.7636858951119;105.81577608142494
2021Q2;106.56540787596431;103.75112501170827;107.79026185068628;110.40569907843205;113.20235540146386;105.45423630950378;109.05390364127842;105.75261023542582;97.78335949764522;105.25113682269709;110.37557251908399
2021Q3;108.25915685011933;104.06714640016617;109.43203431235753;115.53184813304051;116.10808431016454;107.5328502834715;108.93941803148354;105.31221902123053;98.05337519623232;108.08050465605285;112.61882951653945
2021Q4;109.96679418708892;103.58008250764603;116.94709319548858;120.05369033922531;121.61869645772563;109.71737863682172;104.75433296231517;106.55265427454724;100.37676609105179;110.72238737945537;114.72773536895677
2022Q1;111.22995040233349;103.72717095333468;116.7738660678344;123.04576871024591;122.25717195856039;111.19113079639614;92.84390969776389;106.98984882556739;105.75703001815884;113.21316240932418;112.22880289389128
2022Q2;112.84897943044253;102.92193252996422;116.88181283255106;131.1345604277331;126.87988884870734;113.1087909547634;85.48249938192177;109.37003806953784;107.63562473689588;115.57456128699611;112.9346444215258
2022Q3;113.34809253792524;104.10103164989957;115.21354465056595;131.5499837184134;124.73269422536555;114.07521983140454;79.48570424367624;109.19431940051987;109.47193597321755;117.20443986017183;112.46028855617999
2022Q4;111.76736179281609;106.11412770832571;114.2256681977042;132.7375288320859;121.66868158031114;114.72664401344356;83.579549776466;108.4092905415306;109.38132851089905;118.35485179166376;111.23455300012647
2023Q1;113.08896662594142;107.24078048249528;114.59811346762886;134.1172196653247;124.42031960983108;115.497613704813;89.16536865075409;109.92154868178207;109.62767386741675;118.41049657974337;114.9563024467838
2023Q2;113.98155905332032;109.12702359834717;113.45970682940816;133.53712295697065;124.92981296742423;115.78195084328615;90.72570879730966;108.76162441897552;111.08748493244727;119.13594316587113;113.4187104941163
2023Q3;114.89793074614593;110.80166892876693;113.09809530903219;131.56992102618563;123.13034553505061;116.54458131213765;89.4451537804813;108.47012512779897;109.46809937852673;120.67789033350475;112.49245028166595
2023Q4;115.10208443973745;111.47122477838425;114.63234007243808;133.6586489449728;124.45744116593984;117.4008913022494;94.08313035403609;109.77984763746018;111.3120712501443;121.57151315153317;110.30647618028323
2024Q1;115.6515883441151;113.00712334652438;114.56510373988058;136.05614619679594;125.34633851383937;118.50364622962732;98.41839548598603;111.40999009520878;113.01690352365881;122.29420746724006;111.70929731457115
2024Q2;116.94004898131818;113.60326252488815;115.00971586599167;136.64112492245096;125.89340117049521;119.46960225156417;95.827671676979;112.61618892130623;113.77089591845042;123.66066487963089;110.67690217665324
2024Q3;118.3683084232413;116.40064561936003;113.92497813811802;137.16910092883288;127.08761077090385;120.41941243192568;96.8950110739482;112.80830925978152;112.08807231268358;124.91845861383504;112.27556086847926
