_date_,FAG1F,FAG2F,FAG3F,FAG4F,FAG5F,FCON1F,FCON2F,FCON3F,FCON4F,FCON5F,FCP1F,FCP2F,FCP3F,FCP4F,FCP5F,FCP6F,FCP7F,FCPU1F,FCPU2F,FCPU3F,FEXP1F,FEXP2F,FEXP3F,FEXP4F,FEXP5F,FIMP1F,FIMP2F,FIMP3F,FIMP4F,FIMPU1F,FIMPU2F,FIMPU3F,FIMPU4F,FIND1F,FIND2F,FIND3F,FIND4F,FIND5F,FIND6F,FINV1F,FINV2F,FINV3F,FINV4F,FINV5F,FSER1F,FSER2F,FSER3F,FSER4F,FSER5F,FSER6F,f202004,f202003,fvirus
2004-01-01,,,,,,2.527672,0.792892,-1.551733,-0.318188,0.001174,,,,,,,,2.104811,-0.637209,0.013253,,,,,,0.445942,-0.165169,0.225055,-0.158414,2.899322,-2.671341,5.156565,-3.10054,1.690616,1.10185,-1.194144,-1.062208,-0.354225,1.442904,-0.322262,-3.347762,-0.398049,0.816587,0.815324,,,,,,,0,0,0.0
2004-02-01,,,,,,2.498462,0.59051,-1.706795,-0.413278,0.32175,,,,,,,,3.781281,-2.191778,-0.452155,,,,,,0.763897,-0.335342,0.639604,0.052338,3.029033,-3.128496,0.2,5.717417,1.467545,1.117675,-1.002699,-0.148531,-0.94732,0.786868,0.635514,-1.719345,-0.473073,2.233525,0.970628,,,,,,,0,0,0.0
2004-03-01,,,,,,2.685122,0.416674,-1.353071,-0.895636,0.366115,,,,,,,,5.510461,-3.36153,-1.056506,,,,,,1.474023,-0.504908,0.409051,-0.155671,2.865016,-3.142172,-4.936788,-3.005245,1.620712,1.621082,-0.746695,0.191197,-0.721423,0.52989,0.869523,-1.657144,0.910514,1.110854,-1.039894,,,,,,,0,0,0.0
2004-04-01,,,,,,3.088591,0.834114,-0.810888,-0.74833,0.320997,,,,,,,,5.306686,-3.084237,-1.352265,,,,,,1.777201,-0.379426,0.302804,-0.42251,-0.138786,-0.282095,0.050876,-0.026206,2.199799,2.09221,-0.373294,-0.147655,-0.811665,0.49949,0.717596,-1.614109,1.582252,0.194625,-0.958823,,,,,,,0,0,0.0
2004-05-01,,,,,,3.115371,1.454999,0.180137,-1.205209,0.079283,,,,,,,,4.478712,-2.522782,-1.543967,,,,,,1.865625,-0.212732,0.184672,-0.783092,-0.140105,-0.327599,0.051029,0.014811,2.477083,2.014507,-0.100325,-0.512005,-0.634297,0.675984,-0.159158,-3.160362,0.294407,0.233888,-0.777638,,,,,,,0,0,0.0
2004-06-01,,,,,,3.582821,1.84383,0.814631,-1.620356,0.833253,,,,,,,,3.785589,-2.276531,-1.491688,,,,,,2.195647,-0.39077,0.626124,-0.277323,-0.187984,-0.347988,-0.046033,0.03009,2.681154,1.018317,-0.072116,-1.015402,-0.290286,0.644063,0.492551,-2.016005,-0.157554,1.489459,0.692313,,,,,,,0,0,0.0
2004-07-01,,,,,,3.536619,1.838067,1.298779,-1.097538,1.199989,,,,,,,,3.966933,-2.186966,-1.310854,,,,,,2.331807,-0.311075,0.402244,-0.214521,-0.206681,-0.323813,-0.007796,-0.063011,2.598883,0.587402,-0.121239,-0.390208,-0.857976,0.388363,1.314303,-1.10769,-0.447002,2.972828,0.820136,,,,,,,0,0,0.0
2004-08-01,,,,,,4.395046,1.944115,1.215535,-0.344604,1.467495,,,,,,,,4.001699,-1.74519,-0.8885,,,,,,2.300185,-0.096008,-0.347661,-0.14829,-0.20556,-0.314649,0.078993,0.002811,2.525266,0.387035,-0.135097,-0.102603,-0.570657,0.646342,2.157233,0.737314,1.590847,2.380615,-0.94463,,,,,,,0,0,0.0
2004-09-01,,,,,,4.291457,1.853278,1.246374,-0.018367,0.795629,,,,,,,,3.878141,-1.235913,-0.274867,,,,,,1.799685,0.037502,-0.115041,-0.309187,-0.15222,-0.359656,0.070576,-0.009756,2.729561,0.668378,-0.045193,-0.440079,-0.614503,0.512728,1.81865,-0.062398,1.893775,1.32153,-1.662224,,,,,,,0,0,0.0
2004-10-01,,,,,,4.510307,2.125249,1.794011,-0.908423,0.892864,,,,,,,,3.848482,-0.83684,0.30268,,,,,,1.216175,0.155118,-0.353288,-0.376881,-0.090351,-0.35687,0.058272,0.002683,2.642378,0.370577,-0.124428,-0.325688,-0.868184,0.625498,1.205965,-0.40933,1.683101,0.714474,-0.987243,,,,,,,0,0,0.0
2004-11-01,,,,,,4.028771,1.911178,1.976554,-1.394934,1.038217,,,,,,,,3.79991,-0.492068,0.717725,,,,,,1.219354,-0.301993,0.057141,0.148516,-0.037161,-0.355413,0.044129,-0.011532,2.496053,0.462687,0.014484,-0.65657,-1.02835,0.818702,1.026241,-0.192565,0.422387,1.774256,0.399786,,,,,,,0,0,0.0
2004-12-01,,,,,,4.54649,2.029156,2.22017,-0.875557,1.040265,,,,,,,,3.731482,-0.277336,0.867622,,,,,,1.53824,-0.670419,0.500108,0.46161,-0.017396,-0.336893,0.010961,0.012018,2.228216,0.443157,-0.060929,-0.131434,-1.137109,0.664439,1.186734,0.909333,0.799754,1.984304,-0.111557,,,,,,,0,0,0.0
2005-01-01,,,,,,4.782642,1.849588,1.660262,-0.202427,0.887972,,,,,,,,2.024713,0.845526,1.321933,,,,,,1.918194,-0.704633,-0.359819,0.231382,3.604164,-2.736532,5.684794,-3.431025,2.211122,1.252273,0.133186,0.040583,-1.349952,0.814174,1.350442,1.276089,1.457111,1.516992,-0.678637,,,,,,,0,0,0.0
2005-02-01,,,,,,4.887251,2.435108,1.426649,-0.688277,0.789866,,,,,,,,-0.040158,2.024769,1.726081,,,,,,1.608825,-0.676342,-0.852918,-0.004684,3.885723,-3.283691,0.380047,6.21451,1.768155,1.167523,0.12456,-1.319769,-0.431923,1.257025,0.544956,0.236414,1.676256,0.307941,-1.404883,,,,,,,0,0,0.0
2005-03-01,,,,,,4.516448,2.652907,0.775846,-0.726688,0.244591,,,,,,,,-1.957526,2.820791,1.995663,-0.12623,-0.385352,-0.358413,0.13193,-0.449233,1.117651,-0.755982,-0.66551,0.346552,3.872024,-3.439453,-5.215227,-3.284694,1.309676,0.739957,0.32932,-1.554043,-1.121864,0.529128,0.388865,-0.343995,0.762009,0.584219,-0.184225,,,,,,,0,0,0.0
2005-04-01,,,,,,5.011384,3.36289,0.27912,-0.219963,0.330286,,,,,,,,-1.809344,2.507297,1.754682,-0.129084,0.033164,-0.061717,-0.54034,-0.381757,1.023692,-0.668852,-0.181816,0.580655,0.543792,-0.486076,0.029628,0.065721,0.728212,0.588045,0.459106,-0.661752,-1.037349,0.324057,0.831607,-0.14758,-0.575934,2.004005,0.665403,,,,,,,0,0,0.0
2005-05-01,,,,,,5.641575,3.644901,-0.603907,1.210978,1.325888,,,,,,,,-1.513273,2.326024,1.568824,-0.136268,-0.031918,-0.080848,0.084151,-0.606742,0.833499,-0.649031,-0.71866,0.724025,0.542743,-0.559106,0.002572,-0.095323,0.679333,0.316789,0.259504,-0.733447,-0.892032,0.190102,1.765397,1.332696,0.607584,2.124523,0.190901,,,,,,,0,0,0.0
2005-06-01,,,,,,5.910214,4.059152,-1.245191,2.240086,1.813791,,,,,,,,-1.22867,2.327886,1.37078,-0.128312,-0.050605,0.351554,0.357333,-0.688534,0.508405,-0.625012,-1.076444,0.581165,0.515485,-0.598457,0.10064,-0.010288,0.661402,0.622142,-0.057474,-0.020132,-1.485969,0.352983,1.628071,1.264578,1.546407,0.901358,-1.218154,,,,,,,0,0,0.0
2005-07-01,,,,,,5.78096,3.500964,-1.818728,2.106824,1.614274,,,,,,,,-1.225379,2.297566,1.278768,-0.378015,-0.432179,-0.276714,0.564658,-1.10053,-0.286727,-0.590303,-1.182545,0.72157,0.51973,-0.691777,0.054186,-0.013793,0.824692,0.754834,-0.307782,0.15034,-0.761984,1.341094,0.607477,0.357456,1.904013,-0.457271,-1.267907,,,,,,,0,0,0.0
2005-08-01,,,,,,5.527323,2.849804,-1.890702,2.440392,0.613495,,,,,,,,-1.022009,2.007619,1.01915,-0.369008,-0.272915,-0.216724,-0.202873,-1.334888,-0.100916,-0.879285,-0.481104,1.352469,0.43377,-0.690553,-0.07843,0.038931,1.121315,0.481149,-0.321912,-0.452828,-0.453583,1.575553,0.197731,-0.47691,0.122708,0.459592,0.488097,,,,,,,0,0,0.0
2005-09-01,,,,,,5.777472,2.344624,-2.084844,2.402464,1.019967,,,,,,,,-0.99309,1.678133,0.570394,-0.215565,0.217508,-0.270167,-0.107339,-1.49697,0.066217,-1.002653,-0.284621,1.529957,0.336786,-0.62032,-0.111968,-0.066883,1.249749,0.049703,-0.283213,0.174157,-0.750047,1.299487,0.593618,0.290309,-0.364575,1.742245,0.916252,,,,,,,0,0,0.0
2005-10-01,,,,,,5.918082,2.786933,-2.52003,4.426528,0.67879,,,,,,,,-1.302836,1.378267,-0.148265,-0.190813,-0.304358,0.045776,0.96882,-1.082716,0.263151,-0.800076,-1.277414,0.992395,0.205272,-0.551395,-0.041425,-0.014576,1.154873,-0.157392,-0.133479,0.028777,-0.180991,1.324045,1.160717,1.124897,0.891063,1.419129,-0.106455,,,,,,,0,0,0.0
2005-11-01,,,,,,6.330806,3.85434,-2.828065,5.185132,0.594036,,,,,,,,-1.679283,1.042551,-0.872276,-0.109743,-0.234398,0.007881,-0.134751,-1.004662,0.137299,-0.70821,-0.575832,0.904659,0.098816,-0.511948,-0.075855,0.001485,1.317824,0.028424,-0.002045,0.01098,-0.264915,0.790351,1.307614,1.319813,1.3319,1.170322,-0.5435,,,,,,,0,0,0.0
2005-12-01,,,,,,6.578787,4.579817,-2.991573,5.360879,0.115302,,,,,,,,-1.816281,0.687946,-1.380295,-0.295444,-0.084073,-0.398207,0.186886,-1.011265,-0.091546,-0.559941,-0.536132,0.97321,0.034717,-0.467616,-0.026264,-0.057108,1.725881,0.588863,0.010499,0.443185,-0.663273,1.055143,1.523978,0.406957,0.703256,1.30292,-0.734142,,,,,,,0,0,0.0
2006-01-01,,,,,,6.389214,3.70693,-1.958974,4.319759,-0.754027,,,,,,,,-0.895934,-0.381093,-1.554483,0.047909,0.246297,0.430195,-0.321548,-1.263346,0.440502,-0.959296,-0.541049,1.139766,-0.417504,-0.342828,-0.475325,0.300208,2.037688,0.639528,0.716287,-0.413115,-0.719336,1.147884,1.795815,0.155587,0.769012,1.013135,-0.325483,,,,,,,0,0,0.0
2006-02-01,,,,,,5.601782,1.99095,-1.125209,3.44766,-1.807301,,,,,,,,-0.152796,-0.504182,-1.461783,0.154899,0.750344,0.658114,0.160187,-1.48314,0.622008,-1.257415,-0.433138,1.437934,-0.350258,-0.322454,0.113204,-0.642824,2.333012,0.371228,1.233064,-0.236161,-1.263251,0.763276,1.690374,-0.255873,0.871128,0.69691,-0.299659,,,,,,,0,0,0.0
2006-03-01,-0.966555,1.115967,1.255372,0.500021,-2.114976,5.138581,0.863453,-0.106886,3.181852,-2.566829,3.844863,1.580887,-0.45486,-0.439473,-0.728811,3.120353,0.371751,0.542861,-0.474127,-1.382367,0.536737,0.960591,1.398735,0.217178,-1.331076,1.151146,-1.334497,-0.811612,1.294532,-0.316359,-0.330128,0.556474,0.383758,2.383869,0.412859,1.645792,0.778738,-1.30592,0.682439,1.488536,-0.044805,0.760015,0.903728,-0.356516,1.763388,1.822387,0.193471,1.364128,1.61707,1.501925,0,0,0.0
2006-04-01,-2.059483,1.253715,0.891119,0.900504,-2.397803,4.887856,0.882685,0.135246,3.161891,-2.100582,3.371104,1.779978,-0.94701,-0.199706,-0.808628,2.056535,-0.186255,0.194893,0.10493,-1.493725,0.448548,0.096817,0.793952,1.490093,-1.273671,0.327906,-0.853323,-1.65238,0.607789,0.183935,-0.50926,0.039495,-0.108515,2.549771,-0.143344,1.372892,0.132657,0.12575,1.284674,1.196717,-0.276372,0.916897,1.094396,-0.086146,1.956051,1.713845,0.138565,1.652199,1.434191,0.513091,0,0,0.0
2006-05-01,-2.142395,1.370689,0.751944,1.053422,-1.50432,5.152805,1.086463,0.371844,3.684733,-1.887493,3.236157,1.691626,-0.745673,-0.945999,-0.9245,2.144213,0.13395,0.187472,-0.086703,-1.664645,0.54397,0.254669,0.756213,-0.409207,-1.198243,0.522978,-0.97109,-0.508927,0.744927,0.136921,-0.450289,-0.000759,0.100932,2.712743,0.009222,1.14893,0.246843,-0.482543,1.212733,1.385422,0.157228,0.958858,1.714921,0.135576,2.293882,2.298878,0.19078,1.525708,1.643218,1.01405,0,0,0.0
2006-06-01,-1.287745,1.039846,0.564533,0.97382,-0.644898,5.43677,1.228849,0.402528,3.766546,-1.86817,2.929251,1.782743,-0.386292,-1.006395,-0.815081,1.970113,-0.839188,-0.120897,-0.205374,-1.83363,0.581102,0.573246,0.111365,-0.230073,-1.048933,0.710057,-1.121989,0.754895,0.797711,0.185695,-0.478087,0.013142,-0.139428,3.088991,0.126389,1.366369,0.947077,-0.184176,1.339025,1.351404,-0.001253,1.194843,1.767501,-0.488282,2.363795,2.44208,-0.040184,1.871722,1.285757,0.769347,0,0,0.0
2006-07-01,-0.783922,0.99723,0.118611,0.846256,-0.163539,5.6373,1.590508,0.617364,3.562078,-1.593484,2.953941,1.769777,-0.321198,-0.462898,-1.312449,2.332006,-0.075461,-0.212077,-0.260286,-2.193306,0.7166,0.033156,0.923656,0.618075,-0.343458,1.534481,-0.884494,-0.518583,-0.105354,0.121747,-0.387221,-0.005728,0.122174,3.607351,0.358211,1.259799,-0.637887,-0.343725,1.552301,1.39608,-0.56411,1.679276,0.877162,-0.830186,2.25422,2.14523,0.120291,1.480983,2.011942,1.383519,0,0,0.0
2006-08-01,-0.307808,0.600196,-0.215882,0.300165,-0.653257,5.297132,1.643965,0.913938,2.326801,-0.899628,2.709432,1.516773,-0.152771,-0.849958,-1.34721,1.988815,-0.354342,-0.262745,-0.427419,-2.397892,0.541977,0.201205,0.702228,-0.410223,-0.479075,1.56082,-1.021429,-0.191453,-0.152473,0.117734,-0.334876,-0.12311,-0.077348,3.752362,0.080814,1.070644,-0.634846,-1.248278,0.839669,1.407672,-0.827718,0.707325,1.47937,0.054893,2.249544,2.172761,0.258679,1.526607,1.967135,1.200357,0,0,0.0
2006-09-01,-0.116877,0.633169,-0.378671,0.029307,-0.585463,5.221435,1.5718,1.104106,2.150237,-0.695852,2.724302,1.166893,-0.073867,-0.695011,-1.705603,1.777496,-0.451219,-0.08421,-0.571856,-2.430618,0.288981,0.122234,0.127546,0.347819,-0.181427,1.191648,-0.658023,-0.236853,-0.315128,0.061461,-0.206309,-0.011315,-0.006365,3.575913,0.279108,0.590739,-0.324673,-1.7308,1.412127,1.481427,-0.4392,0.704566,1.636963,-0.076515,2.252085,2.269127,0.211612,1.371161,2.3444,1.509554,0,0,0.0
2006-10-01,0.387796,0.734631,-0.395631,-0.261147,-0.227524,4.859179,1.011814,1.306512,0.477704,0.219922,2.975067,0.542404,0.155196,-0.63919,-1.421692,1.70204,-0.313891,0.319709,-0.615513,-2.179898,0.550779,0.466998,0.760255,-0.545396,-0.423475,1.825013,-1.175351,0.17027,0.034245,0.069795,-0.185642,0.013855,-0.021645,3.952492,0.618924,0.571734,0.151095,-1.574704,1.186027,2.072075,0.056848,0.905454,1.613569,-0.249756,2.410171,2.44455,0.557925,1.319296,2.139994,1.62687,0,0,0.0
2006-11-01,0.69268,0.869356,-0.432504,-0.483955,-0.577489,4.955663,0.988116,1.233219,0.464822,0.038627,2.8805,0.184072,-0.013668,-0.206436,-1.220011,1.372722,-0.526252,0.755073,-0.529201,-1.768439,0.356059,0.162787,0.243111,0.467197,-0.034203,1.779048,-0.95539,0.26116,-0.074282,0.115951,-0.196526,0.075938,-0.027916,3.997173,0.314241,0.411194,-0.210723,-0.488826,1.659845,2.145983,0.094957,0.868757,1.768921,-0.496974,2.21625,2.173174,0.264467,1.252917,1.951997,0.972168,0,0,0.0
2006-12-01,0.30134,1.24393,-0.722302,-0.403474,-1.4764,4.424613,0.978946,1.254416,-0.39343,0.992589,3.18849,0.014095,0.131507,-0.27854,-0.577293,1.601318,-0.160905,1.286784,-0.458901,-1.386038,0.597128,0.293858,0.742892,-0.356652,-0.060013,1.788217,-0.645232,-0.810747,-0.874362,0.159104,-0.233678,0.062533,0.018964,4.462739,-0.088381,0.328382,-0.174479,-0.750611,0.869825,2.256106,0.146885,1.420427,1.444764,-0.526101,2.36641,2.307505,0.252361,1.224925,1.368606,0.922394,0,0,0.0
2007-01-01,-0.360462,1.587131,-0.718867,-0.156121,-1.75637,4.3588,1.278152,1.128297,0.360175,0.223984,2.970464,0.116469,0.185585,-0.131805,-0.485993,1.68472,-0.983342,1.572957,-0.073298,-1.148989,0.50303,0.481999,0.1444,-0.198589,0.245961,1.409562,-0.478394,0.30271,-0.603834,0.530466,-0.575977,0.617144,-0.373343,4.131205,-0.020209,-0.50748,0.3249,-0.254352,0.628648,2.073924,-0.523822,1.233317,1.253959,-0.94642,2.13296,2.296776,0.22445,1.523633,1.371343,0.406151,0,0,0.0
2007-02-01,-0.399711,2.143026,-0.031879,-0.27195,-1.407653,4.056698,1.668079,1.209592,0.332247,0.464572,2.932231,0.329368,-0.145107,0.38845,-0.226487,1.899463,-0.542164,1.717657,-0.127488,-0.970006,0.642687,0.048224,0.519904,0.15892,0.425475,1.382505,-0.399059,0.587753,-0.71375,0.600037,-0.742985,0.184606,0.570694,4.099531,-0.013424,-1.464448,-0.29211,0.051858,0.317887,2.038466,-0.329706,1.080515,1.511939,-0.383962,2.000512,2.367719,-0.202162,1.526039,1.325978,0.511874,0,0,0.0
2007-03-01,0.071653,3.066264,0.628833,-0.165872,-0.845647,3.837342,1.61364,1.079438,0.812729,0.072238,2.945905,0.063758,0.240299,-0.592036,-0.091219,2.067252,-0.496282,1.685274,-0.228358,-0.967921,0.382311,-0.135595,0.162565,0.066778,0.102331,1.358737,-0.458316,-0.402143,-0.950696,0.588142,-0.795357,-0.520033,-0.221855,3.936385,0.515852,-2.235078,-0.146747,0.228473,0.185648,1.986986,-0.848621,0.981979,1.373441,-0.496461,1.936283,2.219256,0.228337,1.79773,1.209666,0.807525,0,0,0.0
2007-04-01,1.405285,3.810512,1.780653,-0.804086,-1.137886,3.850948,2.105592,1.187636,0.767743,-0.092072,2.825895,-0.011836,0.167829,-0.154977,-0.723855,2.006388,-1.426833,2.01828,-0.878156,-1.28672,0.169241,-0.063091,0.034283,-0.183639,-0.204753,1.16867,-0.681993,-0.051003,-0.445817,0.243659,-0.438375,-0.127461,-0.053395,4.131269,0.700018,-2.408015,0.249367,-0.607461,0.356242,1.561769,-1.010495,1.531952,0.729732,-0.935285,1.862411,2.131774,0.25975,1.619638,1.73106,0.951989,0,0,0.0
2007-05-01,1.917824,4.39663,2.288047,-0.78587,-1.393256,3.705783,2.52319,1.204964,0.927619,-0.596445,2.835426,-0.043907,0.031208,0.337856,-0.900557,2.163384,-0.653196,2.084181,-1.132853,-1.753369,0.002677,-0.195437,0.004208,0.198324,-0.207346,0.883973,-0.5689,-0.02302,-0.188086,0.164372,-0.353246,-0.012912,-0.041556,4.251223,0.690665,-2.185341,-0.500111,-0.235424,0.792895,1.181306,-1.794466,0.82079,0.903129,-0.388637,1.827608,2.166376,-0.148764,1.472051,1.95746,1.251174,0,0,0.0
2007-06-01,2.560642,4.816437,3.328801,-1.398269,-1.871699,3.4676,3.236461,1.42505,1.1736,-0.842012,2.527764,-0.203771,0.369225,-0.342806,-0.834164,1.712478,-0.318562,2.252587,-1.36669,-2.085238,0.034056,-0.014219,-0.040163,-0.134506,-0.000371,1.073243,-0.410529,-0.134748,-0.294135,0.121456,-0.318219,-0.01281,0.018657,3.859324,0.37129,-2.208398,-0.647349,-0.693758,0.269647,1.068034,-1.703011,0.607583,1.524299,-0.117598,1.577349,2.054267,-0.016168,1.666227,1.893592,1.121717,0,0,0.0
2007-07-01,2.473747,5.204397,4.00821,-1.409139,-1.897041,3.284063,3.509127,1.208955,1.823654,-0.648483,2.588611,-0.23307,0.306341,-0.100742,-0.687704,1.063819,-0.585798,2.141856,-1.332796,-1.97491,0.267436,0.551908,0.029141,-0.571047,-0.173765,1.349133,-0.660607,0.481779,0.086504,-0.015802,-0.174566,-0.24884,0.102965,3.70177,0.048023,-1.953756,0.418609,-0.273373,0.079111,1.427635,-1.563948,0.630342,1.944317,-0.459669,1.370351,1.840758,-0.187362,1.91415,1.35475,0.521307,0,0,0.0
2007-08-01,2.65912,5.448886,4.649874,-1.303547,-1.717199,2.638958,3.509253,0.884339,1.173808,-0.681075,2.593669,-0.195709,0.49215,-0.086129,-0.865832,0.911697,-0.433932,2.17262,-1.191803,-1.788945,0.614018,0.567245,0.497063,0.039115,-0.028806,1.357223,-0.390945,-0.16964,-0.436614,-0.164738,0.011629,-0.235828,-0.112925,3.527584,0.117513,-1.939216,0.020839,0.376043,0.414296,0.882899,-2.563146,1.581827,0.402918,-1.754219,1.39015,1.840277,-0.112775,1.759978,1.226867,0.696434,0,0,0.0
2007-09-01,2.799661,4.879781,4.707723,-0.916953,-1.396482,1.845951,3.797776,0.628407,0.635985,-0.982196,2.123728,0.1291,0.396217,0.238029,-1.009541,0.991216,-0.690647,2.149223,-1.060638,-1.61504,0.657275,0.241693,0.883296,0.262857,0.008932,1.248398,-0.357354,-0.473328,-0.504059,-0.271559,0.140706,0.017388,-0.024202,3.35035,-0.174044,-1.762885,-0.295493,0.202705,0.168066,0.289816,-3.529311,1.11046,-0.291166,-0.810615,1.140593,1.546453,-0.241235,1.497709,1.247492,0.576103,0,0,0.0
2007-10-01,3.301049,4.402735,4.786526,-0.509956,-0.623281,0.737865,3.315559,0.327843,0.550397,-1.516739,1.711799,0.827703,0.406544,0.271843,-1.221109,1.424716,-0.359468,2.022916,-1.009921,-1.619642,0.535477,0.364997,0.672913,-0.28078,-0.027009,0.804496,-0.221664,0.169916,-0.262393,-0.26565,0.084032,0.061262,0.013168,2.852146,0.102013,-1.591846,-0.475579,-0.170089,0.063795,-0.379814,-3.749194,-0.322437,0.72461,0.453725,1.065743,1.357974,-0.23206,1.371835,1.197319,1.360877,0,0,0.0
2007-11-01,3.888752,3.876447,4.825111,-0.277024,0.152561,0.236361,3.326407,0.387959,0.377212,-1.230313,1.05889,1.552688,0.576211,-0.104596,-1.604022,2.041982,-0.980885,1.838562,-1.093686,-1.833642,0.547979,0.621605,0.666787,-0.061446,-0.32987,0.547223,-0.1883,-0.49311,-0.292649,-0.257079,0.015549,0.022123,0.021167,2.641729,0.530347,-1.445354,0.16219,-1.191028,-0.166541,-0.536477,-3.15132,0.463879,0.302095,0.009104,0.796344,0.637419,-0.17249,1.317181,1.57277,1.75689,0,0,0.0
2007-12-01,4.204782,3.358768,4.706897,0.03947,0.615016,-0.238865,3.010587,0.352115,0.55224,-1.259505,0.755235,2.114128,0.808713,-0.007019,-1.723518,2.17785,-0.666674,1.546857,-1.278957,-2.324589,0.309596,-0.25696,0.567982,0.98578,-0.227836,0.677433,-0.597912,-0.138619,0.439252,-0.256495,-0.037525,0.021779,-0.012696,2.113001,0.484486,-1.368159,-0.811815,-0.299303,0.94785,-0.647739,-2.67913,0.350994,0.513175,0.051812,0.589614,0.350678,-0.567263,1.156572,1.838272,1.970873,0,0,0.0
2008-01-01,4.096019,2.436407,4.600485,-0.010627,-0.238158,-0.670441,3.48561,0.435473,-0.218523,-0.836222,0.486912,2.564869,1.101031,0.063437,-1.400708,2.100565,-0.284225,-0.324667,-0.21864,-2.633122,0.147893,-0.159132,0.349849,-0.407144,-0.564538,0.603751,-0.575737,-0.075529,0.630099,-1.301354,0.867914,-1.801511,1.115116,1.642868,-0.060904,-1.07838,-0.945107,-0.895577,0.719757,-0.90025,-1.798289,0.231287,1.212792,0.56471,0.325371,0.019646,-0.692708,1.255221,1.489022,2.04118,0,0,0.0
2008-02-01,3.016588,1.454446,3.909192,0.794486,-1.009692,-1.365827,3.501601,0.335979,0.133982,-0.77484,0.388732,2.782562,1.692972,0.200282,-0.953572,2.260852,-0.20813,-1.294428,0.0346,-3.176515,0.247796,0.693923,-0.142137,-0.616649,-0.449048,1.024626,-0.499198,-0.43111,0.456672,-1.480482,1.130265,-0.304685,-1.884531,1.037603,0.178532,-0.125707,-0.000378,-0.778126,0.772998,-0.404695,-1.151982,0.526143,1.568173,0.276038,0.164365,-0.353071,-0.533068,1.498348,1.316321,1.998097,0,0,0.0
2008-03-01,2.611963,0.257839,3.279502,1.151193,-1.349459,-2.381594,3.904187,0.351113,-0.572169,-0.018079,-0.987137,3.522293,0.832133,1.689365,-1.230541,1.693774,-1.05235,-2.338104,0.223254,-3.085262,0.461777,-0.039135,0.358099,0.742373,0.132778,0.633788,-0.029223,-0.191293,0.182573,-1.553795,1.217487,1.567333,0.90919,0.358216,-0.424161,0.547441,-1.058155,-0.443062,0.459675,-0.817976,-0.056473,1.581639,1.521642,0.218944,-0.514401,-0.878046,-1.771468,1.498892,1.384295,1.307172,0,0,0.0
2008-04-01,2.203816,-0.477154,2.74344,1.710458,-0.349878,-2.903465,3.883889,0.24133,0.037988,0.074975,-1.670962,3.35644,1.133403,0.570007,-1.101503,2.375705,0.641157,-1.457415,-0.212915,-2.302367,0.643784,0.635056,1.000063,-1.280261,0.074243,0.918304,-0.072221,0.16567,0.166993,-0.765485,0.257956,-0.092623,0.135458,-0.09366,-0.026701,0.797187,-0.799368,-1.347789,0.219281,-0.6789,0.68392,1.508037,2.0497,0.167825,-1.175668,-1.31667,-1.559334,1.536251,0.988291,2.652589,0,0,0.0
2008-05-01,3.060012,-1.229322,2.913359,1.008772,-0.246174,-3.241062,4.782752,0.111743,-0.336262,-0.308129,-3.360116,3.645556,0.915555,0.077991,-1.664439,1.582494,-1.458737,-1.227506,0.321297,-1.079874,0.322143,0.539982,0.288753,0.743627,0.347522,0.052832,0.437532,-0.502306,-0.25419,-0.988905,0.412632,-0.405105,0.092805,-1.181601,-0.337684,0.800931,-0.559617,-0.645501,0.7779,-2.114215,-0.781178,2.642893,0.070352,-2.160603,-1.747722,-1.533076,-1.142361,2.084071,1.152416,1.202977,0,0,0.0
2008-06-01,3.046376,-1.592298,2.932988,1.231384,-0.072699,-3.546205,5.634912,0.052378,-0.918734,-1.127556,-4.659613,4.515067,-0.227609,1.676578,-2.240039,1.723968,-0.491137,-0.698401,0.904556,-0.362682,0.049857,-0.795552,0.663934,1.209643,0.87288,-0.927091,1.205032,-1.130059,-0.567658,-1.168139,0.599231,-0.177064,-0.163386,-2.243988,-0.895546,0.890142,-2.375474,-0.466933,1.182513,-3.667119,-2.733303,2.768036,-1.751953,-1.242253,-2.26059,-1.818787,-2.263011,1.620024,1.754741,1.203127,0,0,0.0
2008-07-01,3.293937,-1.710453,3.118466,1.09091,-0.386928,-4.394332,6.037009,0.322051,-2.041297,-1.13157,-6.186944,4.966541,0.548177,-0.554013,-1.703269,1.721644,-0.153903,-0.402415,0.909083,-0.282352,-0.527184,-0.266329,-0.507034,-0.896522,0.403328,-2.003473,1.337251,0.308523,0.214229,-1.150941,0.608709,0.247606,-0.011561,-3.502166,-1.051669,1.162325,-1.171655,-1.523385,0.362633,-5.096876,-3.104424,-0.150744,0.9517,1.942647,-2.718058,-1.799529,-2.081698,2.451417,0.858871,1.509756,0,0,0.0
2008-08-01,2.597347,-1.527355,2.830884,1.232505,-0.872535,-5.167644,6.195343,0.685997,-1.542661,-0.653153,-6.953027,5.089641,0.781555,-0.473797,-1.842078,1.860451,-0.928964,-0.223127,0.695101,-0.526647,-0.684767,-0.186899,-1.007147,0.376732,0.935668,-2.32175,1.803054,0.445555,-0.001845,-1.176078,0.570973,-0.130446,0.300368,-4.213179,-0.620303,1.227646,0.657668,-2.315565,0.897504,-5.08397,-0.769043,0.534072,2.122165,1.57059,-3.371626,-2.715476,-1.955295,2.668616,1.260352,1.467367,0,0,0.0
